n,beta,eta,gamma,seed,route2_delta,route2_mse,est_beta,est_eta,est_gamma,steps,converged,reason
10,2.0,100.0,1000,13124,1.0,0.625613,3.4285,133.6,949.59,10,False,max_iterations
10,2.0,100.0,1000,13125,,,,,,2,False,mdm_failed
10,2.0,100.0,1000,13126,0.001023,0.186952,1.3731,70.27,1017.54,3,True,delta_stable
10,2.0,100.0,1000,13127,0.999971,0.04444,1.892,120.31,982.97,10,False,max_iterations
10,2.0,100.0,1000,13128,0.001,0.466171,1.1567,46.38,1030.2,3,True,delta_stable
10,2.0,100.0,1000,13129,0.996739,0.07186,2.1059,126.26,990.56,10,False,max_iterations
10,2.0,100.0,1000,13130,,,,,,2,False,mdm_failed
10,2.0,100.0,1000,13131,0.001,0.294724,1.3605,56.2,1025.82,3,True,delta_stable
10,2.0,100.0,1000,13132,1.0,2.694559,4.442,209.44,922.89,10,False,max_iterations
10,2.0,100.0,1000,13133,,,,,,1,False,mdm_failed
10,2.0,100.0,1000,13134,0.999999,0.068796,2.2637,122.55,976.47,10,False,max_iterations
10,2.0,100.0,1000,13135,0.001,0.656899,0.8519,42.98,1048.01,3,True,delta_stable
10,2.0,100.0,1000,13136,0.001,0.220828,1.2649,70.89,1031.19,3,True,delta_stable
10,2.0,100.0,1000,13137,1.0,0.690542,2.8245,171.93,943.89,10,False,max_iterations
10,2.0,100.0,1000,13138,0.998318,0.128661,2.2628,133.36,989.22,10,False,max_iterations
10,2.0,100.0,1000,13139,0.001,0.694761,0.7525,44.88,1042.95,3,True,delta_stable
10,2.0,100.0,1000,13140,,,,,,0,False,mdm_failed
10,2.0,100.0,1000,13141,1.0,0.447219,2.2699,165.45,973.94,10,False,max_iterations
10,2.0,100.0,1000,13142,1.0,0.242593,2.5562,140.51,966.37,10,False,max_iterations
10,2.0,100.0,1000,13143,0.748738,0.020961,1.712,98.49,998.6,10,False,max_iterations
10,2.0,100.0,1000,13144,,,,,,0,False,mdm_failed
10,2.0,100.0,1000,13145,0.001026,0.073733,2.0619,73.07,1016.38,3,True,delta_stable
10,2.0,100.0,1000,13146,1.0,3.194205,4.9711,199.02,917.47,10,False,max_iterations
10,2.0,100.0,1000,13147,0.001,0.262492,1.5383,54.36,1030.63,3,True,delta_stable
10,2.0,100.0,1000,13148,1.0,55.160311,12.863,604.4,533.88,10,False,max_iterations
10,2.0,100.0,1000,13149,1.0,22.154332,9.523,381.56,720.29,10,False,max_iterations
10,2.0,1000.0,1000,14000,0.001,0.402205,1.1485,665.08,1329.78,3,True,delta_stable
10,2.0,1000.0,1000,14001,0.001,0.610274,1.5447,447.27,1502.94,3,True,delta_stable
10,2.0,1000.0,1000,14002,,,,,,0,False,mdm_failed
10,2.0,1000.0,1000,14003,,,,,,2,False,mdm_failed
10,2.0,1000.0,1000,14004,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14005,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14006,0.001,0.481422,1.2199,649.45,1454.3,3,True,delta_stable
10,2.0,1000.0,1000,14007,1.0,1.168597,3.599,1503.89,475.16,10,False,max_iterations
10,2.0,1000.0,1000,14008,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14009,0.001,0.55473,0.9923,510.21,1246.95,3,True,delta_stable
10,2.0,1000.0,1000,14010,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14011,0.001,0.052248,1.8003,868.03,1157.69,3,True,delta_stable
10,2.0,1000.0,1000,14012,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14013,0.53469,0.230322,1.196,737.85,1000.49,10,False,max_iterations
10,2.0,1000.0,1000,14014,0.001,0.124681,1.6598,692.58,1035.16,10,False,max_iterations
10,2.0,1000.0,1000,14015,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14016,1.0,0.247489,1.1362,1236.12,928.02,3,True,delta_stable
10,2.0,1000.0,1000,14017,0.001,1.278799,0.4992,217.21,1320.84,3,True,delta_stable
10,2.0,1000.0,1000,14018,,,,,,0,False,mdm_failed
10,2.0,1000.0,1000,14019,0.001,0.075746,1.5803,826.48,1040.05,10,False,max_iterations
10,2.0,1000.0,1000,14020,0.001,0.445736,1.0889,562.0,1215.3,3,True,delta_stable
10,2.0,1000.0,1000,14021,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14022,0.001045,0.191734,2.0194,1437.46,1016.29,3,True,delta_stable
10,2.0,1000.0,1000,14023,0.999998,0.203393,1.4656,1362.69,978.82,10,False,max_iterations
10,2.0,1000.0,1000,14024,,,,,,2,False,mdm_failed
10,2.0,1000.0,1000,14025,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14026,0.001,0.238333,2.0672,696.7,1381.07,3,True,delta_stable
10,2.0,1000.0,1000,14027,,,,,,2,False,mdm_failed
10,2.0,1000.0,1000,14028,0.001,0.354916,1.0477,735.03,1240.82,3,True,delta_stable
10,2.0,1000.0,1000,14029,0.001,0.174126,1.5296,678.23,1123.55,3,True,delta_stable
10,2.0,1000.0,1000,14030,,,,,,0,False,mdm_failed
10,2.0,1000.0,1000,14031,0.001,0.235665,1.5896,680.1,1302.02,3,True,delta_stable
10,2.0,1000.0,1000,14032,0.001,0.948767,1.2372,370.51,1638.0,3,True,delta_stable
10,2.0,1000.0,1000,14033,0.001,0.156163,2.438,701.37,1137.89,3,True,delta_stable
10,2.0,1000.0,1000,14034,0.001,0.216365,1.4251,635.86,1033.51,3,True,delta_stable
10,2.0,1000.0,1000,14035,1.0,3.958877,4.6156,2122.68,5.95,10,False,max_iterations
10,2.0,1000.0,1000,14036,1.0,0.022298,1.8277,884.76,960.09,10,False,max_iterations
10,2.0,1000.0,1000,14037,,,,,,2,False,mdm_failed
10,2.0,1000.0,1000,14038,1.0,2.12855,4.7977,1269.84,685.44,10,False,max_iterations
10,2.0,1000.0,1000,14039,1.0,0.701425,2.349,1703.47,580.35,10,False,max_iterations
10,2.0,1000.0,1000,14040,1.0,0.052918,2.4097,1032.8,900.66,10,False,max_iterations
10,2.0,1000.0,1000,14041,0.001,0.497394,1.0067,610.2,1314.29,3,True,delta_stable
10,2.0,1000.0,1000,14042,,,,,,1,False,mdm_failed
10,2.0,1000.0,1000,14043,0.001,0.05093,1.8061,838.68,1124.53,3,True,delta_stable
10,2.0,1000.0,1000,14044,1.0,0.743591,3.3738,1401.83,667.88,10,False,max_iterations
10,2.0,1000.0,1000,14045,1.0,0.096111,2.326,1220.75,855.76,10,False,max_iterations
10,2.0,1000.0,1000,14046,1.0,2.897479,5.0907,1455.92,450.92,10,False,max_iterations
10,2.0,1000.0,1000,14047,0.001,0.116267,1.8501,671.99,1055.28,3,True,delta_stable
10,2.0,1000.0,1000,14048,,,,,,2,False,mdm_failed
10,2.0,1000.0,1000,14049,0.868572,0.114148,1.3907,854.0,997.95,10,False,max_iterations
10,2.0,5000.0,1000,18000,0.001,4.60172,1.6775,2006.15,3053.58,3,True,delta_stable
10,2.0,5000.0,1000,18001,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18002,0.001,0.958749,1.2151,3206.44,1822.22,3,True,delta_stable
10,2.0,5000.0,1000,18003,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18004,0.001,6.780816,1.1062,3119.6,3537.65,3,True,delta_stable
10,2.0,5000.0,1000,18005,0.001,2.680124,1.0526,4481.01,2563.64,3,True,delta_stable
10,2.0,5000.0,1000,18006,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18007,0.001,0.502896,1.5965,2709.55,1502.35,3,True,delta_stable
10,2.0,5000.0,1000,18008,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18009,0.001,1.528565,1.0761,4274.82,2137.6,3,True,delta_stable
10,2.0,5000.0,1000,18010,1.0,0.298512,2.1973,4903.9,462.96,10,False,max_iterations
10,2.0,5000.0,1000,18011,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18012,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18013,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18014,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18015,0.001,1.172123,1.3785,4025.72,2018.63,3,True,delta_stable
10,2.0,5000.0,1000,18016,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18017,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18018,0.001,9.971292,0.5561,2424.62,4030.65,3,True,delta_stable
10,2.0,5000.0,1000,18019,0.001,1.789985,1.0604,3416.37,2212.0,3,True,delta_stable
10,2.0,5000.0,1000,18020,1.0,0.183969,1.6773,4823.12,604.17,10,False,max_iterations
10,2.0,5000.0,1000,18021,0.001,6.733408,1.0861,2839.01,3517.51,3,True,delta_stable
10,2.0,5000.0,1000,18022,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18023,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18024,,,,,,2,False,mdm_failed
10,2.0,5000.0,1000,18025,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18026,0.001,3.661252,1.2858,3849.36,2865.69,3,True,delta_stable
10,2.0,5000.0,1000,18027,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18028,0.001,0.183596,1.5181,3599.99,1217.09,3,True,delta_stable
10,2.0,5000.0,1000,18029,0.001,0.570182,1.0429,3607.06,1513.4,3,True,delta_stable
10,2.0,5000.0,1000,18030,0.001,1.494588,1.2576,4369.73,2157.98,3,True,delta_stable
10,2.0,5000.0,1000,18031,,,,,,0,False,mdm_failed
10,2.0,5000.0,1000,18032,0.001,1.263201,1.6017,4264.21,2096.31,3,True,delta_stable
10,2.0,5000.0,1000,18033,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18034,0.001,11.20979,0.6949,922.56,4181.03,3,True,delta_stable
10,2.0,5000.0,1000,18035,0.001,0.344596,1.3776,4342.95,1480.09,3,True,delta_stable
10,2.0,5000.0,1000,18036,1.0,0.098765,2.0397,4108.59,741.96,10,False,max_iterations
10,2.0,5000.0,1000,18037,0.001,11.063211,0.9356,3142.35,4262.2,3,True,delta_stable
10,2.0,5000.0,1000,18038,,,,,,2,False,mdm_failed
10,2.0,5000.0,1000,18039,0.001,4.325754,0.5959,2323.2,2883.16,3,True,delta_stable
10,2.0,5000.0,1000,18040,1.0,0.213596,1.5948,5952.16,630.83,10,False,max_iterations
10,2.0,5000.0,1000,18041,0.001,3.512069,0.8419,2438.6,2707.14,3,True,delta_stable
10,2.0,5000.0,1000,18042,1.0,0.304319,2.6466,5931.62,593.7,10,False,max_iterations
10,2.0,5000.0,1000,18043,0.001,0.118886,2.4343,5022.8,1267.81,3,True,delta_stable
10,2.0,5000.0,1000,18044,0.001,0.243909,2.8922,4359.13,1168.79,3,True,delta_stable
10,2.0,5000.0,1000,18045,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18046,,,,,,1,False,mdm_failed
10,2.0,5000.0,1000,18047,1.0,0.327437,1.6022,5946.71,497.97,10,False,max_iterations
10,2.0,5000.0,1000,18048,1.0,0.046329,1.6825,5593.38,916.06,10,False,max_iterations
10,2.0,5000.0,1000,18049,1.0,0.306724,1.301,6260.87,652.15,3,True,delta_stable
10,5.0,100.0,1000,16100,0.001,1.137039,1.078,28.14,1073.56,3,True,delta_stable
10,5.0,100.0,1000,16101,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16102,0.001,0.183456,3.8941,63.47,1033.5,3,True,delta_stable
10,5.0,100.0,1000,16103,0.001,0.999917,1.359,31.82,1068.82,3,True,delta_stable
10,5.0,100.0,1000,16104,0.001,0.795173,1.6248,42.05,1060.92,3,True,delta_stable
10,5.0,100.0,1000,16105,0.001,0.17343,5.5852,60.37,1052.02,3,True,delta_stable
10,5.0,100.0,1000,16106,0.001,0.748141,1.6104,46.61,1059.52,3,True,delta_stable
10,5.0,100.0,1000,16107,0.001,0.720611,2.2025,36.57,1072.75,3,True,delta_stable
10,5.0,100.0,1000,16108,0.001,0.040904,4.1674,88.9,1029.35,3,True,delta_stable
10,5.0,100.0,1000,16109,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16110,1.0,1.172654,8.7024,178.57,916.46,10,False,max_iterations
10,5.0,100.0,1000,16111,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16112,0.001354,0.231381,7.4006,97.1,1004.71,3,True,delta_stable
10,5.0,100.0,1000,16113,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16114,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16115,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16116,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16117,1.0,6.158347,13.7791,274.48,823.83,10,False,max_iterations
10,5.0,100.0,1000,16118,0.001,0.717453,1.7737,45.45,1059.49,3,True,delta_stable
10,5.0,100.0,1000,16119,0.860424,0.052203,5.7509,117.2,991.03,10,False,max_iterations
10,5.0,100.0,1000,16120,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16121,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16122,0.001026,0.037138,4.4062,84.88,1013.05,3,True,delta_stable
10,5.0,100.0,1000,16123,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16124,0.001,1.447857,0.6975,16.18,1069.47,3,True,delta_stable
10,5.0,100.0,1000,16125,0.001,0.844041,2.2403,26.98,1079.02,3,True,delta_stable
10,5.0,100.0,1000,16126,0.001,0.957662,1.5943,30.17,1077.8,3,True,delta_stable
10,5.0,100.0,1000,16127,0.001,0.245084,2.9937,71.12,1026.21,3,True,delta_stable
10,5.0,100.0,1000,16128,0.001,0.743658,1.8044,42.47,1064.77,3,True,delta_stable
10,5.0,100.0,1000,16129,0.592596,0.186274,2.849,96.54,997.7,10,False,max_iterations
10,5.0,100.0,1000,16130,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16131,0.001,0.103931,4.327,70.87,1031.37,3,True,delta_stable
10,5.0,100.0,1000,16132,0.001,0.17225,3.6398,68.87,1036.59,3,True,delta_stable
10,5.0,100.0,1000,16133,0.001,0.085751,4.5414,72.42,1035.68,3,True,delta_stable
10,5.0,100.0,1000,16134,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16135,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16136,0.001,0.117125,5.6404,68.35,1023.11,3,True,delta_stable
10,5.0,100.0,1000,16137,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16138,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16139,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16140,0.179294,0.280929,7.5272,115.94,992.45,10,False,max_iterations
10,5.0,100.0,1000,16141,0.001,0.120319,6.0456,72.54,1034.44,3,True,delta_stable
10,5.0,100.0,1000,16142,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16143,0.001,0.079185,3.999,80.43,1028.51,3,True,delta_stable
10,5.0,100.0,1000,16144,,,,,,2,False,mdm_failed
10,5.0,100.0,1000,16145,0.001,0.695843,1.9354,43.74,1060.21,3,True,delta_stable
10,5.0,100.0,1000,16146,0.001,0.972263,1.4363,32.27,1073.99,3,True,delta_stable
10,5.0,100.0,1000,16147,,,,,,0,False,mdm_failed
10,5.0,100.0,1000,16148,0.001,0.449271,2.7738,50.27,1060.75,3,True,delta_stable
10,5.0,100.0,1000,16149,0.001,0.704571,1.9466,42.62,1048.85,3,True,delta_stable
10,5.0,1000.0,1000,17000,0.001,0.454198,3.5749,552.08,1415.13,3,True,delta_stable
10,5.0,1000.0,1000,17001,0.001,2.009503,0.8736,130.62,1756.69,3,True,delta_stable
10,5.0,1000.0,1000,17002,,,,,,2,False,mdm_failed
10,5.0,1000.0,1000,17003,0.001,1.291034,2.0191,313.31,1681.23,3,True,delta_stable
10,5.0,1000.0,1000,17004,0.001,2.03399,1.016,173.85,1846.52,3,True,delta_stable
10,5.0,1000.0,1000,17005,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17006,0.001,1.928126,1.1734,177.54,1816.07,3,True,delta_stable
10,5.0,1000.0,1000,17007,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17008,0.001,0.252462,3.5936,719.8,1307.96,3,True,delta_stable
10,5.0,1000.0,1000,17009,0.001,0.140839,3.7801,801.17,1204.41,3,True,delta_stable
10,5.0,1000.0,1000,17010,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17011,0.001,1.230476,1.4876,329.58,1536.23,3,True,delta_stable
10,5.0,1000.0,1000,17012,0.001,0.198572,3.3428,778.81,1199.49,3,True,delta_stable
10,5.0,1000.0,1000,17013,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17014,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17015,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17016,0.001,0.70488,2.7518,490.55,1493.12,3,True,delta_stable
10,5.0,1000.0,1000,17017,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17018,0.001,0.990308,2.0051,431.21,1555.0,3,True,delta_stable
10,5.0,1000.0,1000,17019,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17020,1.0,2.618609,9.9812,1907.64,104.28,10,False,max_iterations
10,5.0,1000.0,1000,17021,0.001,0.346992,7.6267,816.82,1193.56,3,True,delta_stable
10,5.0,1000.0,1000,17022,0.001,0.090009,5.3107,797.7,1212.66,3,True,delta_stable
10,5.0,1000.0,1000,17023,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17024,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17025,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17026,0.001,0.349977,3.5624,626.22,1357.21,3,True,delta_stable
10,5.0,1000.0,1000,17027,0.001,1.966327,0.9525,141.91,1758.1,3,True,delta_stable
10,5.0,1000.0,1000,17028,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17029,1.0,0.106372,4.2692,1235.62,828.26,10,False,max_iterations
10,5.0,1000.0,1000,17030,0.001,1.312303,1.8527,346.91,1699.68,3,True,delta_stable
10,5.0,1000.0,1000,17031,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17032,0.001,1.322112,10.6125,860.21,1206.32,3,True,delta_stable
10,5.0,1000.0,1000,17033,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17034,0.001,1.506357,1.5813,256.44,1697.12,3,True,delta_stable
10,5.0,1000.0,1000,17035,1.0,3.303039,11.8075,1851.4,148.84,10,False,max_iterations
10,5.0,1000.0,1000,17036,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17037,0.001,1.296808,2.3992,371.53,1794.52,3,True,delta_stable
10,5.0,1000.0,1000,17038,,,,,,2,False,mdm_failed
10,5.0,1000.0,1000,17039,0.001,0.202263,4.0411,704.92,1280.02,3,True,delta_stable
10,5.0,1000.0,1000,17040,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17041,0.001,0.214522,4.5321,741.24,1372.57,3,True,delta_stable
10,5.0,1000.0,1000,17042,,,,,,2,False,mdm_failed
10,5.0,1000.0,1000,17043,0.001,0.813497,2.095,498.11,1473.33,3,True,delta_stable
10,5.0,1000.0,1000,17044,0.001,1.183628,1.2877,414.25,1537.85,3,True,delta_stable
10,5.0,1000.0,1000,17045,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17046,0.001,0.160307,3.5237,776.77,1152.66,3,True,delta_stable
10,5.0,1000.0,1000,17047,,,,,,0,False,mdm_failed
10,5.0,1000.0,1000,17048,,,,,,1,False,mdm_failed
10,5.0,1000.0,1000,17049,0.001,1.950614,0.9773,214.51,1828.46,3,True,delta_stable
10,5.0,5000.0,1000,21000,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21001,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21002,0.001,12.058203,0.9309,1308.51,4294.06,3,True,delta_stable
10,5.0,5000.0,1000,21003,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21004,,,,,,2,False,mdm_failed
10,5.0,5000.0,1000,21005,0.001,5.871765,1.9913,2376.36,3287.87,3,True,delta_stable
10,5.0,5000.0,1000,21006,0.001,10.003888,1.1676,1722.97,3997.81,3,True,delta_stable
10,5.0,5000.0,1000,21007,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21008,0.001,3.792083,1.4422,2432.76,2738.43,3,True,delta_stable
10,5.0,5000.0,1000,21009,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21010,0.001,16.531052,1.9309,1437.62,4955.59,3,True,delta_stable
10,5.0,5000.0,1000,21011,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21012,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21013,0.001,8.962962,1.8893,1951.55,3864.29,3,True,delta_stable
10,5.0,5000.0,1000,21014,0.001,1.291768,5.4843,3359.2,2083.84,3,True,delta_stable
10,5.0,5000.0,1000,21015,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21016,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21017,0.001,11.00167,1.1437,1543.35,4151.01,3,True,delta_stable
10,5.0,5000.0,1000,21018,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21019,0.001,3.801165,2.6546,3108.41,2854.19,3,True,delta_stable
10,5.0,5000.0,1000,21020,0.001,0.673264,4.5489,3961.08,1788.64,3,True,delta_stable
10,5.0,5000.0,1000,21021,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21022,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21023,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21024,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21025,0.001,6.377072,3.4139,2449.89,3452.82,3,True,delta_stable
10,5.0,5000.0,1000,21026,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21027,0.001,6.424315,1.8481,2328.52,3396.14,3,True,delta_stable
10,5.0,5000.0,1000,21028,0.001,13.075705,1.2593,1533.99,4469.22,3,True,delta_stable
10,5.0,5000.0,1000,21029,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21030,0.001,5.672726,2.5712,2762.2,3288.33,3,True,delta_stable
10,5.0,5000.0,1000,21031,0.001,8.955026,1.8898,2003.64,3865.13,3,True,delta_stable
10,5.0,5000.0,1000,21032,0.001,11.692525,2.1915,1701.49,4307.84,3,True,delta_stable
10,5.0,5000.0,1000,21033,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21034,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21035,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21036,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21037,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21038,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21039,0.001,1.036657,6.8867,4385.25,1937.63,3,True,delta_stable
10,5.0,5000.0,1000,21040,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21041,0.001,0.894865,4.7812,3916.75,1919.79,3,True,delta_stable
10,5.0,5000.0,1000,21042,0.001,5.182803,5.9354,3146.3,3238.38,3,True,delta_stable
10,5.0,5000.0,1000,21043,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21044,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21045,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21046,,,,,,0,False,mdm_failed
10,5.0,5000.0,1000,21047,0.001,0.286799,4.2606,4616.46,1508.96,3,True,delta_stable
10,5.0,5000.0,1000,21048,,,,,,1,False,mdm_failed
10,5.0,5000.0,1000,21049,0.001,18.293308,1.1653,723.36,5119.89,3,True,delta_stable
15,1.0,100.0,1000,12600,0.06433,0.285244,0.6635,58.53,1004.88,3,True,delta_stable
15,1.0,100.0,1000,12601,0.031274,0.036443,0.8157,104.94,1005.83,4,True,delta_stable
15,1.0,100.0,1000,12602,0.975192,0.09245,1.0531,129.94,995.67,5,True,delta_stable
15,1.0,100.0,1000,12603,0.913176,0.351846,1.1827,156.43,997.65,7,True,delta_stable
15,1.0,100.0,1000,12604,0.866463,0.066187,0.7815,86.41,999.41,4,True,delta_stable
15,1.0,100.0,1000,12605,0.909566,0.005156,1.0391,93.98,997.9,5,True,delta_stable
15,1.0,100.0,1000,12606,0.908448,0.078722,1.2087,118.76,997.71,6,True,delta_stable
15,1.0,100.0,1000,12607,0.361819,0.079076,0.7775,117.19,1001.69,4,True,delta_stable
15,1.0,100.0,1000,12608,0.033442,0.02426,1.079,86.58,1005.2,4,True,delta_stable
15,1.0,100.0,1000,12609,0.837206,0.081333,0.9202,72.62,999.56,4,True,delta_stable
15,1.0,100.0,1000,12610,0.80993,0.145579,1.0585,62.3,999.52,5,True,delta_stable
15,1.0,100.0,1000,12611,0.944378,0.621581,1.0525,178.66,997.12,5,True,delta_stable
15,1.0,100.0,1000,12612,0.460637,0.019908,0.9837,114.01,1000.86,10,False,max_iterations
15,1.0,100.0,1000,12613,0.338674,0.077391,1.1978,119.56,1000.86,4,True,delta_stable
15,1.0,100.0,1000,12614,0.093469,0.373312,0.5643,57.17,1004.46,3,True,delta_stable
15,1.0,100.0,1000,12615,0.004543,0.056304,1.2329,95.55,1008.97,4,True,delta_stable
15,1.0,100.0,1000,12616,0.273822,0.058917,0.8823,78.77,1001.96,5,True,delta_stable
15,1.0,100.0,1000,12617,0.949478,0.309485,1.4767,128.68,996.26,7,True,delta_stable
15,1.0,100.0,1000,12618,0.199027,0.188797,1.2087,61.89,1001.82,6,True,delta_stable
15,1.0,100.0,1000,12619,0.101559,0.030801,1.0564,83.38,1003.35,5,True,delta_stable
15,1.0,100.0,1000,12620,0.001004,0.243009,0.7376,58.32,1021.51,3,True,delta_stable
15,1.0,100.0,1000,12621,0.251976,0.091951,1.1129,128.14,1001.6,7,True,delta_stable
15,1.0,100.0,1000,12622,0.001012,0.109034,0.9002,68.58,1019.31,3,True,delta_stable
15,1.0,100.0,1000,12623,0.003499,0.046187,0.8257,87.46,1010.14,3,True,delta_stable
15,1.0,100.0,1000,12624,0.997248,0.319991,1.4368,135.93,991.26,4,True,delta_stable
15,1.0,100.0,1000,12625,0.913379,0.004887,1.0319,106.22,997.84,5,True,delta_stable
15,1.0,100.0,1000,12626,0.432753,0.011879,0.9627,89.76,1000.98,6,True,delta_stable
15,1.0,100.0,1000,12627,0.07466,0.111358,1.0915,67.91,1003.8,10,True,delta_stable
15,1.0,100.0,1000,12628,0.937822,0.101768,1.0184,131.85,997.36,5,True,delta_stable
15,1.0,100.0,1000,12629,0.941245,0.419284,1.6396,89.88,996.28,8,True,delta_stable
15,1.0,100.0,1000,12630,0.496309,1.065917,1.074,202.98,1000.62,10,False,max_iterations
15,1.0,100.0,1000,12631,0.683051,0.066845,0.8512,78.86,1000.43,5,True,delta_stable
15,1.0,100.0,1000,12632,0.061288,0.087187,0.7158,92.0,1004.88,4,True,delta_stable
15,1.0,100.0,1000,12633,0.870701,0.012713,0.89,97.52,998.95,4,True,delta_stable
15,1.0,100.0,1000,12634,0.47586,0.223984,0.6305,70.43,1001.48,3,True,delta_stable
15,1.0,100.0,1000,12635,0.013717,0.077822,0.8669,75.49,1007.18,3,True,delta_stable
15,1.0,100.0,1000,12636,0.829644,0.040414,1.1629,88.22,998.92,9,True,delta_stable
15,1.0,100.0,1000,12637,0.809055,0.030758,1.0915,114.96,999.43,5,True,delta_stable
15,1.0,100.0,1000,12638,0.239037,0.141881,1.2039,68.33,1001.45,10,False,max_iterations
15,1.0,100.0,1000,12639,0.993923,0.348119,0.9998,159.0,993.24,4,True,delta_stable
15,1.0,100.0,1000,12640,0.955302,0.111812,1.1451,130.12,996.59,5,True,delta_stable
15,1.0,100.0,1000,12641,0.740193,0.288488,0.6438,59.8,1000.59,4,True,delta_stable
