beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,status,loss
1.5,1000.0,100.0,0.1,7,39,0.54,1.5952445830762234,1153.7317183571058,22.53937028462449,0.9391388892280214,True,success,0.0336653817650926
1.5,1000.0,100.0,0.1,7,39,0.56,1.5829892884715244,1146.2790536515802,28.500095160693487,0.9365409266951682,True,success,0.0295707854852361
1.5,1000.0,100.0,0.1,7,39,0.58,1.5713974020153545,1139.0518830797216,34.21770194016054,0.9338313527737748,True,success,0.0259283320436244
1.5,1000.0,100.0,0.1,7,39,0.6,1.5604283978511608,1132.0263101816795,39.71318702485674,0.931000175419072,True,success,0.0226883758508259
1.5,1000.0,100.0,0.1,7,39,0.62,1.5500448974712406,1125.1807389254866,45.00557667021433,0.9280365623712776,True,success,0.0198077114454873
1.5,1000.0,100.0,0.1,7,39,0.64,1.540208684488079,1118.496332467838,50.11220519104508,0.9249295101947766,True,success,0.0172487232384562
1.5,1000.0,100.0,0.1,7,39,0.66,1.5308924693669568,1111.9540677994282,55.04895287429527,0.9216651737895052,True,success,0.0149784631183533
1.5,1000.0,100.0,0.1,7,39,0.68,1.5220679000917736,1105.5370436859737,59.83045521271515,0.9182290122302268,True,success,0.0129681009025974
1.5,1000.0,100.0,0.1,7,39,0.7,1.513712009670242,1099.2287821759053,64.47028611939216,0.91460408474254,True,success,0.0111922758735274
1.5,1000.0,100.0,0.1,7,39,0.72,1.5058022921841558,1093.0140573158792,68.98112240905951,0.9107718273893362,True,success,0.0096287485562924
1.5,1000.0,100.0,0.1,7,39,0.74,1.4983212873726424,1086.877651225967,73.37489394597836,0.9067104764976622,True,success,0.0082578750331887
1.5,1000.0,100.0,0.1,7,39,0.76,1.4912537933553751,1080.8047507938809,77.66292301721124,0.9023951943338868,True,success,0.0070623510392942
1.5,1000.0,100.0,0.1,7,39,0.78,1.4845854582914555,1074.7810414183518,81.85606051571588,0.897797881991217,True,success,0.0060270102938823
1.5,1000.0,100.0,0.1,7,39,0.8,1.4783063361164286,1068.7917259826686,85.96481352434142,0.8928853623798192,True,success,0.0051384502687225
1.5,1000.0,100.0,0.1,7,39,0.82,1.472408336596364,1062.8218631760478,89.99948482028186,0.8876191221974695,True,success,0.0043849523031607
1.5,1000.0,100.0,0.1,7,39,0.84,1.4668853601685112,1056.8561111549332,93.97031414538208,0.8819540890206047,True,success,0.003756343096576
1.5,1000.0,100.0,0.1,7,39,0.86,1.4617334548227818,1050.8784355141177,97.88763713832434,0.8758370532931744,True,success,0.0032438899349125
1.5,1000.0,100.0,0.1,7,39,0.88,1.45695252521965,1044.871446109389,101.76206819245633,0.8692039880582579,True,success,0.0028401449313581
1.5,1000.0,100.0,0.1,7,39,0.9,1.4525453944923643,1038.8162465819407,105.6047196494083,0.86197765225969,True,success,0.0025389759183408
1.5,1000.0,100.0,0.1,7,39,0.92,1.448518610158742,1032.6918179992758,109.42747529341727,0.8540636110051341,True,success,0.0023355582545002
1.5,1000.0,100.0,0.1,7,39,0.94,1.444882716038851,1026.4743839067548,113.24334434442744,0.845345077145424,True,success,0.0022264636132246
1.5,1000.0,100.0,0.1,7,39,0.96,1.4416569013682197,1020.1356767806324,117.06693649049744,0.8356734840662087,True,success,0.0022095778707881
1.5,1000.0,100.0,0.1,7,39,0.98,1.438860008671024,1013.6437023219952,120.9151237502576,0.8248626027142213,True,success,0.0022849701432985
