beta,gamma_over_eta,n,repeat_id,max_feature_rel_diff,max_curve_rel_diff,delta_consistent,selected_delta_0.001,selected_delta_1,selected_delta_1000
2.5,0.5,10,570,2.663446857935153e-15,0.0,True,0.28,0.28,0.28
1.5,0.1,10,218,2.358236141521493e-15,0.0,True,0.46,0.46,0.46
5.0,0.5,10,323,6.631332897373608e-15,0.0,True,0.0,0.0,0.0
2.5,0.5,10,105,1.801020309363909e-15,0.0,True,0.32,0.32,0.32
2.0,0.1,20,525,1.5038898472999103e-14,0.0,True,0.28,0.28,0.28
1.5,0.5,7,822,3.925812276393898e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,20,347,8.249406398490474e-15,0.0,True,0.04,0.04,0.04
2.0,1.0,7,170,3.05393886390373e-14,0.0,True,0.02,0.02,0.02
2.5,0.1,20,535,1.2205704141316985e-14,0.0,True,0.5,0.5,0.5
2.5,1.0,10,474,1.1584013001949244e-15,0.0,True,0.08,0.08,0.08
1.5,0.1,20,331,1.8091217317732372e-15,0.0,True,0.0,0.0,0.0
4.0,0.5,10,329,1.4514521523964272e-14,0.0,True,0.06,0.06,0.06
2.0,0.5,7,434,4.531492102302663e-15,0.0,True,0.12,0.12,0.12
5.0,0.5,7,431,2.745832553633562e-14,0.0,True,0.02,0.02,0.02
1.5,0.1,7,570,2.213803257605198e-15,0.0,True,0.0,0.0,0.0
1.5,0.5,10,855,1.8615002430115651e-13,0.0,True,0.0,0.0,0.0
1.5,1.0,20,463,3.915408161689977e-14,0.0,True,0.32,0.32,0.32
1.5,0.5,20,809,2.558896715040481e-15,0.0,True,0.34,0.34,0.34
4.0,0.1,7,20,4.812497656468608e-13,0.0,True,0.14,0.14,0.14
2.5,0.5,20,120,6.381081882147322e-14,0.0,True,0.08,0.08,0.08
4.0,0.5,10,624,1.6328602375206267e-14,0.0,True,0.04,0.04,0.04
1.5,0.5,10,65,8.214548566765346e-15,0.0,True,0.24,0.24,0.24
1.5,0.1,7,91,3.046174383133803e-14,0.0,True,0.2,0.2,0.2
1.5,1.0,7,770,1.9029666133081862e-14,0.0,True,0.0,0.0,0.0
1.5,0.5,20,309,3.102440634401978e-15,0.0,True,0.36,0.36,0.36
4.0,1.0,7,641,2.306943335057191e-14,0.0,True,0.02,0.02,0.02
2.5,1.0,7,77,2.3182700201607075e-14,0.0,True,0.12,0.12,0.12
1.5,0.5,10,701,1.3897644253262117e-15,0.0,True,0.2,0.2,0.2
1.5,0.1,7,322,8.175507466977628e-16,0.0,True,0.0,0.0,0.0
5.0,0.1,20,174,2.8564813306495993e-14,0.0,True,0.12,0.12,0.12
5.0,1.0,10,690,2.9706903770045906e-14,0.0,True,0.0,0.0,0.0
5.0,0.1,20,75,4.059871085789416e-15,0.0,True,0.12,0.12,0.12
4.0,0.5,10,266,5.787335105466692e-15,0.0,True,0.0,0.0,0.0
4.0,1.0,20,860,1.3518786554757378e-13,0.0,True,0.04,0.04,0.04
4.0,0.5,10,625,3.0662626305592894e-14,0.0,True,0.02,0.02,0.02
5.0,1.0,20,455,5.625429787243439e-15,0.0,True,0.02,0.02,0.02
2.0,0.5,10,480,2.345282716305702e-15,0.0,True,0.16,0.16,0.16
5.0,0.1,7,943,1.0912499029953488e-14,0.0,True,0.0,0.0,0.0
5.0,0.5,20,913,2.553261588109001e-14,0.0,True,0.1,0.1,0.1
1.5,0.5,7,607,1.4691555992764e-14,0.0,True,0.06,0.06,0.06
5.0,0.1,7,438,2.2409286531777666e-15,0.0,True,0.12,0.12,0.12
4.0,1.0,10,853,8.606566994979301e-15,0.0,True,0.04,0.04,0.04
1.5,0.5,10,263,1.2543521532502588e-15,0.0,True,0.28,0.28,0.28
5.0,0.1,7,696,1.1316704331535948e-15,0.0,True,0.16,0.16,0.16
2.5,0.1,7,959,7.137040396700076e-15,0.0,True,0.04,0.04,0.04
4.0,0.5,10,529,5.600923584189624e-15,0.0,True,0.08,0.08,0.08
4.0,0.1,20,274,3.975384275081467e-13,0.0,True,0.02,0.02,0.02
2.5,1.0,7,666,1.2241106877286528e-14,0.0,True,0.12,0.12,0.12
1.5,0.1,20,632,3.0374478555346423e-15,0.0,True,0.5,0.5,0.5
2.5,0.5,20,630,1.6337437944292636e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,7,638,5.831929033697171e-15,0.0,True,0.16,0.16,0.16
2.5,0.5,20,328,8.8477331326281e-15,0.0,True,0.08,0.08,0.08
5.0,0.5,7,724,1.0945889560496893e-14,0.0,True,0.06,0.06,0.06
4.0,1.0,10,882,1.5890113828905407e-14,0.0,True,0.08,0.08,0.08
1.5,1.0,7,925,2.312787404712828e-15,0.0,True,0.0,0.0,0.0
2.5,0.1,10,987,1.0852482683154605e-14,0.0,True,0.04,0.04,0.04
1.5,0.5,10,848,5.081585281365643e-15,0.0,True,0.46,0.46,0.46
2.5,1.0,7,285,5.391513582712101e-15,0.0,True,0.0,0.0,0.0
2.0,0.1,10,0,1.4232607950311017e-15,0.0,True,0.32,0.32,0.32
2.0,0.5,7,497,1.4004638758426669e-14,0.0,True,0.32,0.32,0.32
5.0,0.1,7,709,3.446858063928852e-15,0.0,True,0.16,0.16,0.16
4.0,1.0,7,92,5.8464827597935155e-15,0.0,True,0.0,0.0,0.0
1.5,1.0,7,674,1.5561359263502003e-15,0.0,True,0.0,0.0,0.0
1.5,0.5,20,446,2.1512467330272705e-15,0.0,True,0.36,0.36,0.36
1.5,0.1,20,642,3.681906899830753e-14,0.0,True,0.42,0.42,0.42
1.5,1.0,20,532,7.582404578238094e-15,0.0,True,0.06,0.06,0.06
1.5,1.0,7,718,8.63568656224339e-14,0.0,True,0.08,0.08,0.08
5.0,1.0,20,252,5.714869441277986e-15,0.0,True,0.02,0.02,0.02
5.0,0.5,7,363,1.5639560492035367e-14,0.0,True,0.06,0.06,0.06
1.5,0.5,7,512,1.5184221537498246e-14,0.0,True,0.02,0.02,0.02
2.5,0.5,7,164,4.071772600641871e-15,0.0,True,0.0,0.0,0.0
1.5,0.1,7,24,1.738664576078126e-15,0.0,True,0.08,0.08,0.08
1.5,0.1,10,566,6.978489706676216e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,10,605,5.341829615061167e-15,0.0,True,0.0,0.0,0.0
2.0,0.1,10,524,1.5463778863627883e-15,0.0,True,0.28,0.28,0.28
4.0,0.5,20,398,4.2047244699535355e-15,0.0,True,0.06,0.06,0.06
2.0,0.1,20,269,4.7512009837417606e-14,0.0,True,0.02,0.02,0.02
5.0,1.0,7,152,2.0122794246969613e-13,0.0,True,0.02,0.02,0.02
2.5,0.5,10,12,5.770199365292705e-15,0.0,True,0.12,0.12,0.12
2.5,0.5,20,466,4.627502370219881e-13,0.0,True,0.16,0.16,0.16
2.0,0.1,20,356,1.4327349123736409e-15,0.0,True,0.36,0.36,0.36
2.5,0.1,10,944,1.8647742733554176e-15,0.0,True,0.32,0.32,0.32
5.0,1.0,20,401,1.0882361429493121e-14,0.0,True,0.08,0.08,0.08
4.0,1.0,10,808,9.043932889997429e-15,0.0,True,0.0,0.0,0.0
2.0,0.5,10,192,1.1279730907085176e-14,0.0,True,0.32,0.32,0.32
2.0,0.1,20,384,1.7821669537102452e-15,0.0,True,0.02,0.02,0.02
5.0,0.5,7,843,5.0195797066301545e-15,0.0,True,0.04,0.04,0.04
2.5,0.5,20,436,1.741634293841458e-14,0.0,True,0.12,0.12,0.12
1.5,0.5,7,672,5.568601671152999e-14,0.0,True,0.32,0.32,0.32
5.0,0.1,7,647,2.6213488047486296e-15,0.0,True,0.2,0.2,0.2
2.0,0.5,10,934,2.7162287188197022e-14,0.0,True,0.2,0.2,0.2
1.5,0.5,7,880,6.004055257824721e-15,0.0,True,0.26,0.26,0.26
2.0,0.5,20,710,1.048319086964764e-14,0.0,True,0.34,0.34,0.34
4.0,0.1,7,326,3.247864404821763e-14,0.0,True,0.04,0.04,0.04
4.0,1.0,20,214,4.272414554067689e-14,0.0,True,0.0,0.0,0.0
1.5,1.0,20,355,2.1117873627917583e-15,0.0,True,0.08,0.08,0.08
2.5,0.5,7,439,8.617096892747823e-16,0.0,True,0.12,0.12,0.12
2.0,0.5,20,945,1.6032109048203773e-14,0.0,True,0.32,0.32,0.32
2.5,1.0,10,417,1.1058716590843423e-14,0.0,True,0.04,0.04,0.04
1.5,0.1,20,194,1.0503255294384688e-14,0.0,True,0.5,0.5,0.5
2.5,1.0,20,974,3.501080407503657e-15,0.0,True,0.0,0.0,0.0
5.0,0.5,20,389,1.3077061253616743e-12,0.0,True,0.0,0.0,0.0
1.5,0.1,7,794,1.9309666603222324e-15,0.0,True,0.32,0.32,0.32
5.0,1.0,20,275,4.4427677079791824e-14,0.0,True,0.02,0.02,0.02
5.0,0.5,7,222,4.512865342956803e-14,0.0,True,0.04,0.04,0.04
2.0,0.5,7,792,6.924818846341115e-15,0.0,True,0.06,0.06,0.06
2.5,0.5,7,331,2.5788006700372937e-15,0.0,True,0.0,0.0,0.0
2.5,1.0,10,815,1.038494897353603e-14,0.0,True,0.04,0.04,0.04
4.0,0.1,10,668,8.362527770884503e-14,0.0,True,0.2,0.2,0.2
2.0,1.0,7,898,6.703523162892272e-15,0.0,True,0.0,0.0,0.0
5.0,1.0,20,285,1.3713039541886535e-14,0.0,True,0.04,0.04,0.04
2.0,0.1,20,238,2.148532790354125e-14,0.0,True,0.08,0.08,0.08
2.0,1.0,20,274,3.2211850731730264e-14,0.0,True,0.32,0.32,0.32
1.5,0.5,10,782,8.830381383238376e-15,0.0,True,0.2,0.2,0.2
2.0,1.0,10,354,1.793145094200074e-14,0.0,True,0.02,0.02,0.02
2.5,0.1,7,525,2.150649551025855e-15,0.0,True,0.0,0.0,0.0
5.0,1.0,10,735,4.60794056939726e-14,0.0,True,0.02,0.02,0.02
2.5,0.1,7,584,4.6221904661431275e-15,0.0,True,0.0,0.0,0.0
1.5,0.1,20,896,8.669890631208907e-15,0.0,True,0.46,0.46,0.46
2.5,0.1,7,929,4.603375507204952e-15,0.0,True,0.16,0.16,0.16
5.0,0.1,7,653,2.0166542497073805e-15,0.0,True,0.0,0.0,0.0
4.0,0.1,7,336,4.325516211682176e-15,0.0,True,0.08,0.08,0.08
4.0,0.5,7,841,1.1994804603186553e-13,0.0,True,0.06,0.06,0.06
5.0,0.1,10,323,1.968341453293286e-15,0.0,True,0.16,0.16,0.16
4.0,1.0,7,699,1.4336376398114305e-14,0.0,True,0.1,0.1,0.1
1.5,0.1,7,379,2.42238656294166e-15,0.0,True,0.16,0.16,0.16
2.5,0.1,10,494,1.47696490338946e-14,0.0,True,0.0,0.0,0.0
1.5,0.1,20,717,4.151182899346523e-15,0.0,True,0.0,0.0,0.0
2.5,0.5,7,473,4.346776227632107e-15,0.0,True,0.02,0.02,0.02
5.0,0.5,7,478,9.461036937083831e-15,0.0,True,0.0,0.0,0.0
4.0,0.1,10,605,3.301501121709643e-15,0.0,True,0.02,0.02,0.02
2.5,0.5,7,182,1.403617387235803e-15,0.0,True,0.12,0.12,0.12
2.0,0.1,10,756,1.393765626735948e-15,0.0,True,0.0,0.0,0.0
2.5,0.5,7,386,2.7422423769273636e-15,0.0,True,0.04,0.04,0.04
1.5,1.0,7,436,9.577281523210692e-16,0.0,True,0.0,0.0,0.0
5.0,0.5,7,104,1.110292213982021e-14,0.0,True,0.2,0.2,0.2
1.5,0.5,7,198,5.956255358015525e-16,0.0,True,0.0,0.0,0.0
4.0,0.1,10,756,1.8934551493825692e-14,0.0,True,0.04,0.04,0.04
4.0,0.1,20,658,3.823187269601194e-14,0.0,True,0.0,0.0,0.0
2.0,1.0,10,34,1.0062440768227278e-13,0.0,True,0.08,0.08,0.08
1.5,1.0,7,202,3.7836210489458234e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,20,737,2.4961108903482336e-14,0.0,True,0.22,0.22,0.22
1.5,1.0,7,110,5.3625404911487295e-15,0.0,True,0.0,0.0,0.0
4.0,1.0,10,199,1.8552881501731356e-14,0.0,True,0.0,0.0,0.0
1.5,1.0,7,886,5.9631549330039884e-15,0.0,True,0.04,0.04,0.04
5.0,1.0,10,432,1.4962884927884217e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,10,890,2.5989836636340117e-14,0.0,True,0.04,0.04,0.04
4.0,1.0,20,498,1.0648998431977637e-13,0.0,True,0.02,0.02,0.02
5.0,1.0,7,721,1.3247770010436823e-15,0.0,True,0.0,0.0,0.0
1.5,0.5,20,599,5.188565249383963e-15,0.0,True,0.06,0.06,0.06
2.5,0.1,7,413,3.740501735420723e-15,0.0,True,0.0,0.0,0.0
5.0,1.0,10,769,1.2303856165452658e-13,0.0,True,0.02,0.02,0.02
2.5,0.1,10,754,2.1125962317789513e-14,0.0,True,0.16,0.16,0.16
1.5,0.5,20,670,3.986329720748e-15,0.0,True,0.06,0.06,0.06
1.5,1.0,7,38,4.4441396326815825e-15,0.0,True,0.04,0.04,0.04
5.0,0.5,7,124,1.2477809804212845e-14,0.0,True,0.04,0.04,0.04
2.0,0.1,10,391,6.301415602066943e-15,0.0,True,0.24,0.24,0.24
2.0,0.5,7,798,2.0710037003766284e-14,0.0,True,0.2,0.2,0.2
2.5,1.0,10,252,1.853773666481669e-15,0.0,True,0.0,0.0,0.0
1.5,0.5,10,872,1.8202884400199372e-14,0.0,True,0.2,0.2,0.2
5.0,0.1,20,612,1.0794471361523592e-14,0.0,True,0.1,0.1,0.1
1.5,0.5,10,976,3.4139522016886165e-15,0.0,True,0.3,0.3,0.3
4.0,1.0,20,268,9.10548120216705e-14,0.0,True,0.02,0.02,0.02
2.0,0.5,7,789,2.5381748908402914e-14,0.0,True,0.32,0.32,0.32
5.0,1.0,10,624,3.4636496211474125e-14,0.0,True,0.0,0.0,0.0
1.5,0.5,20,348,1.908752434916149e-15,0.0,True,0.06,0.06,0.06
2.0,0.5,20,628,4.971994758772379e-15,0.0,True,0.32,0.32,0.32
1.5,0.1,7,406,8.047636201842794e-16,0.0,True,0.44,0.44,0.44
1.5,1.0,20,229,1.1969672217454347e-14,0.0,True,0.02,0.02,0.02
4.0,0.1,20,198,8.976582567823138e-15,0.0,True,0.16,0.16,0.16
4.0,0.5,20,169,1.9996731547891072e-14,0.0,True,0.12,0.12,0.12
4.0,0.1,10,144,2.722603467068074e-15,0.0,True,0.32,0.32,0.32
2.0,0.1,7,591,2.109955607996411e-15,0.0,True,0.0,0.0,0.0
1.5,0.1,7,683,3.246105812632972e-14,0.0,True,0.32,0.32,0.32
5.0,1.0,20,34,4.470819273387558e-14,0.0,True,0.02,0.02,0.02
2.5,1.0,20,196,1.2369001287239247e-14,0.0,True,0.0,0.0,0.0
2.0,1.0,20,807,8.784343700399748e-15,0.0,True,0.08,0.08,0.08
2.0,1.0,7,217,2.5805448323132824e-15,0.0,True,0.0,0.0,0.0
4.0,0.5,7,575,1.4656142616730296e-14,0.0,True,0.32,0.32,0.32
2.5,1.0,10,464,2.655203731910469e-15,0.0,True,0.0,0.0,0.0
2.0,0.5,10,223,6.9172542004557985e-15,0.0,True,0.0,0.0,0.0
2.0,0.5,10,54,9.585295937135286e-15,0.0,True,0.04,0.04,0.04
2.0,0.5,10,83,1.619645452066278e-15,0.0,True,0.06,0.06,0.06
5.0,0.5,20,142,3.2037017322743596e-11,0.0,True,0.08,0.08,0.08
4.0,0.5,20,568,3.188754293220469e-14,0.0,True,0.02,0.02,0.02
1.5,0.5,20,62,3.3669656153272072e-15,0.0,True,0.36,0.36,0.36
2.0,1.0,7,321,4.784079860399538e-15,0.0,True,0.0,0.0,0.0
2.0,0.5,10,426,3.7548790832848414e-15,0.0,True,0.32,0.32,0.32
4.0,1.0,7,547,2.5234913678015504e-15,0.0,True,0.06,0.06,0.06
2.0,1.0,7,310,6.71835177636655e-15,0.0,True,0.2,0.2,0.2
1.5,0.5,7,594,3.937026770979077e-15,0.0,True,0.02,0.02,0.02
2.0,1.0,7,309,3.236674185623318e-14,0.0,True,0.04,0.04,0.04
2.0,0.5,7,468,1.7048300290535891e-15,0.0,True,0.0,0.0,0.0
2.0,1.0,20,397,7.406930993793186e-15,0.0,True,0.34,0.34,0.34
5.0,0.5,10,485,4.563916737333285e-15,0.0,True,0.1,0.1,0.1
4.0,0.5,10,995,2.672206314949891e-15,0.0,True,0.02,0.02,0.02
2.5,0.5,20,395,2.4886443897145453e-15,0.0,True,0.32,0.32,0.32
4.0,1.0,7,958,5.09470730804049e-14,0.0,True,0.04,0.04,0.04
2.0,0.1,7,542,5.530292481435583e-15,0.0,True,0.2,0.2,0.2
2.0,0.1,7,379,4.158055708430144e-15,0.0,True,0.04,0.04,0.04
2.5,0.1,10,827,2.8124786497818517e-15,0.0,True,0.18,0.18,0.18
2.0,1.0,7,530,2.3877975015416767e-15,0.0,True,0.04,0.04,0.04
2.5,1.0,20,30,7.980098015414778e-15,0.0,True,0.02,0.02,0.02
4.0,1.0,20,894,2.3921584795074136e-13,0.0,True,0.06,0.06,0.06
5.0,0.5,20,611,9.335249634050482e-15,0.0,True,0.12,0.12,0.12
2.5,1.0,10,613,1.0673175761389736e-14,0.0,True,0.08,0.08,0.08
2.5,0.1,10,528,3.343087864595238e-15,0.0,True,0.0,0.0,0.0
2.0,0.1,10,858,1.0113363824768156e-15,0.0,True,0.32,0.32,0.32
2.0,0.1,10,666,1.1944380007815197e-13,0.0,True,0.0,0.0,0.0
4.0,0.5,7,718,4.9113053611473304e-14,0.0,True,0.06,0.06,0.06
4.0,0.5,20,416,1.1721189807525222e-14,0.0,True,0.02,0.02,0.02
5.0,0.1,7,87,6.010988712376013e-15,0.0,True,0.02,0.02,0.02
2.5,1.0,20,437,6.507354934166875e-15,0.0,True,0.0,0.0,0.0
5.0,1.0,10,174,4.694729146932112e-15,0.0,True,0.04,0.04,0.04
4.0,1.0,7,752,2.616770084348765e-13,0.0,True,0.02,0.02,0.02
5.0,0.1,10,810,8.239421700731823e-15,0.0,True,0.18,0.18,0.18
1.5,0.1,7,212,1.4336186988023907e-15,0.0,True,0.06,0.06,0.06
2.0,0.1,20,121,2.0104470615543082e-14,0.0,True,0.06,0.06,0.06
5.0,0.5,10,826,5.009820650468463e-13,0.0,True,0.02,0.02,0.02
5.0,0.1,7,831,3.9799072814725904e-15,0.0,True,0.02,0.02,0.02
2.5,0.1,10,475,1.2852869019367074e-14,0.0,True,0.16,0.16,0.16
5.0,1.0,7,988,8.965893736352291e-15,0.0,True,0.0,0.0,0.0
2.5,1.0,20,871,3.5690990703460864e-14,0.0,True,0.06,0.06,0.06
5.0,1.0,10,137,3.3519597045990104e-13,0.0,True,0.02,0.02,0.02
5.0,0.5,20,482,4.7749728456815275e-15,0.0,True,0.08,0.08,0.08
2.0,0.5,7,319,6.412403638618122e-12,0.0,True,0.0,0.0,0.0
5.0,1.0,10,639,4.119617612564586e-15,0.0,True,0.06,0.06,0.06
5.0,1.0,7,555,9.012283543369152e-15,0.0,True,0.04,0.04,0.04
2.0,0.1,7,172,1.573721415409805e-15,0.0,True,0.0,0.0,0.0
2.0,1.0,10,157,2.6642111378227634e-15,0.0,True,0.08,0.08,0.08
2.0,0.1,7,646,1.1567685952157305e-15,0.0,True,0.0,0.0,0.0
5.0,1.0,20,741,6.131379102592414e-15,0.0,True,0.0,0.0,0.0
2.0,0.1,20,448,2.3256922506260307e-15,0.0,True,0.06,0.06,0.06
5.0,0.1,7,991,1.3771061692504025e-13,0.0,True,0.04,0.04,0.04
1.5,0.1,20,581,7.244495392309626e-15,0.0,True,0.48,0.48,0.48
4.0,0.5,7,979,3.3427996760962824e-14,0.0,True,0.02,0.02,0.02
4.0,0.1,10,409,1.3030590093197107e-14,0.0,True,0.2,0.2,0.2
5.0,0.5,7,208,4.735379000203325e-12,0.0,True,0.02,0.02,0.02
5.0,1.0,10,773,2.4801892740207694e-13,0.0,True,0.02,0.02,0.02
4.0,1.0,20,478,6.296894306259658e-14,0.0,True,0.04,0.04,0.04
4.0,0.5,20,227,1.81311355564816e-15,0.0,True,0.16,0.16,0.16
2.5,1.0,7,482,1.3425341286005797e-14,0.0,True,0.14,0.14,0.14
2.5,1.0,10,309,8.9256349063491e-15,0.0,True,0.04,0.04,0.04
5.0,0.1,20,99,1.313874937189306e-13,0.0,True,0.12,0.12,0.12
5.0,1.0,20,148,1.2961362111897755e-14,0.0,True,0.0,0.0,0.0
5.0,1.0,20,3,9.096975748514228e-14,0.0,True,0.0,0.0,0.0
4.0,1.0,7,644,7.401860417443545e-15,0.0,True,0.12,0.12,0.12
4.0,0.5,20,564,6.050107835341523e-14,0.0,True,0.0,0.0,0.0
5.0,0.1,7,663,9.324786165933696e-16,0.0,True,0.14,0.14,0.14
4.0,0.5,10,389,4.161126168828087e-15,0.0,True,0.0,0.0,0.0
2.5,0.1,10,96,2.55511803389048e-15,0.0,True,0.28,0.28,0.28
2.0,0.5,20,863,5.4265363866279335e-15,0.0,True,0.32,0.32,0.32
1.5,1.0,7,919,1.8914829374867996e-15,0.0,True,0.04,0.04,0.04
4.0,1.0,20,531,1.7915380345257025e-14,0.0,True,0.04,0.04,0.04
2.5,0.1,10,922,1.3222199243577602e-15,0.0,True,0.0,0.0,0.0
1.5,0.1,10,814,1.0257091684202909e-15,0.0,True,0.06,0.06,0.06
2.0,0.5,7,745,1.9579830535945912e-15,0.0,True,0.2,0.2,0.2
2.5,0.1,10,886,5.033483324857059e-14,0.0,True,0.16,0.16,0.16
5.0,0.5,10,667,1.6308238429803992e-14,0.0,True,0.02,0.02,0.02
1.5,0.1,7,411,8.798654579296444e-16,0.0,True,0.0,0.0,0.0
2.0,0.5,20,880,3.4891389664511755e-13,0.0,True,0.06,0.06,0.06
5.0,1.0,10,880,1.8479336410549412e-14,0.0,True,0.0,0.0,0.0
2.0,1.0,20,444,5.984676082571758e-15,0.0,True,0.02,0.02,0.02
5.0,0.1,7,932,5.093474678647416e-15,0.0,True,0.0,0.0,0.0
4.0,0.1,7,613,1.3095687371364121e-14,0.0,True,0.0,0.0,0.0
2.0,0.5,10,69,3.661209467662137e-15,0.0,True,0.02,0.02,0.02
2.0,1.0,7,573,2.2238763994752822e-14,0.0,True,0.16,0.16,0.16
5.0,1.0,7,710,9.34570706336123e-13,0.0,True,0.06,0.06,0.06
2.5,1.0,10,486,2.705675191885534e-15,0.0,True,0.04,0.04,0.04
2.5,1.0,20,190,6.085633335912562e-13,0.0,True,0.0,0.0,0.0
5.0,0.5,10,856,9.980282438349056e-15,0.0,True,0.0,0.0,0.0
2.0,0.1,7,808,1.3793607207220606e-15,0.0,True,0.08,0.08,0.08
5.0,0.1,10,340,3.9813106149726594e-14,0.0,True,0.14,0.14,0.14
4.0,0.1,20,194,1.7552838324834277e-14,0.0,True,0.16,0.16,0.16
4.0,1.0,10,766,1.9524185978282617e-14,0.0,True,0.0,0.0,0.0
4.0,0.5,10,729,5.3171990408796894e-14,0.0,True,0.02,0.02,0.02
1.5,0.5,10,819,1.0846543265053924e-14,0.0,True,0.08,0.08,0.08
2.5,1.0,7,784,1.94669262885657e-13,0.0,True,0.08,0.08,0.08
4.0,0.5,10,276,8.3933180254831e-15,0.0,True,0.16,0.16,0.16
5.0,0.5,20,643,1.0538880046619938e-13,0.0,True,0.0,0.0,0.0
1.5,0.5,7,633,4.999329567135656e-15,0.0,True,0.2,0.2,0.2
2.0,1.0,7,401,2.0216592352916178e-15,0.0,True,0.1,0.1,0.1
2.5,1.0,7,19,2.7273263013305618e-15,0.0,True,0.0,0.0,0.0
1.5,0.1,7,3,4.164947297400217e-15,0.0,True,0.2,0.2,0.2
5.0,1.0,10,350,3.9285565526547065e-14,0.0,True,0.02,0.02,0.02
1.5,1.0,20,2,2.87987966271736e-15,0.0,True,0.26,0.26,0.26
4.0,0.1,10,252,4.633577062247426e-13,0.0,True,0.02,0.02,0.02
2.5,0.5,20,598,2.836608264071634e-15,0.0,True,0.12,0.12,0.12
5.0,0.5,20,423,2.4279040706260887e-14,0.0,True,0.06,0.06,0.06
1.5,0.1,20,80,2.077044970117867e-15,0.0,True,0.42,0.42,0.42
2.5,0.5,7,767,6.842071019868555e-15,0.0,True,0.04,0.04,0.04
4.0,1.0,7,210,4.410715921275291e-15,0.0,True,0.0,0.0,0.0
4.0,0.1,20,330,1.6228157513870764e-15,0.0,True,0.32,0.32,0.32
2.0,1.0,7,56,1.3230810930226932e-14,0.0,True,0.14,0.14,0.14
4.0,1.0,10,76,6.27291246680834e-15,0.0,True,0.0,0.0,0.0
4.0,0.5,20,318,2.6657837534684414e-15,0.0,True,0.0,0.0,0.0
2.0,0.1,10,332,3.58130334400971e-14,0.0,True,0.22,0.22,0.22
1.5,0.5,10,672,3.772017758706063e-15,0.0,True,0.2,0.2,0.2
4.0,0.5,10,379,8.901962108601511e-15,0.0,True,0.0,0.0,0.0
5.0,1.0,10,79,1.3592550085911142e-14,0.0,True,0.02,0.02,0.02
5.0,1.0,7,174,4.935635560116658e-15,0.0,True,0.02,0.02,0.02
2.0,0.1,20,962,1.1914995270639695e-14,0.0,True,0.06,0.06,0.06
2.5,0.1,20,53,4.213597950183823e-14,0.0,True,0.32,0.32,0.32
2.0,1.0,10,621,2.2191464598872754e-15,0.0,True,0.24,0.24,0.24
5.0,0.1,7,854,7.310422700304321e-15,0.0,True,0.16,0.16,0.16
2.0,0.5,20,750,3.5698057928939e-15,0.0,True,0.02,0.02,0.02
2.0,0.5,10,755,3.225566449767216e-14,0.0,True,0.04,0.04,0.04
5.0,0.1,7,67,7.70433167992874e-15,0.0,True,0.12,0.12,0.12
5.0,0.5,10,841,3.586689527013524e-15,0.0,True,0.12,0.12,0.12
2.0,1.0,10,335,5.758184590903902e-15,0.0,True,0.0,0.0,0.0
4.0,1.0,10,234,5.019392153995643e-15,0.0,True,0.06,0.06,0.06
4.0,0.1,20,52,3.551122381333445e-14,0.0,True,0.2,0.2,0.2
2.0,0.1,20,697,5.861792616172183e-14,0.0,True,0.5,0.5,0.5
2.0,0.5,10,13,9.942933796056404e-16,0.0,True,0.0,0.0,0.0
1.5,0.1,7,786,1.2744993135356476e-14,0.0,True,0.0,0.0,0.0
5.0,0.5,20,858,7.37502783411053e-15,0.0,True,0.0,0.0,0.0
5.0,0.1,20,72,5.6485931227617444e-15,0.0,True,0.18,0.18,0.18
5.0,0.1,10,191,8.96537355667939e-16,0.0,True,0.2,0.2,0.2
2.5,0.1,10,135,1.3035433000353379e-14,0.0,True,0.0,0.0,0.0
1.5,0.5,10,752,2.3409938875176436e-15,0.0,True,0.0,0.0,0.0
2.0,0.1,20,596,3.39938614216859e-15,0.0,True,0.06,0.06,0.06
4.0,1.0,10,110,9.59983026315341e-15,0.0,True,0.02,0.02,0.02
5.0,1.0,10,173,1.0614166710495024e-13,0.0,True,0.02,0.02,0.02
2.0,0.1,7,185,2.8207308835136892e-15,0.0,True,0.2,0.2,0.2
5.0,0.1,20,859,3.3664757231262445e-14,0.0,True,0.14,0.14,0.14
2.0,1.0,20,239,4.275619734325118e-15,0.0,True,0.14,0.14,0.14
5.0,1.0,7,755,2.3218300071171928e-14,0.0,True,0.0,0.0,0.0
5.0,0.1,7,903,1.4512013191008762e-14,0.0,True,0.2,0.2,0.2
2.0,0.1,20,247,1.8381458149782417e-14,0.0,True,0.26,0.26,0.26
2.5,0.5,20,333,5.836732687121275e-15,0.0,True,0.08,0.08,0.08
2.5,0.1,7,950,1.313792280802162e-14,0.0,True,0.06,0.06,0.06
1.5,0.5,7,947,1.3503956216375237e-13,0.0,True,0.26,0.26,0.26
1.5,1.0,7,368,1.3075660292013128e-15,0.0,True,0.08,0.08,0.08
2.5,0.5,20,378,5.73901418623687e-15,0.0,True,0.06,0.06,0.06
2.5,0.1,7,712,1.7658053051965666e-15,0.0,True,0.0,0.0,0.0
