sample_size,group_id,beta_hat,eta_hat,gamma_hat,r_squared,status,solution_strategy,gradient_at_zero,sample_min,offset
7,20,1.1041501812007652,218.1327283996465,1317.031908711231,0.9258821410395907,True,brent_root,-0.00013564752610170785,1346.924,0.1
7,21,1.9666002160056948,980.2576197095593,411.5279719935653,0.9657365521158313,True,brent_root,-0.01334077900855862,702.0918,0.1
7,22,2.0267688170857276,534.598833705588,757.4709634987114,0.9409671985530945,True,brent_root,-0.013637741495520888,909.181,0.1
7,23,2.167675128584597,1433.030533048424,223.83528530922686,0.968703455717006,True,brent_root,0.017361687181370468,682.8461,0.1
7,24,3.0026673874229233,1732.9572233065899,0.0,0.96497133117989,True,truncated_at_zero,0.10195271872526335,723.2285,0.1
7,25,1.6579176150046857,1107.5915109931932,538.6753163328768,0.9974872764605093,True,brent_root,-0.0685407611382371,807.01,0.1
7,26,0.9381980606191458,429.4190281045986,830.3869526034904,0.9079438450773879,True,brent_root,0.0021720157091813814,871.3576,0.1
7,27,1.2050442943593358,438.50377360999664,858.6194044220065,0.8612650760711307,True,brent_root,-0.002887686504911126,933.8343,0.1
7,28,1.2528224304784994,810.7906262025565,838.9933014567926,0.86455584952143,True,brent_root,0.0007600293741388681,979.6124,0.1
7,29,1.046016780883583,701.0143207379707,1150.6757221459732,0.9866069321464342,True,brent_root,-0.029363710093720644,1225.367,0.1
7,30,0.7954261577460325,287.0928073150132,1166.515301959888,0.9807429124621733,True,brent_root,-0.017074097786512896,1181.511,0.1
15,1,1.6759394873582887,957.9862343578462,551.9021471258534,0.9822070933331332,True,brent_root,-0.07181153874679534,688.9348,0.1
15,2,1.1389003392344592,752.239715375034,708.0780387719611,0.9742123529318891,True,brent_root,-0.05122683105977806,755.008,0.1
15,3,2.520406521394784,959.3745328426882,613.851325293475,0.9766589248039405,True,brent_root,-0.01832528247764213,879.849,0.1
15,4,1.439202886598196,706.0535541372917,885.1602966337366,0.9794453562689819,True,brent_root,-0.027969410767276326,962.06,0.1
15,5,2.8553425160174664,1582.360392511576,19.971737095104125,0.9556698787374133,True,brent_root,0.09176855827369969,511.87,0.1
15,6,2.067438754507822,895.7009434068017,799.4843126992834,0.9587582789393367,True,brent_root,-0.012795935159091852,1020.7,0.1
15,7,1.5027374536120413,942.9216837561277,545.1772280212763,0.9186368417797761,True,brent_root,0.003400223426093036,695.037,0.1
15,8,1.4493324175282603,583.8975215894304,843.3193502418401,0.9665770503957773,True,brent_root,-0.027620202609166453,917.488,0.1
15,9,1.9431412741392953,1109.304187750314,369.7397355197672,0.9751179692934565,True,brent_root,-0.003513351757363348,611.442,0.1
15,10,1.945757900463314,985.8226692797359,397.2115591326911,0.9419314858936293,True,brent_root,0.009945339772145317,625.3081,0.1
15,11,1.3635759438022566,669.4310449189014,870.1514182135555,0.9096228264463133,True,brent_root,-0.0038912561447028656,961.357,0.1
15,12,2.605018328442249,1237.0141569990894,366.3134873749542,0.962335651876419,True,brent_root,0.001623764614571943,737.572,0.1
15,13,1.5869376719100226,1108.4230098276914,559.638062956239,0.9781623220165776,True,brent_root,-0.04211066770563372,722.453,0.1
15,14,3.017294440157871,1412.5626375289137,127.09717731661493,0.9501208705198421,True,brent_root,0.057656283112235876,596.889,0.1
15,15,1.157513446172402,844.6483376450578,501.82487710862597,0.977834568783981,True,brent_root,-0.06274781872177215,567.6855,0.1
15,16,3.1036929046501114,1184.557428113728,227.3639706903244,0.8846526151108827,True,brent_root,0.02200077642427895,552.587,0.1
15,17,2.663630303812,1101.743988280864,344.1621535972578,0.957710957784926,True,brent_root,0.017872741383888044,689.63,0.1
15,18,1.9937340517982933,1173.389864490391,325.9114971686456,0.9298639159940447,True,brent_root,-0.035730107308649256,560.2201,0.1
15,19,2.3581771823982773,1336.9843955711854,352.79524926964336,0.9646451384196277,True,brent_root,-0.033932198242750816,662.187,0.1
15,20,2.887293960282654,783.6348552805645,809.9935832839628,0.8602997139425941,True,brent_root,-0.01223440360734826,1005.418,0.1
15,21,2.7976133817502142,1093.4818370710225,352.42799398841925,0.95115024473313,True,brent_root,0.02216651511808,702.0918,0.1
15,22,2.021287936878042,780.6632617195004,591.137668864201,0.9473276968607212,True,brent_root,-0.03737795124635224,732.8658,0.1
15,23,2.049041176607925,1343.9591071132259,407.9498808834371,0.9864160291601758,True,brent_root,-0.07103725669568041,682.8461,0.1
15,24,3.919666323460838,1426.1730984442097,225.55150507781173,0.9068174782880997,True,brent_root,0.054225428538809815,723.2285,0.1
15,25,1.8591230738955153,1228.976567114921,371.5821981779203,0.9908844107576869,True,brent_root,-0.05956666396042309,607.2938,0.1
15,26,1.0748461421709823,407.8341210003039,846.1530470479431,0.9521325741945875,True,brent_root,-0.0019264617933773816,871.3576,0.1
15,27,1.6009813197952312,838.4015426354757,587.7621756422903,0.9725924456335426,True,brent_root,-0.044911707234772315,703.0205,0.1
15,28,2.274308715672332,1043.3428441443384,477.86909963992923,0.9394841852095513,True,brent_root,-0.03150236634178345,700.1434,0.1
15,29,2.4103740792074664,1532.7226578304203,233.7921619083141,0.9744814923221653,True,brent_root,0.006837251441635706,652.0938,0.1
15,30,2.2266271958706447,967.5697239360748,354.7844467481108,0.9693488343755478,True,brent_root,-0.04044149424107744,576.5215,0.1
