n,fold,seed,mse_p,mse_q,mse_qp,mse_qcp
7,4,12011,0.042377198901069495,0.04140502363742324,0.039736388692453564,0.03971356282722538
7,5,42,0.04254107646816127,0.04081773341457217,0.038291659144248695,0.03848549795488596
7,5,2026,0.04219372313692651,0.04005660843979642,0.038510531965389394,0.03849992023749853
7,5,3407,0.04244716581295458,0.04025499091006863,0.038679708383849896,0.0384250215950686
7,5,17,0.04185323906138593,0.04029140155600898,0.03844168507698818,0.03847346495074146
7,5,73,0.042427681900048655,0.040345409631965354,0.03873602386087857,0.03860630551159232
7,5,314,0.04307291692081017,0.04011971938946965,0.03827584878589101,0.038279264483496146
7,5,2718,0.043287096574165365,0.04085346767228544,0.0389706587365269,0.038639690134468656
7,5,4099,0.04232265192698832,0.040095345944132325,0.038382742209828014,0.038545904692145354
7,5,8128,0.04200403279728803,0.04075085624379013,0.03869664762578306,0.03850977664389639
7,5,12011,0.04244912106501457,0.040842269548776636,0.03880001771498378,0.03861103828408948
10,1,42,0.030857310886790414,0.027948590423995487,0.027527160051136475,0.02729237033800843
10,1,2026,0.03185780187852737,0.02784192155262659,0.02765320655700906,0.027404210884047094
10,1,3407,0.0327750921110725,0.027921317852903787,0.02851458725377126,0.0271232313932649
10,1,17,0.03061541574231495,0.027968940914389114,0.027968387978713056,0.027248852450103354
10,1,73,0.03192900945607406,0.027776525925339836,0.02837546863146485,0.027164829490286497
10,1,314,0.03029713921125502,0.028038431107161515,0.02737925687590773,0.02718799684846466
10,1,2718,0.033089006319244885,0.028428982630465973,0.02797886837192252,0.027294368362346
10,1,4099,0.03167997311898452,0.028011486115504306,0.02899946105641455,0.027441633423126596
10,1,8128,0.031958587511794694,0.028030438411271348,0.028028322790111974,0.027320479550048838
10,1,12011,0.03121116626138137,0.027940572031264786,0.027714547452892032,0.02737703194373566
10,2,42,0.03085831381292288,0.02875569765704256,0.028215808980742264,0.028169574568901783
10,2,2026,0.030540949994067906,0.0286620124729919,0.029092931184798977,0.02817221245310162
10,2,3407,0.03075836868222198,0.028345654795807387,0.02909199648728436,0.028726344874398332
10,2,17,0.030086563115477177,0.02850516716504148,0.02945698499498804,0.02835315148708307
10,2,73,0.03112107262729148,0.028575494552533758,0.02851191485438502,0.028149908564276648
10,2,314,0.031431152043184814,0.028700059747362155,0.028586840030260106,0.02842201678449117
10,2,2718,0.03049727178716804,0.028434037388064562,0.028216994959857626,0.028315998501759334
10,2,4099,0.0306961496734889,0.028734182686964267,0.028788545593071906,0.02862172693359785
10,2,8128,0.030530059244125923,0.028479437315227146,0.02822653404894287,0.028502616299104333
10,2,12011,0.030533074268610082,0.028936911570077665,0.028757563045978464,0.02859835851823519
10,3,42,0.030004882486598477,0.029526678308952673,0.02810450242733736,0.027946146936292444
10,3,2026,0.029559471350532652,0.02966849012670604,0.027934381974158224,0.02784560684329011
10,3,3407,0.03023132040189062,0.029676793602325755,0.028131702204192758,0.02827343518787891
10,3,17,0.02924583990976234,0.02942125318141804,0.02768168872814476,0.027757410730618003
10,3,73,0.02943121918398098,0.02979024348758567,0.027986494639993302,0.027822959373626936
10,3,314,0.029458100087447606,0.029877754731243305,0.027905320123405866,0.027933203845435822
10,3,2718,0.02938073179939051,0.02942069939689323,0.027882840836453465,0.02804356828770762
10,3,4099,0.029363874519403754,0.029805008207061688,0.027882562912979563,0.027727864843838084
10,3,8128,0.029189114655595035,0.029639785492303124,0.02783895892238495,0.027877773004409693
10,3,12011,0.02948853737527924,0.02969292017524713,0.027792835762736487,0.027901591248348314
10,4,42,0.02972259606213619,0.027971040711978395,0.027510615853903436,0.027715491260082322
10,4,2026,0.02960078746323377,0.028171262623273664,0.027574524888865023,0.027520620921783312
10,4,3407,0.030151699406600934,0.028082396824689344,0.0279529926799577,0.02724889130287462
10,4,17,0.029047623185994943,0.028296526056653934,0.02763519504778498,0.027312064876693888
10,4,73,0.029831958904548383,0.02798303185623149,0.02750222289895492,0.02726014307050742
10,4,314,0.03030718022720133,0.028188183077215274,0.027653599207913236,0.027392152331233533
10,4,2718,0.02925464772723629,0.02796630046859662,0.027517890169652753,0.027619846385899944
10,4,4099,0.030250821003464014,0.027741001701268548,0.0287236192814816,0.02699010264309101
10,4,8128,0.029362826065453013,0.028273736441268328,0.027734821060265123,0.027451606298472077
10,4,12011,0.029836244838087,0.028114495319915934,0.028593595105848954,0.027465110162630334
10,5,42,0.03276115552126292,0.02886356133537215,0.029345469893732948,0.028508493347124755
10,5,2026,0.034447708564635596,0.028532475260609706,0.029425084698310996,0.028202931904683558
10,5,3407,0.03205819979626908,0.028647407678218162,0.028565099000300295,0.028240691349022094
10,5,17,0.03116087836468953,0.02875403471294963,0.02854735359005156,0.028443809764749056
10,5,73,0.033065850752282216,0.028615779200245304,0.028283061634995093,0.028158108411626158
10,5,314,0.03142322997348264,0.028792569336785968,0.028968224543216514,0.028200905362264966
10,5,2718,0.032739156916249686,0.028582415889912945,0.028844039520308052,0.02824223108856828
10,5,4099,0.03300239286581884,0.028499030811635986,0.030041123120677506,0.028260033490286596
10,5,8128,0.031840178054176285,0.02870819733805907,0.0291894908405677,0.028027628857833175
10,5,12011,0.03239902426470849,0.028951639945891318,0.028660803294898715,0.028436273547474408
15,1,42,0.023026498458641728,0.020205587945767392,0.020146145826478612,0.019885656038039674
15,1,2026,0.02300197359071921,0.02034411843363029,0.019810933423927275,0.019363613407469397
15,1,3407,0.022800508615018266,0.020456515757322987,0.02006020932988169,0.020001088450825204
15,1,17,0.0215395857957642,0.02030287340836415,0.020993060121900064,0.020107500066345336
15,1,73,0.02222539144700299,0.02035169714304944,0.020419209362085824,0.02001826853460871
15,1,314,0.02246113958869553,0.020656671791161506,0.02025672524021726,0.019753629396987774
15,1,2718,0.02258506181808356,0.020283556896949474,0.019689951794244796,0.0198734150201824
15,1,4099,0.02322946494390329,0.020369319570312946,0.01973429548318803,0.019957870952795553
15,1,8128,0.02275838036518429,0.020193154076555083,0.02016148421447991,0.02008593301163611
15,1,12011,0.022025966333663778,0.02037409323669915,0.02016557248886712,0.0198398483788771
15,2,42,0.019059527651935533,0.0187695428504968,0.018718453752828587,0.01808434015296371
15,2,2026,0.018816567799119197,0.019051819150425014,0.01832860962229498,0.018086132923113
15,2,3407,0.018981541738248512,0.018934370498128537,0.018347598802269185,0.018059100896372433
15,2,17,0.018608409664906938,0.01905225695796639,0.018427354985033468,0.0180823014726155
15,2,73,0.018835412346314907,0.018746422839235104,0.018069421634229327,0.01810702687073659
15,2,314,0.018844834181763713,0.018770712191684205,0.018369495242409568,0.018156006518973172
15,2,2718,0.018424158087417975,0.01877633131255865,0.01850438939755955,0.018250820849342847
15,2,4099,0.01905140848638419,0.018781125428520323,0.01816377933067267,0.01816887002125701
15,2,8128,0.01926538953891409,0.018798629653903554,0.018482509515086926,0.018051576246696132
15,2,12011,0.0194368952810621,0.018695272463953173,0.018488038589704565,0.018095166652955706
15,3,42,0.023861001158553333,0.022581199076843077,0.02267050879788227,0.022850393899889056
15,3,2026,0.024083396818105177,0.02270376766683306,0.022686035131081837,0.022396900651162184
15,3,3407,0.025180336288783644,0.02273136030254743,0.02307278493290637,0.02225357434014638
15,3,17,0.024514555880546282,0.02241833727723733,0.02271628308166015,0.022271068768466337
15,3,73,0.024561166163132944,0.02247576965301193,0.023380304252166764,0.02231047113586793
15,3,314,0.024374578238427022,0.022576793656013498,0.02265369447679046,0.022398618479238602
15,3,2718,0.02447534259228622,0.022500558416338034,0.022874940445104033,0.02231214569253006
15,3,4099,0.024380279476115815,0.022734482590911678,0.022742316597792193,0.022161306626599906
15,3,8128,0.0243507496811053,0.02256106175224333,0.02271630988570973,0.022271680408269028
15,3,12011,0.02430447928824892,0.022462313407956343,0.02320938896236538,0.022131670040163864
15,4,42,0.018228982562168216,0.01793104005283905,0.017434746229499535,0.01708508621000833
15,4,2026,0.01794361292379931,0.017969636074011686,0.017432611576202992,0.01724310878910051
15,4,3407,0.018873628744163564,0.01807738917771141,0.017159373759888588,0.017211353974441637
15,4,17,0.018863437745312826,0.018004473878647582,0.017691116478340825,0.017216628292749475
15,4,73,0.019071116717118454,0.018117975323275495,0.01732070412147545,0.017117412644487136
15,4,314,0.01911550605939401,0.017937257067766454,0.017255519498758125,0.017160241449012233
15,4,2718,0.017779979113238312,0.017892413698912844,0.017243812275115785,0.017123410896751328
15,4,4099,0.019206875654126127,0.017987632938029838,0.017388072770537343,0.01729343039343232
15,4,8128,0.018565716710515937,0.018167749840019728,0.017348363349939253,0.01708943706120073
15,4,12011,0.018736126248324478,0.01784122226779534,0.01731441894023353,0.017108698960752098
15,5,42,0.0196712044787322,0.018882859242386935,0.018377829512981888,0.018420280525112586
15,5,2026,0.01945468711944161,0.01874544702121657,0.01910775844598349,0.01838606825511136
15,5,3407,0.019793123140567144,0.019196161292638236,0.01857726292509599,0.018076621903719517
15,5,17,0.01915312622797641,0.018950007747579316,0.019090069772554567,0.018239282820581425
15,5,73,0.01995262195166706,0.018821753432480322,0.018745820465123155,0.018388477248262362
15,5,314,0.019939534607400902,0.01893965364878704,0.018584335574819835,0.01865989947508717
15,5,2718,0.019826187294721877,0.01920575023484776,0.019363232383432745,0.01814859495626395
15,5,4099,0.019812977004969846,0.018762107542970433,0.018717611467423182,0.018168080259548122
15,5,8128,0.019844279690688686,0.019031484127178,0.018604282390129307,0.018314229672047974
15,5,12011,0.019723579489381454,0.018857725612435816,0.018475136153882778,0.018192372586136707
20,1,42,0.014451904582628862,0.013995176067365911,0.013573958456362493,0.013552335854850227
20,1,2026,0.014462104967894355,0.014006070633882572,0.013539824045959327,0.013419438423561319
20,1,3407,0.01434262135216799,0.013919648594162762,0.013770919725063748,0.013314072179137335
20,1,17,0.014391798539213258,0.013968076608997505,0.013615092148785398,0.013325203748106506
20,1,73,0.014668901706885179,0.014010935660993047,0.013640986897151904,0.01338800402033426
20,1,314,0.014581382952012225,0.014007067847015098,0.013555987801534577,0.013363902827697265
20,1,2718,0.01438704264708874,0.01387613051612728,0.013709957007267513,0.013357940981526463
20,1,4099,0.014410437964158487,0.013932824612887753,0.013479445969171451,0.013373991290210328
20,1,8128,0.014586681836765111,0.013914306652383824,0.013633948590504982,0.013416653605750438
20,1,12011,0.015014320559084658,0.014076905030299928,0.01365664362742225,0.01336111759392525
20,2,42,0.01450051897826186,0.014221284398761818,0.013493684769779577,0.013610805153196154
20,2,2026,0.01467195156529394,0.014200243341561114,0.013687349530819596,0.01353866139411869
20,2,3407,0.014496489335716234,0.01419924451375612,0.01346754341546314,0.013424713024930703
20,2,17,0.014630318577590682,0.014184248366377853,0.013644058216956937,0.013601835598191218
20,2,73,0.014334620388970525,0.014279553211172588,0.013971835114087205,0.013521057063471916
20,2,314,0.014156845994988435,0.014240059873755945,0.013717163716685344,0.01362280629021677
20,2,2718,0.014025477303321038,0.014189813830910513,0.013629736680100807,0.01345930261168541
20,2,4099,0.01443886405349445,0.014195372051738637,0.013853187153883131,0.013577387029657514
20,2,8128,0.014522926234489546,0.014190548348305623,0.013448651197827424,0.013488485200550474
20,2,12011,0.01422544847753453,0.014115057793470054,0.013828315334825175,0.013701820630733552
20,3,42,0.01483100276623786,0.014398836934743168,0.014137737782541286,0.013601534186166482
20,3,2026,0.015122637122534173,0.014198442638174717,0.01377666991210373,0.01384412538014877
20,3,3407,0.014479149052225325,0.013936744814767131,0.014181099248053632,0.0133338837096082
20,3,17,0.015023748744127085,0.014011818355406032,0.013923560772747038,0.013597918007983255
20,3,73,0.014738607658745184,0.01427634102083732,0.013795597662903761,0.013567471576268761
20,3,314,0.014241287812349969,0.01421214769985275,0.013830878691287666,0.01366538416955236
20,3,2718,0.014769842897032962,0.014032695197712114,0.013954378720696053,0.013692988223912224
20,3,4099,0.014859591647902952,0.014256326965788733,0.01407826246253807,0.013450225048178789
20,3,8128,0.014745357421195027,0.014075996044462146,0.013997070470300637,0.01362707868697056
20,3,12011,0.015240287707752084,0.014284675911874073,0.013966839305733558,0.013714640823988586
20,4,42,0.01621209186498905,0.01577710110283339,0.01594164931799752,0.015464191893652814
20,4,2026,0.01641709157607135,0.015717549257150486,0.015719012600769543,0.015322753040514036
20,4,3407,0.016858253324161934,0.015767066020742727,0.015817419123061036,0.01532846498180405
20,4,17,0.016447371039104777,0.015790892355342076,0.015541986845297853,0.015319043476959834
20,4,73,0.016676821688300307,0.015590720455160993,0.01547914160604751,0.015191175974878452
20,4,314,0.01588120230286789,0.015866664469501607,0.015542654464918775,0.015450987593468376
20,4,2718,0.016771274867681544,0.01564205798858731,0.015846304215540494,0.015321436724314927
20,4,4099,0.016639598995552216,0.01572067103430403,0.01579550437979814,0.01560795075792066
20,4,8128,0.016585299135817824,0.015678973632692716,0.015722996538822483,0.015575447053723252
20,4,12011,0.016708426140187017,0.015719993242418906,0.01566150729128661,0.015422125372035671
20,5,42,0.01350163136381156,0.012774974565270743,0.012663552918212417,0.01246429436788653
20,5,2026,0.013387915386543655,0.012783438964681086,0.012747895135237981,0.012345349822984672
20,5,3407,0.013531013571776496,0.012814832335584338,0.012676349378503487,0.01249606090981621
20,5,17,0.013259905749033936,0.012749079092561264,0.012558549585537548,0.012498086104214483
20,5,73,0.013329010880578177,0.012824071348981588,0.012802932218022051,0.012410686367385626
20,5,314,0.013156397942890903,0.012702133805066119,0.012713909222099844,0.012394780891869366
20,5,2718,0.01371786752303954,0.012916051454851663,0.01292165876306457,0.012553499626486914
20,5,4099,0.013107906674016182,0.012709672364041944,0.01243877865512824,0.012350441872094867
20,5,8128,0.013735472320319365,0.012811407874378454,0.01264297858452231,0.012433005920738805
20,5,12011,0.013436054605477653,0.012874780832936658,0.012671271660967152,0.01237476152870268
