n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,optimal_delta,best_relative_mse
7,2.0,100.0,1000,1054.9647221233904,1075.4035862444427,1081.9263804147504,1093.4143725334316,1124.9544071765886,1127.7495148798128,1143.913881397792,0.111,0.032717145138567535
7,2.0,100.0,1000,1032.9394462958317,1084.972705257947,1086.389193765364,1091.714908643753,1095.7947967388145,1098.1257409568682,1107.41205205403,0.141,1.5667290772165245
7,2.0,100.0,1000,1063.1873762315647,1090.7982851589147,1096.1835829163258,1103.3954436946626,1144.3407129737216,1164.8791174276826,1168.849777937694,0.141,0.0018196527887450404
7,2.0,100.0,1000,1072.2309607478776,1087.2039994489191,1091.2787010017325,1103.9790649798538,1105.2257701705114,1134.233622971222,1142.7789689048336,0.011,0.14891667960535857
7,2.0,100.0,1000,1029.6673155824406,1061.260735083984,1062.1478180490074,1065.4556762421653,1068.314286437923,1082.1586072041584,1162.5019230585478,0.041,0.04213883994270669
7,2.0,100.0,1000,1019.0140908875585,1059.905314010431,1070.9833221108845,1076.169058391573,1088.564789774397,1098.1763535566265,1107.7435612699826,0.291,0.11090513523382599
7,2.0,100.0,1000,1027.491787354561,1049.9437046572248,1052.7724230585397,1103.401089604042,1115.8160808258622,1138.0812748833412,1141.4543395947103,0.141,0.009820817847516166
7,2.0,100.0,1000,1037.6169778433639,1063.0429531427774,1072.2757700029583,1104.3044268922845,1110.6266138487697,1173.1157137668852,1189.5943149611885,0.071,0.04269521876264167
7,2.0,100.0,1000,1039.2723795565912,1050.4179552175085,1087.0335935503203,1089.474143522782,1102.499948435743,1114.2861531767521,1116.3251935877026,0.211,0.03826619242012248
7,2.0,100.0,1000,1070.0018168487723,1079.890268371458,1083.3464363277812,1101.8789942828007,1108.6644688533754,1113.4358155116474,1130.4389449937066,0.021,0.2289940880525057
7,2.0,100.0,1000,1012.8177462323746,1040.8541194608658,1060.4944694934456,1083.913524752205,1101.5468739545922,1124.466333184405,1133.945296449135,0.341,0.016403379418417463
7,2.0,100.0,1000,1052.3603539509388,1104.1493223763719,1116.0177985752573,1119.9935779111543,1143.8260867984593,1156.0268010417153,1167.9630910244061,0.351,0.03836952157366155
7,2.0,100.0,1000,1038.1010630822661,1055.6350216178616,1072.6704877392567,1078.4180739922244,1101.9208477130471,1111.8246646596851,1147.6874619423534,0.081,0.012432315331089102
7,2.0,100.0,1000,1030.4184385497063,1046.6239244036012,1054.5593604859525,1073.2795386184414,1077.5168450349904,1084.6771559991264,1100.2511612284602,0.161,0.12330074485890175
7,2.0,100.0,1000,1016.4504718197826,1065.2146710057477,1068.0186176437153,1088.992372792117,1092.2375316612013,1107.1238112876854,1218.7742594472843,0.321,0.028014889466888546
7,2.0,100.0,1000,1019.5046104705967,1078.2678383291682,1084.2513600007749,1087.0172030029598,1114.709940348647,1150.0213483763428,1220.5974544013793,0.601,0.019266013122756994
7,2.0,100.0,1000,1045.2099983629041,1069.2891626230949,1081.6309817380888,1088.3105619643297,1089.0137005187403,1097.3009402538441,1100.0422622333424,0.201,0.2791545288785169
7,2.0,100.0,1000,1029.0110595893482,1070.922428518411,1071.5345546243152,1075.0074675664014,1096.204991797218,1102.700408350856,1114.177614734918,0.261,0.15992048134314268
7,2.0,100.0,1000,1005.1851686684364,1029.5873402905795,1039.88618517266,1058.7235178332392,1060.3759217388292,1086.0995881280126,1108.0322268874152,0.231,0.01617497317430881
7,2.0,100.0,1000,1025.2463140109494,1027.3798871084066,1051.5955123507424,1073.831016776529,1126.038568275951,1142.7238544744926,1164.831543741479,0.021,0.02385990989236055
7,2.0,100.0,1000,1010.7808484011538,1070.1391022347816,1089.6079361951947,1090.3641844749588,1097.0588444101763,1147.3990368377918,1238.4262826845927,0.601,0.04108274568162205
7,2.0,100.0,1000,1058.9060235588488,1059.2986322231018,1103.4476200289262,1105.906036506459,1112.942387581599,1171.1246162634102,1172.2498675223098,0.111,0.0008605846706646126
7,2.0,100.0,1000,1032.5551956825295,1037.438816565992,1074.5632841361235,1096.656100587189,1103.1218985206997,1139.3921046545938,1140.9134293266625,0.151,0.0012421716976518877
7,2.0,100.0,1000,1025.8520425868815,1048.3752826492653,1101.7442694392848,1111.2856733458977,1135.2041896998408,1138.1037719605552,1172.3769760341092,0.851,0.03818425971594951
