n,beta,eta,gamma,seed,mse,step,delta,est_beta,est_eta,est_gamma
20,2.0,100.0,1000,14134,0.179844,0,0.5,1.1485,74.7634,1012.1527
20,2.0,100.0,1000,14134,0.179844,1,0.001607,1.2801,77.6836,1009.7096
20,2.0,100.0,1000,14134,0.179844,2,0.003218,1.2793,77.6642,1009.7258
20,2.0,100.0,1000,14134,0.179844,3,0.003199,,,
20,2.0,100.0,1000,14136,0.03983,0,0.5,1.5715,92.7037,1006.6253
20,2.0,100.0,1000,14136,0.03983,1,0.011276,1.6181,94.2242,1005.3324
20,2.0,100.0,1000,14136,0.03983,2,0.021107,1.6181,94.2242,1005.3324
20,2.0,100.0,1000,14136,0.03983,3,0.021107,,,
20,2.0,100.0,1000,14139,0.046048,0,0.5,1.6611,100.2675,994.7385
20,2.0,100.0,1000,14139,0.046048,1,0.974183,1.5576,95.8,998.2206
20,2.0,100.0,1000,14139,0.046048,2,0.832276,1.5889,97.3248,997.0928
20,2.0,100.0,1000,14139,0.046048,3,0.911807,1.5706,96.4638,997.7385
20,2.0,100.0,1000,14139,0.046048,4,0.87582,1.5786,96.8506,997.4512
20,2.0,100.0,1000,14139,0.046048,5,0.893995,1.5745,96.6547,997.5972
20,2.0,100.0,1000,14139,0.046048,6,0.885863,1.5763,96.7425,997.532
20,2.0,100.0,1000,14139,0.046048,7,0.889563,1.5755,96.7026,997.5616
20,2.0,100.0,1000,14139,0.046048,8,0.887893,1.5759,96.7206,997.5482
20,2.0,100.0,1000,14139,0.046048,9,0.888649,,,
20,2.0,100.0,1000,14148,0.136939,0,0.5,1.1028,80.7433,1015.1478
20,2.0,100.0,1000,14148,0.136939,1,0.001113,1.3232,85.0684,1011.0279
20,2.0,100.0,1000,14148,0.136939,2,0.00201,,,
20,2.0,1000.0,1000,15013,0.080107,0,0.5,1.4148,754.5289,1053.1747
20,2.0,1000.0,1000,15013,0.080107,1,0.001,1.5879,806.3053,1011.7407
20,2.0,1000.0,1000,15013,0.080107,2,0.001693,,,
20,2.0,1000.0,1000,15033,0.04874,0,0.5,1.4208,999.8995,1061.3176
20,2.0,1000.0,1000,15033,0.04874,1,0.001,1.5791,1064.4999,1010.0342
20,2.0,1000.0,1000,15033,0.04874,2,0.003005,1.578,1064.0584,1010.4067
20,2.0,1000.0,1000,15033,0.04874,3,0.002625,,,
20,5.0,100.0,1000,17100,0.026446,0,0.5,2.3293,42.5202,1053.4262
20,5.0,100.0,1000,17100,0.026446,1,0.001,5.7436,93.4401,1005.0102
20,5.0,100.0,1000,17100,0.026446,2,0.001966,,,
20,5.0,100.0,1000,17102,0.108206,0,0.5,1.9312,53.0512,1034.3741
20,5.0,100.0,1000,17102,0.108206,1,0.001,3.6693,84.1175,1005.0902
20,5.0,100.0,1000,17102,0.108206,2,0.005449,3.5649,82.232,1006.9213
20,5.0,100.0,1000,17102,0.108206,3,0.002694,3.6296,83.3999,1005.7874
20,5.0,100.0,1000,17102,0.108206,4,0.004055,3.5977,82.823,1006.3477
20,5.0,100.0,1000,17102,0.108206,5,0.003283,,,
20,5.0,100.0,1000,17127,0.013752,0,0.5,1.8318,52.4682,1049.3339
20,5.0,100.0,1000,17127,0.013752,1,0.001,4.4443,96.3255,1007.0087
20,5.0,100.0,1000,17127,0.013752,2,0.001805,,,
