budget_policy,domain_id,domain_label,train_beta_min,train_beta_max,train_beta_width,n_train_per_n,point_type,n_total,n_valid,failure_rate,J1,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.90_rmse,x0.95_rmse,x0.99_rmse
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,right_ood,18000,18000,0.0,0.436141851305513,-0.31117459217116783,0.10775191371743349,0.3293014678015844,-0.13500554807589504,0.1553169522294504,0.2057875445081485,0.1239019388213811,0.1551818020923401,0.19857427902230693,0.09092056773312339,0.10287193023244944,0.1288098893571711
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,train_grid,54000,53939,0.0011296296296295916,0.3957395519342914,-0.07286884013596562,0.27457223379958473,0.2840746059543355,-0.03892145194634068,0.2095519140009051,0.21313392498179518,0.024783395427181658,0.16440414985418014,0.1662601578255766,0.16557810332041586,0.19780419131926463,0.2873314157853057
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,in_domain_unseen,60000,59093,0.015116666666666667,0.4598269446726038,-0.10821230697447033,0.2859637434905372,0.3057511768280969,-0.0489791949982099,0.2239252138849771,0.2292173955456304,0.02024377887947442,0.1651204493968983,0.1663553786476482,0.17399558165307794,0.20022548693852835,0.28387304402614194
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,right_ood,6000,6000,0.0,0.43769644644644007,-0.31393729588346253,0.1202560478567677,0.33617812620679066,-0.12187323445477291,0.16083400608492304,0.20178293170353687,0.11545547304546629,0.15658932151174235,0.19454072880776993,0.09292707096744382,0.10538512494632855,0.1286333823290688
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,train_grid,60000,59770,0.0038333333333333552,0.4211853896329859,-0.12315015343136555,0.2765231249548365,0.3027040131937156,-0.05010897631162484,0.21177652059967975,0.217622273261868,0.027659794541572507,0.16748119282841764,0.16974847536036827,0.16182068932842605,0.18839864092469036,0.27539920886294317
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,in_domain_unseen,12000,12000,0.0,0.2233973236804343,-0.01326597302055086,0.06302496526371107,0.06440342595302492,-0.03028825785620691,0.14973709362573334,0.15276356678981115,0.02499892039656903,0.1476439167533419,0.14973929215389292,0.09425665054817199,0.11732745843353991,0.18237594097835055
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,left_ood,66000,66000,0.0,1.7411146814415808,1.050613865722741,0.817138330419496,1.3309749918743516,0.5833621908477041,0.8720474130537639,1.0491742534497357,-0.2879934125158377,0.2761887777289038,0.39902292018714525,1.2874617245930151,1.1842468904479375,0.7571864142726065
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,right_ood,30000,30000,0.0,0.35485844483489376,-0.23214651102825334,0.05211916212965922,0.23792502831099255,-0.12105488040556128,0.14481865444157296,0.1887485832075303,0.10996940618772676,0.14696128311343098,0.18354881942143558,0.07501741303325542,0.08963685897827332,0.1318060322218949
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,train_grid,18000,18000,0.0,0.2395924222343558,-0.007549024394955195,0.09782392270154117,0.09811205829071629,-0.027978169459157848,0.15465034433559083,0.15715654062823894,0.02337419267675394,0.15011753270089873,0.15192226481937937,0.09640243606153354,0.11989807434949985,0.18539983377491842
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,in_domain_unseen,12000,11999,8.333333333332416e-05,0.2639871066597,-0.05040233904987763,0.12411714710169554,0.13395588125893224,-0.044891542288712435,0.17738925111084494,0.1829742454955146,0.021190476346604547,0.13266922659381755,0.1343454245229454,0.1740987363730878,0.22094460212793637,0.36310344871035766
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,left_ood,18000,17965,0.0019444444444444153,0.8742535845006578,0.583472543393987,0.309953121362898,0.6606858547484552,0.28999593079316693,0.44908653574247936,0.5345700424265346,-0.1430511527009841,0.13368698419382682,0.1957928680952864,0.4015275084945371,0.38501441199346476,0.45246182572518284
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,right_ood,78000,78000,0.0,0.5813722321756061,-0.46243375611662196,0.11319321179260418,0.47608562016367095,-0.18779489234047078,0.1557464673460862,0.24397453287845647,0.17110843413085916,0.15011587058539333,0.22762377275881898,0.1360806383254959,0.14851110016013078,0.19469653093055778
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,train_grid,18000,17995,0.0002777777777778212,0.29949484134975907,-0.03394616905082486,0.17344158330069318,0.1767276252470272,-0.03828130885905325,0.19051682857916338,0.19431959123648493,0.02100301196478633,0.13981163146467152,0.1413765629161481,0.1892349870851722,0.23845103069172477,0.37680133983131936
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,in_domain_unseen,12000,12000,0.0,0.23296429100340374,-0.024403627307912616,0.08428201986831857,0.08774054902928892,-0.030984345073785807,0.1566623255698865,0.1596905402194991,0.02107310476732475,0.1436333240219979,0.14516503815713372,0.12236771293996151,0.15450536045318558,0.24776444135340964
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,left_ood,42000,42000,0.0,1.3628287816003948,0.8385907154762516,0.5705962359993576,1.0143010897723161,0.5054903548575569,0.6698815477148637,0.8391967007242699,-0.2569455905320341,0.24129822740819656,0.3524833112909162,0.7549145391418423,0.6496801889821746,0.4759956670069643
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,right_ood,54000,54000,0.0,0.45845217836575053,-0.3402550193527491,0.086411214453401,0.3510558899978217,-0.14935970972392557,0.15309968644848376,0.21388642503526364,0.13555841134771446,0.15104667737651895,0.20295506678024502,0.09651233853282849,0.11111502336865743,0.15351196612815157
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,train_grid,18000,18000,0.0,0.2564827699887282,-0.015392823423788527,0.1260707996086824,0.12700355323948812,-0.026063206004092024,0.16313374516342688,0.16519815688873413,0.01843216520453842,0.1484067269316013,0.14954289594026385,0.12543004884880457,0.1574314070017335,0.24903674742154489
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,in_domain_unseen,24000,24000,0.0,0.29248281863934134,-0.04793395547682812,0.16550602939524936,0.17230429045807913,-0.03602311214564735,0.17280660735996883,0.17651782884675563,0.029344287503777548,0.15439816340264803,0.15715879481651426,0.1308434472708831,0.16315728970795956,0.2589207927331191
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,left_ood,30000,29945,0.0018333333333333535,1.0710617888576344,0.659544073246458,0.46228081523873116,0.8054159174966242,0.3937980178800398,0.5161936742950818,0.6492487120445712,-0.20048091490314138,0.18429712284805966,0.27231763158123434,0.44758039767678776,0.43560984647333995,0.4944180152446203
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,right_ood,42000,42000,0.0,0.4562891102951143,-0.3392394346740077,0.08088292727213486,0.34874817017298304,-0.14280298052861742,0.15602589647884985,0.21150931894109118,0.136539442363723,0.1523016970887059,0.20454406365372432,0.09226287203611892,0.10546517089348866,0.14135512691141625
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,train_grid,30000,30000,0.0,0.3139188128703634,-0.03540052185542827,0.19623978631869277,0.1994040295821151,-0.030432471667925176,0.179471195010851,0.182030139006651,0.027067266708317966,0.15784890297069626,0.16015018749153098,0.1386826082081973,0.17253857673476516,0.2685447721161967
fixed_total,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,12000,in_domain_unseen,48000,47982,0.0003750000000000142,0.38227683717561733,-0.09028474484335684,0.25736067610577673,0.2727351688976283,-0.0455146885441182,0.2020027915240159,0.20706487927947761,0.021659120567380348,0.16570978129167294,0.1671175539168006,0.16054069156248424,0.19129660156654824,0.2857193286141685
fixed_total,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,12000,left_ood,6000,5491,0.08483333333333332,0.8043548536995823,0.4219981084468737,0.308294620594901,0.5225999112924091,0.13845626831051544,0.3885082832367209,0.4124091851542034,-0.07501785569077539,0.10296237249621955,0.12738523526376333,0.3298673757953999,0.34220881622163146,0.3563963312049446
fixed_total,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,12000,right_ood,18000,18000,0.0,0.4363726547592468,-0.31579937042879425,0.09899780366605979,0.3309520554673832,-0.12819105258217414,0.15991427664443347,0.20494902082756686,0.12089868748511905,0.15579661583845966,0.197199720246679,0.09037385687489251,0.10233669272208434,0.12813810585245533
fixed_total,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,12000,train_grid,54000,53908,0.0017037037037036518,0.3971550456239346,-0.07895898148548842,0.2721069548403201,0.28332903511274266,-0.04413051350212191,0.20868567933894352,0.21329886809501308,0.02236905344159784,0.1648402440207474,0.1663495613191952,0.16396649667691726,0.19467117995224936,0.28224389395326505
fixed_total,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,12000,in_domain_unseen,60000,59341,0.010983333333333345,0.4482914732477106,-0.10479771365513818,0.2862820503627775,0.304858314666039,-0.050922419088402886,0.22420265465233935,0.22991101764520938,0.02431662615925428,0.16478026014310948,0.1665634259756443,0.17512087426107942,0.20445368705652517,0.2932763039678999
fixed_total,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,12000,right_ood,6000,6000,0.0,0.4321703411646905,-0.30531605216855934,0.1175168891571395,0.32714799288053054,-0.125743549572966,0.16008849804484165,0.20355710765678148,0.1170983707585793,0.1568501525441697,0.19572914565554825,0.08935660660952062,0.10115807140798841,0.12439453294661645
fixed_total,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,12000,train_grid,60000,59796,0.0033999999999999586,0.419790510022639,-0.11975951328802106,0.2768935500741349,0.30168045495559637,-0.05214321773622995,0.21221539328784442,0.21852582262501377,0.03204725439900333,0.16710367220290523,0.17014757358398705,0.16091619111325792,0.18928968843055768,0.2813772521317413
fixed_total,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,12000,in_domain_unseen,12000,12000,0.0,0.22293771785924446,-0.016864985745414215,0.06269529552965598,0.06492149310824419,-0.021985155242996296,0.15060604709607325,0.15219605215372084,0.014762648413229952,0.14868319986476972,0.14940812389460686,0.09185279753198629,0.11401635573517205,0.17646539669135275
fixed_total,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,12000,left_ood,66000,66000,0.0,1.7294357650463286,1.0417938869775736,0.8172681209187094,1.3241040609804915,0.5889211785775238,0.856004939047708,1.0390194935911874,-0.28894031020848293,0.27322082871801007,0.39766190797442896,1.2567542955119402,1.159014129892509,0.7468403186544336
fixed_total,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,12000,right_ood,30000,30000,0.0,0.35190905842241066,-0.23455734523302865,0.05195173215513553,0.24024162984504305,-0.11225851591531509,0.14736202800354145,0.18524799011212603,0.09876284754431787,0.14850509054876782,0.17834552657289335,0.07582923250867198,0.09006404042225538,0.12991069056280777
fixed_total,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,12000,train_grid,18000,18000,0.0,0.23891211987819574,-0.01116774186053887,0.0973790309282117,0.09801462802799665,-0.019690798381478154,0.15537457531285553,0.15661304228420417,0.013289505766533177,0.15089447535468622,0.15147438299499,0.09390836352025969,0.11647124689075534,0.17933432269689087
fixed_total,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,12000,in_domain_unseen,12000,12000,0.0,0.2639887638079355,-0.04399091343047167,0.1277975009597889,0.13515191711271998,-0.039926134442180614,0.17872486095978118,0.18312293754541267,0.013388619531468793,0.13308732978446142,0.1337535661668029,0.17180214529761015,0.21638225830964705,0.35274923291071686
fixed_total,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,12000,left_ood,18000,17998,0.00011111111111106187,0.8909325118425767,0.596210587726762,0.30615928537422726,0.6702203853528853,0.301460570127023,0.46112206216357093,0.5509085380235543,-0.150739778016867,0.1346667851615249,0.20213019586991693,0.38519905990426373,0.3619531225978112,0.43911709492248546
fixed_total,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,12000,right_ood,78000,78000,0.0,0.5682640486787047,-0.4529335633507615,0.11648670703304806,0.4676727400239644,-0.17122263155436118,0.1609452588030119,0.234989858915232,0.16076768404134648,0.15211854555412987,0.22132781900653617,0.13632165543895267,0.1494321331806114,0.19375987174003423
fixed_total,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,12000,train_grid,18000,18000,0.0,0.29714561477841134,-0.02818319751128039,0.1740796570729817,0.17634153251068646,-0.033818575087198044,0.19057106936147308,0.1935433048930439,0.013356764573055688,0.13986726954585343,0.14049971325558205,0.18498243398845093,0.2323310225575174,0.36584095697295066
