group,n,seed,fold,fit_id,n_test,p_rrmse,q_rrmse,p_metric,q_metric,mean_diff,ci_lo,ci_hi,rel_improve
cell,15.0,42.0,2.0,,2400,0.17284498039223775,0.18338402973866186,0.02987538724679305,0.03362970236319041,0.0037543151163973642,0.0024351567574415994,0.004975343776645385,0.06097399717659028
cell,15.0,2026.0,2.0,,2400,0.1784095514528764,0.195886238137076,0.031829968049616554,0.038371418291495256,0.006541450241878704,0.004667516955753419,0.008187503787188827,0.09795824574345029
cell,15.0,3407.0,2.0,,2400,0.17284290890826634,0.18797712313676276,0.02987467115987126,0.03533539882277367,0.005460727662902409,0.0037403194177883926,0.007052025709705927,0.08756051563867552
cell,15.0,42.0,3.0,,2400,0.3785005195136837,0.32036689757113956,0.14326264327212843,0.10263494905935704,-0.04062769421277139,-0.04755422214554384,-0.03461748480359369,-0.15358927913028256
cell,15.0,2026.0,3.0,,2400,0.3305069612037885,0.31591971651464157,0.10923485140416254,0.0998052672826915,-0.009429584121471034,-0.01293995646295801,-0.006276455157355067,-0.04413596807769657
cell,15.0,3407.0,3.0,,2400,0.36971302091069175,0.3113761993996791,0.1366877178309096,0.09695513755258872,-0.0397325802783209,-0.04509544170803782,-0.03505873437718187,-0.1577894697008915
cell,15.0,42.0,4.0,,2400,0.09486007622377753,0.07646571965061234,0.008998434061180881,0.0058470062816860435,-0.003151427779494836,-0.0033237665514480705,-0.0029689738791303616,-0.19391041316235494
cell,15.0,2026.0,4.0,,2400,0.09004598828224936,0.0739767055773595,0.008108280005726987,0.005472552968079332,-0.0026357270376476533,-0.0028344315282472343,-0.0024246302888563044,-0.17845639779665315
cell,15.0,3407.0,4.0,,2400,0.1113408338388426,0.07723423211569741,0.012396781279928758,0.005965126610501425,-0.006431654669427333,-0.006732744509225351,-0.006115096069358651,-0.30632608493404956
cell,15.0,42.0,5.0,,2400,0.11401038650657677,0.1065141456752291,0.012998368231379023,0.011345263228923924,-0.0016531050024550982,-0.00202284496286912,-0.0013129922407263729,-0.06575050801108587
cell,15.0,2026.0,5.0,,2400,0.11489151245305146,0.10639640376551171,0.01320005963374968,0.011320194734233794,-0.0018798648995158862,-0.0022243100651627035,-0.0015412386366172458,-0.07394026335070779
cell,15.0,3407.0,5.0,,2400,0.10455807257263405,0.10755788146817923,0.010932390540104208,0.011568697865922892,0.0006363073258186841,0.000341244851746593,0.0009205103019938967,0.028690361458808215
cell,20.0,42.0,1.0,,2400,0.08617566229268835,0.08557586988799189,0.0074262447715834675,0.007323229507086517,-0.00010301526449694944,-0.0003373499495711643,9.723112463687685e-05,-0.006960113664799169
cell,20.0,2026.0,1.0,,2400,0.09003463398024145,0.0853294969616721,0.008106235315956048,0.007281123051732008,-0.0008251122642240403,-0.0010839520659602403,-0.0006023587959755707,-0.0522591897202794
cell,20.0,3407.0,1.0,,2400,0.09444983942736973,0.08690093468216298,0.008920772167855926,0.007551772448633557,-0.0013689997192223686,-0.0016904781811052539,-0.0010964118532870027,-0.07992501407068806
cell,20.0,42.0,2.0,,2400,0.13804557569510312,0.14104396987299378,0.019056580968992442,0.01989340143753398,0.0008368204685415357,0.00034461922922128594,0.0013340020445997166,0.021720320718667002
cell,20.0,2026.0,2.0,,2400,0.1366327511371462,0.13917003745228235,0.018668508683305326,0.01936829932446967,0.0006997906411643403,0.0001425104329647887,0.0012495556214506896,0.018570118028212124
cell,20.0,3407.0,2.0,,2400,0.13908589704283483,0.14427674568210977,0.019344886756210055,0.020815779344620183,0.0014708925884101326,0.0008893865982224416,0.0020551357071152978,0.03732117166182773
cell,20.0,42.0,3.0,,2400,0.1495756931387239,0.17915690279680643,0.0223728879779297,0.032097195819744344,0.009724307841814635,0.008388353755156175,0.011049192032649714,0.19776749174511565
cell,20.0,2026.0,3.0,,2400,0.1550341673765287,0.1776275371849205,0.02403559305413351,0.03155154196638031,0.007515948912246794,0.0065123937751000146,0.008499755249035828,0.14573155189410403
cell,20.0,3407.0,3.0,,2400,0.1535535127344539,0.18168449488189334,0.02357868127309009,0.03300925568048873,0.00943057440739864,0.008175881731860398,0.010683060235081586,0.18319986072925248
cell,20.0,42.0,4.0,,2400,0.32582328971627034,0.297991256259723,0.10616081612153264,0.08879878880724791,-0.017362027314284722,-0.020726203604471177,-0.014430928747032059,-0.08542063853318682
cell,20.0,2026.0,4.0,,2400,0.2667454970232189,0.30176682227650836,0.07115316018216411,0.09106321502686178,0.019910054844697662,0.014115983869828973,0.025114448034625463,0.13129115821678145
cell,20.0,3407.0,4.0,,2400,0.2809390074539347,0.2883068418791469,0.07892672590920197,0.08312083507432742,0.004194109165125438,7.164147141834602e-05,0.007929651114731413,0.026225743772588482
cell,20.0,42.0,5.0,,2400,0.1003636549033936,0.06349085442215735,0.010072863225567483,0.004031088595255577,-0.006041774630311906,-0.006312572284230436,-0.0057671575050088335,-0.3673919659136434
cell,20.0,2026.0,5.0,,2400,0.08600657756058493,0.06563238541953095,0.007397131383684911,0.00430761001585786,-0.0030895213678270514,-0.003299424281095672,-0.002867424447285353,-0.23689109273883086
cell,20.0,3407.0,5.0,,2400,0.08035440480774021,0.06371307852766663,0.006456830372006183,0.004059356375472614,-0.0023974739965335694,-0.0025689104857125615,-0.0022244082739575287,-0.20709911696677263
seed_42,,,,,48000,0.22226976564505702,0.21416834683839625,0.04940384871990857,0.04586808078749159,-0.003535767932416986,-0.004216430085070569,-0.0028448295373430547,-0.0364485866224286
seed_2026,,,,,48000,0.21437584699675935,0.2134241188358082,0.04595700377557798,0.045549854500841175,-0.0004071492747367994,-0.0011146711567694716,0.0002885154464993194,-0.004439530732049031
seed_3407,,,,,48000,0.2202661502410278,0.2135944500456867,0.048517176942003026,0.04562258909031935,-0.0028945878516836816,-0.0035940238230206464,-0.0022036797402078746,-0.030289266816714924
n_7,,,,,36000,0.2624986359261057,0.2593137223352136,0.06890553386306617,0.06724360659134425,-0.0016619272717219207,-0.0025953970012106147,-0.0006952067354131097,-0.012133067204923053
n_10,,,,,36000,0.23080938764385117,0.2206762455642617,0.05327297342452956,0.04869800535633834,-0.004574968068191218,-0.005572970432702197,-0.003569237795672859,-0.043902642708906335
n_15,,,,,36000,0.20218886571267003,0.1910346942106051,0.040880337418176114,0.036494254392139394,-0.004386083026036721,-0.005032577871943126,-0.003746144824538669,-0.05516709074334535
n_20,,,,,36000,0.16964235284134557,0.1740253798493604,0.028778527877547592,0.030284832831714167,0.0015063049541665715,0.0010023953963907391,0.0020243593240171997,0.025836867589981823
fold_1,,,,,28800,0.2551588621179029,0.2521979081653105,0.06510604491730299,0.06360378488295838,-0.001502260034344602,-0.002683674767010358,-0.0004282499806998209,-0.01160435474596291
fold_2,,,,,28800,0.24278694341543988,0.22002047933895622,0.058945499893012,0.04840901132854406,-0.010536488564467948,-0.011768530182520727,-0.009290300255885273,-0.09377136907040054
fold_3,,,,,28800,0.21651627204651228,0.20844072095682792,0.04687929606091932,0.043447534153002204,-0.003431761907917109,-0.004189907320672215,-0.0026578255412505708,-0.0372976636506542
fold_4,,,,,28800,0.1972825684145465,0.20746976371126047,0.038920411800240216,0.04304370285440625,0.0041232910541660365,0.003433953410528899,0.004786735267064685,0.05163758449914231
fold_5,,,,,28800,0.17304757455010678,0.17290702919635537,0.029945463057674766,0.029896840745509284,-4.8622312165488415e-05,-0.0004698956380945959,0.0003875935098890043,-0.0008121775420245106
pooled,,,,,144000,0.21899621719525172,0.2137292090306892,0.047959343145829864,0.04568017479288404,-0.0022791683529458226,-0.0026949121115171846,-0.0018920553847253843,-0.02405068102097208
