method,beta,n,n_total,n_valid,failure_rate,J1,P95_joint_error,CVaR95_joint_error,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.95_bias,x0.95_sd,x0.95_rmse,beta_abs_bias,beta_abs_sd,beta_abs_rmse,eta_abs_bias,eta_abs_sd,eta_abs_rmse,gamma_abs_bias,gamma_abs_sd,gamma_abs_rmse
MDM-0.1,5.0,7,1500,1497,0.0020000000000000018,0.9141733150571175,1.3658423047889399,1.4485893515377277,-0.5301138520299841,0.17971866367342923,0.5597302193943219,-0.44637000004634647,0.2664228450324037,0.5197883162504328,0.42742340061930856,0.25673236754104467,0.4985561581972295,0.051975096506342224,0.16200566389892904,0.17008737020771647,-2.6505692601499202,0.898593318367146,2.7986510969716094,-446.37000004634643,266.4228450324037,519.7883162504328,427.4234006193086,256.73236754104465,498.5561581972294
MDM-0.1,5.0,10,1500,1499,0.0006666666666667043,0.8112219775946206,1.2515603680139484,1.3347700476566087,-0.4682502379505526,0.1832179248754548,0.5027968766824862,-0.39150325396335756,0.23836130144131576,0.4583153992760463,0.3760415678009053,0.22914776393402922,0.4403191220908804,0.03734787530177244,0.1306582513294969,0.1358493790386317,-2.341251189752763,0.9160896243772738,2.5139843834124314,-391.50325396335757,238.36130144131573,458.31539927604626,376.0415678009054,229.1477639340292,440.31912209088046
MDM-0.1,5.0,15,1500,1500,0.0,0.7282011296363488,1.1509446807577122,1.2418981116958887,-0.4150337260588852,0.18318618150485982,0.4536384016033662,-0.34514410760662245,0.22242310816037444,0.4105648702701328,0.33077135217642184,0.21574734517906793,0.39487412310059844,0.026543181283443525,0.10598436681889999,0.1092233401123995,-2.075168630294426,0.9159309075242991,2.268192008016831,-345.14410760662247,222.42310816037445,410.5648702701328,330.7713521764219,215.74734517906793,394.8741231005984
MDM-0.1,5.0,20,1500,1500,0.0,0.6723515004511246,1.0863613113922153,1.1664693655578593,-0.38401790068207736,0.1738972425204383,0.4215327256965678,-0.3150315399916194,0.20743196799336477,0.3771527637278134,0.305165379688765,0.1975413886870656,0.363486580410024,0.02292136222026546,0.09088838243921661,0.0937047478861573,-1.9200895034103869,0.8694862126021915,2.1076636284828387,-315.0315399916194,207.43196799336476,377.15276372781346,305.16537968876503,197.54138868706562,363.48658041002403
MDM-0.1,5.25,7,1500,1487,0.008666666666666711,0.932851600068038,1.3835551365043133,1.483219869764913,-0.5460466863571029,0.17251410082879762,0.5726325911669891,-0.4556481121346972,0.25384716648649497,0.5215460205360112,0.44021885006845923,0.2465840801211023,0.5045348891181168,0.04576161196045473,0.15027130097443844,0.15703631142252888,-2.866745103374791,0.9056990293511875,3.006321103626693,-455.64811213469716,253.84716648649496,521.5460205360112,440.2188500684593,246.5840801211023,504.5348891181168
MDM-0.1,5.25,10,1500,1499,0.0006666666666667043,0.8554035534525595,1.275808483738723,1.3552425391694471,-0.49881510389973394,0.17527612371836454,0.5286943659759082,-0.42086088904687413,0.24007412050869362,0.4844801563657889,0.40337324274881864,0.2313198371956802,0.46495499101557786,0.037486660289207684,0.12613421594519245,0.13154648036227143,-2.6187792954736033,0.9201996495214138,2.7756454213735178,-420.8608890468741,240.07412050869357,484.48015636578884,403.3732427488186,231.3198371956802,464.9549910155779
MDM-0.1,5.25,15,1500,1500,0.0,0.7574335435971576,1.1785462469593038,1.258024506597091,-0.43613592217939123,0.1772663448451658,0.47076209567610333,-0.36859711785236277,0.21444282064454573,0.4264022765724562,0.3564505280642961,0.20794607361121736,0.41263751741039884,0.029867723820717687,0.10437837535563987,0.10853415562831943,-2.289713591441804,0.9306483104371204,2.4715010022995427,-368.5971178523627,214.44282064454575,426.4022765724562,356.4505280642961,207.94607361121737,412.6375174103988
MDM-0.1,5.25,20,1500,1500,0.0,0.6992822200860855,1.1313946069464345,1.2174637936452513,-0.40513752792445884,0.17215318385349312,0.44017425802875204,-0.3342345672314207,0.2013587536047091,0.3901679937589041,0.324932739482858,0.1935326000114464,0.3781681934582996,0.021636821400531758,0.08591313157349556,0.088568038853182,-2.126972021603409,0.9038042152308388,2.310914854650948,-334.2345672314207,201.3587536047091,390.16799375890406,324.93273948285804,193.5326000114464,378.1681934582996
MDM-0.1,5.5,7,1500,1495,0.0033333333333332993,0.9650330175952053,1.398911218599434,1.4723664592755241,-0.5716007876125725,0.16448887907444462,0.5947822741844893,-0.4847894828942422,0.24625476862943593,0.5437110362875052,0.4664198370798983,0.2420253286892816,0.525437477445376,0.045420195408498995,0.14124585242528334,0.14832410537489457,-3.1438043318691484,0.9046888349094454,3.271302508014691,-484.7894828942422,246.25476862943592,543.7110362875052,466.4198370798983,242.0253286892816,525.4374774453761
MDM-0.1,5.5,10,1500,1499,0.0006666666666667043,0.8683486366154987,1.296234723277406,1.3706100710023557,-0.5124433380336331,0.17149782136430922,0.5403610428951823,-0.43183808572179266,0.230873436018643,0.489643867524266,0.4144380965368445,0.2219992518093457,0.470116715261212,0.03187188753739134,0.1174039153823829,0.12161538271361322,-2.8184383591849813,0.9432380175037007,2.9719857359235022,-431.8380857217927,230.87343601864296,489.643867524266,414.43809653684445,221.99925180934568,470.11671526121205
MDM-0.1,5.5,15,1500,1500,0.0,0.7869234810813718,1.2167945997984777,1.2899070136423656,-0.46083295354937065,0.1667973789471319,0.49007124902771754,-0.3867046615736549,0.2143623966609038,0.4421098259787193,0.375352211345312,0.2067773192060636,0.428506286682825,0.02884771183620932,0.0984188294633438,0.1025280398742596,-2.5345812445215383,0.9173855842092256,2.6953918696524464,-386.70466157365496,214.36239666090376,442.1098259787193,375.352211345312,206.7773192060636,428.50628668282496
MDM-0.1,5.5,20,1500,1500,0.0,0.709126539949981,1.108746256621108,1.1885751090440904,-0.4177658831074178,0.16161754759791216,0.4479186882596993,-0.3439583973458795,0.19184194072148072,0.3938098192923206,0.33497191272578825,0.18697660044952857,0.38359239382199956,0.018658390715192093,0.08446638322562518,0.08647513549783425,-2.297712357090798,0.888896511788517,2.4635527854283463,-343.9583973458796,191.8419407214807,393.80981929232064,334.9719127257883,186.97660044952855,383.59239382199956
MDM-0.1,5.75,7,1500,1489,0.007333333333333303,0.9940424279605015,1.421025424403351,1.505018192318859,-0.5853442220450068,0.16260104146653673,0.6074941980702178,-0.5090143807738494,0.23714907400459262,0.5615136267561681,0.48778913833699805,0.23117772576044016,0.5397642933716166,0.04597936519887987,0.13546124457313144,0.14300883632462735,-3.365729276758789,0.9349559884325861,3.493091638903752,-509.0143807738495,237.1490740045926,561.5136267561682,487.78913833699806,231.17772576044015,539.7642933716165
MDM-0.1,5.75,10,1500,1499,0.0006666666666667043,0.8839397302143881,1.2890265515771526,1.3721380471818605,-0.5256397758281431,0.16467184285664296,0.5508138522452803,-0.4449848096713678,0.2228175297036738,0.4976203491285356,0.428776405367432,0.21271644339529897,0.4786097632134867,0.028345142024778995,0.11337915701225779,0.11683195074685103,-3.022428711011823,0.946863096425697,3.167179650410362,-444.9848096713677,222.8175297036738,497.62034912853557,428.776405367432,212.71644339529894,478.6097632134867
MDM-0.1,5.75,15,1500,1500,0.0,0.8007337988729156,1.2166998990208098,1.3007970874217338,-0.4747907159877568,0.1627349326847703,0.5018876639234516,-0.39676261154667486,0.2068516276903071,0.4474143948685025,0.3863749701114625,0.19961135820458462,0.43486060838314966,0.023832824412795942,0.09381594257704927,0.09676552578470438,-2.730046616929602,0.9357258629374291,2.885854067559847,-396.7626115466749,206.85162769030708,447.4143948685025,386.3749701114626,199.61135820458463,434.86060838314967
MDM-0.1,5.75,20,1500,1500,0.0,0.7482102844014915,1.1294369325237978,1.204120165540209,-0.4448126828825821,0.15756914952362078,0.47187901808642646,-0.37324259410266086,0.1847271672867764,0.4164269575432461,0.3625327924451622,0.17980249729215206,0.40464479609309983,0.0188714165835131,0.08302216220593722,0.08511295237274924,-2.5576729265748472,0.9060226097608193,2.713304353996952,-373.2425941026609,184.7271672867764,416.4269575432461,362.53279244516216,179.80249729215203,404.64479609309984
