route,n,beta,gamma_over_eta,count,relative_bias,within_cell_variance,cell_mse,identity_residual
Q,15,3.5,0.75,3000,-0.02911185004240057,0.005623340702698461,0.006470840515589679,0.0
Q,15,3.5,1.0,3000,-0.03672218032523597,0.0032040986376348363,0.004552617165473984,-4.336808689942018e-19
Q,15,4.0,0.1,3000,-0.019772586732991763,0.013883512820645566,0.014274468006759244,-3.469446951953614e-18
Q,15,4.0,0.25,3000,-0.0595237358828308,0.011303772573570325,0.014846847707019325,0.0
Q,15,4.0,0.5,3000,-0.0315281646078735,0.007877245188817434,0.0088712703523586,-1.734723475976807e-18
Q,15,4.0,0.75,3000,-0.023348113977321797,0.003734778544627891,0.004279912970925899,-1.734723475976807e-18
Q,15,4.0,1.0,3000,-0.030566865291908774,0.0025973269221145215,0.0035316601758882183,-4.336808689942018e-19
Q,15,4.5,0.1,3000,-0.03726355565233316,0.010064319927552384,0.011452892507406914,0.0
Q,15,4.5,0.25,3000,-0.0813566508950559,0.006327907191744161,0.01294681183660416,0.0
Q,15,4.5,0.5,3000,-0.04007727453906273,0.005354605016627756,0.006960792951107161,0.0
Q,15,4.5,0.75,3000,-0.04023146143206281,0.004325954103888499,0.005944524592848057,0.0
Q,15,4.5,1.0,3000,-0.03516374221647857,0.0017969707168493875,0.0030334594835163447,0.0
Q,15,5.0,0.1,3000,-0.06850898267220021,0.007860477258379833,0.012553957965159658,-3.469446951953614e-18
Q,15,5.0,0.25,3000,-0.08191197159367326,0.006559505737634547,0.013269076827997283,0.0
Q,15,5.0,0.5,3000,-0.05825373373401695,0.004205360338771227,0.007598857832724972,0.0
Q,15,5.0,0.75,3000,-0.04058037559300283,0.0028324511271803914,0.004479218010449571,-4.336808689942018e-19
Q,15,5.0,1.0,3000,-0.04831826578094903,0.002026325847279565,0.004360980655357995,4.336808689942018e-19
Q,20,1.5,0.1,3000,0.17080190849316812,0.051473583605562374,0.08064687555047095,6.938893903907228e-18
Q,20,1.5,0.25,3000,-0.03609084072689317,0.030477750590838643,0.03178029937521261,-3.469446951953614e-18
Q,20,1.5,0.5,3000,-0.024736275751675446,0.020706302010725,0.021318185348787922,-3.469446951953614e-18
Q,20,1.5,0.75,3000,-0.008942935407729237,0.008398219050486891,0.008478195144193708,0.0
Q,20,1.5,1.0,3000,-0.016047377049760447,0.003767453161875719,0.004024971472052898,8.673617379884035e-19
Q,20,2.0,0.1,3000,0.07478001984332999,0.046783750713635774,0.0523758020814046,-6.938893903907228e-18
Q,20,2.0,0.25,3000,-0.0612813142527181,0.027834511930631668,0.03158991140717206,0.0
Q,20,2.0,0.5,3000,-0.02373571092506245,0.02085897307883335,0.02142235705195148,3.469446951953614e-18
Q,20,2.0,0.75,3000,-0.012981618755809905,0.008826887160701968,0.008995409586223163,0.0
Q,20,2.0,1.0,3000,-0.0028990370659312246,0.005647210860956285,0.005655615276865928,0.0
Q,20,2.5,0.1,3000,0.042429090463051884,0.028769159656080054,0.0305693873736019,6.938893903907228e-18
Q,20,2.5,0.25,3000,-0.03613765020169376,0.02441784674461774,0.025723776506717717,0.0
Q,20,2.5,0.5,3000,-0.016970759072507464,0.013763083742232946,0.014051090405730042,1.734723475976807e-18
Q,20,2.5,0.75,3000,-0.008164175862321524,0.0074366704528398084,0.0075033242203507225,8.673617379884035e-19
Q,20,2.5,1.0,3000,-0.011089964137944358,0.0039219198036343685,0.00404490710821526,0.0
Q,20,3.0,0.1,3000,0.050372084515758614,0.02444073031590592,0.026978077214368647,0.0
Q,20,3.0,0.25,3000,-0.03993243922665715,0.018340203856859593,0.019934803559450265,3.469446951953614e-18
Q,20,3.0,0.5,3000,-0.010407742428905598,0.012268501255586078,0.01237682235805252,1.734723475976807e-18
Q,20,3.0,0.75,3000,-0.007268275458358251,0.005724656669155655,0.005777484497294227,-8.673617379884035e-19
Q,20,3.0,1.0,3000,-0.011023503482326873,0.003314153350150269,0.0034356709791751416,0.0
Q,20,3.5,0.1,3000,0.011369247649926062,0.015755170464307577,0.015884430256432925,0.0
Q,20,3.5,0.25,3000,-0.042885432874833894,0.011001876992416297,0.01284103734527818,0.0
Q,20,3.5,0.5,3000,-0.01658120360396727,0.007368606475421136,0.007643542788377353,-8.673617379884035e-19
Q,20,3.5,0.75,3000,-0.01220110907989753,0.004156179070494756,0.004305046133274314,0.0
Q,20,3.5,1.0,3000,-0.01651434938677297,0.0032996309295743216,0.0035723546652427305,0.0
Q,20,4.0,0.1,3000,-0.01667723721088502,0.010468233605738024,0.010746363846726153,0.0
Q,20,4.0,0.25,3000,-0.054965049080411214,0.008990597259166278,0.012011753879578289,-3.469446951953614e-18
Q,20,4.0,0.5,3000,-0.018539829401248424,0.005834301612608187,0.006178026886835582,-8.673617379884035e-19
Q,20,4.0,0.75,3000,-0.024087883995461502,0.0035080011175520945,0.004088227272930904,-4.336808689942018e-19
Q,20,4.0,1.0,3000,-0.027170014041455942,0.0020420514463100107,0.0027802611093229236,-4.336808689942018e-19
Q,20,4.5,0.1,3000,-0.03589759875037544,0.007839080651370699,0.009127718247413654,-1.734723475976807e-18
Q,20,4.5,0.25,3000,-0.06587907066239373,0.007355425581765876,0.011695477533106546,2.6020852139652106e-18
Q,20,4.5,0.5,3000,-0.029960957534378774,0.004256061529743709,0.005153720506120557,-8.673617379884035e-19
Q,20,4.5,0.75,3000,-0.0275562430396288,0.0028599560602273625,0.0036193025906864533,0.0
Q,20,4.5,1.0,3000,-0.02783318171349826,0.0020805238381238146,0.0028552098424204277,-8.673617379884035e-19
Q,20,5.0,0.1,3000,-0.05649259929150321,0.006563639393488579,0.009755053168198927,-8.673617379884035e-19
Q,20,5.0,0.25,3000,-0.08229340224026158,0.005551029772839875,0.012323233825117366,1.734723475976807e-18
Q,20,5.0,0.5,3000,-0.048595386020855356,0.003102185859861952,0.005463697402377896,-4.336808689942018e-19
Q,20,5.0,0.75,3000,-0.032674417206034076,0.0023797376809725312,0.0034473552207265066,-4.336808689942018e-19
Q,20,5.0,1.0,3000,-0.036214199976033645,0.0014714482210707205,0.0027829165009748756,-2.168404344971009e-19
QCP,7,1.5,0.1,3000,0.36465377443424707,0.1671030313103661,0.3000754065195088,-2.7755575615628914e-17
QCP,7,1.5,0.25,3000,0.06572978627377112,0.09704605675142075,0.10136646155501638,0.0
QCP,7,1.5,0.5,3000,-0.07293732991089048,0.06578670931380966,0.07110656340833972,-1.3877787807814457e-17
QCP,7,1.5,0.75,3000,-0.04359118424066886,0.03666193624301868,0.038562127586522624,6.938893903907228e-18
QCP,7,1.5,1.0,3000,-0.05622861741385956,0.014612213876553719,0.01777387129282791,1.734723475976807e-18
QCP,7,2.0,0.1,3000,0.19401935729033995,0.11827930074366431,0.15592281174702088,-1.3877787807814457e-17
QCP,7,2.0,0.25,3000,0.005443450042492865,0.06557104440987775,0.06560067555824287,0.0
QCP,7,2.0,0.5,3000,-0.0764854807760712,0.050898704876575926,0.056748733646122686,0.0
QCP,7,2.0,0.75,3000,-0.03781986677112582,0.03009743670643496,0.03152777902902067,0.0
QCP,7,2.0,1.0,3000,-0.04751493861665646,0.010825593280967157,0.013083262672711787,-1.734723475976807e-18
QCP,7,2.5,0.1,3000,0.10234628838383165,0.0671583303084689,0.07763309305441533,0.0
QCP,7,2.5,0.25,3000,-0.048979848761269144,0.04960635134413,0.052005376928806794,-6.938893903907228e-18
QCP,7,2.5,0.5,3000,-0.07119970376003766,0.04917335582115084,0.05424275363666795,-6.938893903907228e-18
QCP,7,2.5,0.75,3000,-0.029533756978361757,0.020582166021310366,0.021454408822567297,0.0
QCP,7,2.5,1.0,3000,-0.041687038997892466,0.008737800314363638,0.010475609534775445,0.0
QCP,7,3.0,0.1,3000,0.044351718972240634,0.04616792971305985,0.04813500468885246,0.0
QCP,7,3.0,0.25,3000,-0.039789767073804494,0.03597664834199576,0.03755987390578338,6.938893903907228e-18
QCP,7,3.0,0.5,3000,-0.06643754917967211,0.029569203735417222,0.03398315167641857,-3.469446951953614e-18
QCP,7,3.0,0.75,3000,-0.03631662145525176,0.016674080406537752,0.017992977400461803,-3.469446951953614e-18
QCP,7,3.0,1.0,3000,-0.05246331424625047,0.005658806754934856,0.008411206096635683,0.0
QCP,7,3.5,0.1,3000,-0.0056671403637034625,0.02479076210014134,0.024822878580043256,0.0
QCP,7,3.5,0.25,3000,-0.09577480331841313,0.02094241658376383,0.030115229534444548,-3.469446951953614e-18
QCP,7,3.5,0.5,3000,-0.06682846457589767,0.02116744721569644,0.02563349089326845,3.469446951953614e-18
QCP,7,3.5,0.75,3000,-0.042188872030720706,0.011345983056361898,0.013125883979586424,-1.734723475976807e-18
QCP,7,3.5,1.0,3000,-0.054867179833754484,0.004217377552618696,0.00722778497552825,-8.673617379884035e-19
QCP,7,4.0,0.1,3000,-0.03400046383869873,0.015906505955281397,0.017062537496528057,0.0
QCP,7,4.0,0.25,3000,-0.10499625462466793,0.014398604166061603,0.0254228176512697,-1.734723475976807e-18
QCP,7,4.0,0.5,3000,-0.08920774511868512,0.01555739410423078,0.023515415893391074,3.469446951953614e-18
QCP,7,4.0,0.75,3000,-0.048047318253427874,0.009043613387957204,0.011352158179303387,0.0
QCP,7,4.0,1.0,3000,-0.06543647670784897,0.002527310712538836,0.006809243196475696,-4.336808689942018e-19
QCP,7,4.5,0.1,3000,-0.08048552554287017,0.013585258942242724,0.020063178764154727,-3.469446951953614e-18
QCP,7,4.5,0.25,3000,-0.13534589101971262,0.011643269824216356,0.02996178004013628,0.0
QCP,7,4.5,0.5,3000,-0.1036339245204581,0.013676832631049544,0.024416822942561547,-1.734723475976807e-18
QCP,7,4.5,0.75,3000,-0.058756970804795854,0.006556110455294384,0.010008492073450016,0.0
QCP,7,4.5,1.0,3000,-0.08199519692689743,0.0024514627621691886,0.009174675081249879,8.673617379884035e-19
QCP,7,5.0,0.1,3000,-0.10465755649808246,0.007605750157337313,0.018558954289486635,0.0
QCP,7,5.0,0.25,3000,-0.15917709939309863,0.00864629243921003,0.03398364141041042,-6.938893903907228e-18
QCP,7,5.0,0.5,3000,-0.11001981666210296,0.010229594340319857,0.022333954398682607,1.734723475976807e-18
QCP,7,5.0,0.75,3000,-0.0685386996075625,0.005182235555641307,0.009879788899536992,-1.734723475976807e-18
QCP,7,5.0,1.0,3000,-0.09058540693724838,0.0018122961752931783,0.010018012125280066,-1.0842021724855044e-18
QCP,10,1.5,0.1,3000,0.2898506280827011,0.1192703369065721,0.20328372350650842,-1.3877787807814457e-17
QCP,10,1.5,0.25,3000,-0.00783635949252736,0.05801948703230831,0.05808089556240444,6.938893903907228e-18
QCP,10,1.5,0.5,3000,-0.06158511758854123,0.04985512072939233,0.053647847437786764,-1.3877787807814457e-17
QCP,10,1.5,0.75,3000,-0.03284275978165291,0.020952245604579502,0.022030892474654857,-3.469446951953614e-18
QCP,10,1.5,1.0,3000,-0.04697704268658466,0.008528900620250404,0.010735743159827602,0.0
QCP,10,2.0,0.1,3000,0.13998555848659877,0.0864341283057959,0.10603008489060088,1.3877787807814457e-17
QCP,10,2.0,0.25,3000,-0.03552511800472106,0.052780583102651386,0.05404261711190074,0.0
QCP,10,2.0,0.5,3000,-0.05278773794741937,0.04456186098973766,0.04734840626734309,6.938893903907228e-18
QCP,10,2.0,0.75,3000,-0.023672935829328102,0.018569250984374633,0.01912965887515412,0.0
QCP,10,2.0,1.0,3000,-0.030071229579783296,0.00837947431644245,0.009283753164882483,0.0
QCP,10,2.5,0.1,3000,0.06588032789630355,0.049116945019981206,0.05345716262370568,0.0
QCP,10,2.5,0.25,3000,-0.048056931983495206,0.0446889411270022,0.04699840983866849,0.0
QCP,10,2.5,0.5,3000,-0.04094832421812559,0.03086384603543912,0.032540611291711846,-3.469446951953614e-18
QCP,10,2.5,0.75,3000,-0.009597564574313159,0.014322800769776071,0.014414914015534179,-3.469446951953614e-18
QCP,10,2.5,1.0,3000,-0.02666287411918893,0.006467136962834503,0.007178045819130218,0.0
QCP,10,3.0,0.1,3000,0.0484302412840334,0.03766870929061897,0.04001419756144866,0.0
QCP,10,3.0,0.25,3000,-0.05965942221491908,0.027724077833387806,0.031283324492405784,-3.469446951953614e-18
QCP,10,3.0,0.5,3000,-0.03720466091514148,0.027631335545064434,0.029015522338875097,6.938893903907228e-18
QCP,10,3.0,0.75,3000,-0.005313913102760731,0.01189639977180642,0.01192463744427011,-1.734723475976807e-18
QCP,10,3.0,1.0,3000,-0.033007295045758535,0.004300682573443096,0.0053901640996808515,-8.673617379884035e-19
QCP,10,3.5,0.1,3000,0.01661797383710412,0.019702468631456825,0.0199786256859075,0.0
QCP,10,3.5,0.25,3000,-0.07049245530412251,0.01836524553475837,0.023334431789562075,-3.469446951953614e-18
QCP,10,3.5,0.5,3000,-0.045197647656796104,0.016460797458667766,0.018503624812375653,0.0
QCP,10,3.5,0.75,3000,-0.0209154605559573,0.007261078167065203,0.007698534657333008,0.0
QCP,10,3.5,1.0,3000,-0.0418325384142326,0.0036912029943832842,0.00544116426456153,-8.673617379884035e-19
QCP,10,4.0,0.1,3000,-0.022155318295233276,0.016969306329829726,0.017460164458592824,0.0
QCP,10,4.0,0.25,3000,-0.09273922577766038,0.015377790787344893,0.023978354785184758,-1.734723475976807e-18
QCP,10,4.0,0.5,3000,-0.04994812749166885,0.010226088341385742,0.012720903781309748,0.0
QCP,10,4.0,0.75,3000,-0.023010532301052385,0.006467297605605031,0.006996782202382806,0.0
QCP,10,4.0,1.0,3000,-0.044925502496128804,0.0023481301849799666,0.004366430959509642,0.0
QCP,10,4.5,0.1,3000,-0.05450025601230989,0.010359574396805907,0.013329852302213228,0.0
QCP,10,4.5,0.25,3000,-0.09575271299141817,0.01048389655577675,0.01965247860099365,-1.734723475976807e-18
QCP,10,4.5,0.5,3000,-0.06673194145597518,0.008184201816307595,0.012637353826791292,-1.734723475976807e-18
QCP,10,4.5,0.75,3000,-0.044818823748604096,0.004704455794009894,0.006713182756218333,0.0
QCP,10,4.5,1.0,3000,-0.0531450397593638,0.0016017379132022785,0.004426133164226638,2.168404344971009e-19
QCP,10,5.0,0.1,3000,-0.08079807847309954,0.007944437981856354,0.014472767466801505,0.0
QCP,10,5.0,0.25,3000,-0.1192381451045876,0.008428083246805771,0.02264581849478846,-1.734723475976807e-18
QCP,10,5.0,0.5,3000,-0.08275182460898699,0.005052882220797629,0.011900746696914174,8.673617379884035e-19
QCP,10,5.0,0.75,3000,-0.059051397573692155,0.0033026049021620944,0.0067896724575683505,4.336808689942018e-19
QCP,10,5.0,1.0,3000,-0.06420027386451056,0.0011715785397576235,0.005293253704035781,0.0
QCP,15,1.5,0.1,3000,0.22075702886045717,0.09516422055721059,0.1438978863485073,0.0
QCP,15,1.5,0.25,3000,-0.034849484864760596,0.039221098651037095,0.04043558524637627,0.0
QCP,15,1.5,0.5,3000,-0.07164631447278831,0.02811398416092706,0.03324717853846074,0.0
QCP,15,1.5,0.75,3000,-0.023665274746355255,0.011720402901443537,0.012280448130264016,-1.734723475976807e-18
QCP,15,1.5,1.0,3000,-0.024231889953032805,0.004800691441800473,0.005387875932496365,0.0
QCP,15,2.0,0.1,3000,0.11398396656670229,0.061425648238978996,0.0744179928732581,-6.938893903907228e-18
QCP,15,2.0,0.25,3000,-0.021597555099848252,0.04415675700810062,0.044623211394391606,0.0
QCP,15,2.0,0.5,3000,-0.04105912128917892,0.024060183395531065,0.025746034836570567,-3.469446951953614e-18
QCP,15,2.0,0.75,3000,0.0019643233293269685,0.014361119223537193,0.014364977789679332,1.734723475976807e-18
QCP,15,2.0,1.0,3000,-0.01912178967828307,0.005908622329924209,0.0062742651704247015,-8.673617379884035e-19
QCP,15,2.5,0.1,3000,0.04960560690523804,0.0427308226624995,0.0451915388989365,0.0
QCP,15,2.5,0.25,3000,-0.0385697266052169,0.031483069482695476,0.032970693293096646,-6.938893903907228e-18
QCP,15,2.5,0.5,3000,-0.022876110933364543,0.017772144471567344,0.01829546092300294,-3.469446951953614e-18
QCP,15,2.5,0.75,3000,-0.009341854487767174,0.010075180372426364,0.01016245061769698,1.734723475976807e-18
QCP,15,2.5,1.0,3000,-0.009173588990184915,0.005802129510089426,0.005886284245050268,0.0
QCP,15,3.0,0.1,3000,0.016541728543988332,0.02650274999777263,0.02677637878099563,0.0
QCP,15,3.0,0.25,3000,-0.041197944233553545,0.02082198949149229,0.022519260100563276,-3.469446951953614e-18
QCP,15,3.0,0.5,3000,-0.02697371484441434,0.016404738953950594,0.01713232024645837,-3.469446951953614e-18
QCP,15,3.0,0.75,3000,0.002619827262877758,0.008950358919567311,0.008957222414454631,1.734723475976807e-18
QCP,15,3.0,1.0,3000,-0.014891735072224643,0.003978188252805823,0.004199952026267148,0.0
QCP,15,3.5,0.1,3000,-0.0017477763482172577,0.019595109511545188,0.019598164233708575,0.0
QCP,15,3.5,0.25,3000,-0.05010164928380982,0.01585143150314996,0.01836160676410784,0.0
QCP,15,3.5,0.5,3000,-0.006406287506282752,0.01223981156190322,0.012280852081516372,-1.734723475976807e-18
QCP,15,3.5,0.75,3000,-0.01900366690026082,0.005300620890694068,0.005661760246350137,8.673617379884035e-19
QCP,15,3.5,1.0,3000,-0.02939347528360304,0.002795712509709351,0.003659688898957133,-4.336808689942018e-19
QCP,15,4.0,0.1,3000,-0.011564605663403806,0.012225505240783337,0.012359245344933368,0.0
QCP,15,4.0,0.25,3000,-0.05354181199468832,0.011496968499064958,0.014363694130739508,0.0
QCP,15,4.0,0.5,3000,-0.03217105803267699,0.00749646368422389,0.00853144065916576,-8.673617379884035e-19
QCP,15,4.0,0.75,3000,-0.013191839350452483,0.0029986246981112733,0.0031726493235594198,0.0
QCP,15,4.0,1.0,3000,-0.024390274296698673,0.0019981087796493084,0.002592994259917508,-4.336808689942018e-19
QCP,15,4.5,0.1,3000,-0.03603720541737736,0.008000025987028148,0.0092987061613224,0.0
QCP,15,4.5,0.25,3000,-0.08015886520873755,0.006021506729304434,0.012446950400856988,-8.673617379884035e-19
QCP,15,4.5,0.5,3000,-0.04183068854284708,0.004755611385609754,0.006505417889578432,0.0
QCP,15,4.5,0.75,3000,-0.032473938583018024,0.003537563706783674,0.0045921203938773004,-4.336808689942018e-19
QCP,15,4.5,1.0,3000,-0.03128147464663804,0.0012412078580467162,0.0022197385141149747,2.168404344971009e-19
QCP,15,5.0,0.1,3000,-0.06655736032417675,0.005530238813520002,0.009960121026842296,-3.469446951953614e-18
QCP,15,5.0,0.25,3000,-0.08406220580538336,0.005890319652046567,0.012956774096913195,8.673617379884035e-19
QCP,15,5.0,0.5,3000,-0.06427268341609182,0.003771939659641039,0.007902917493146203,-8.673617379884035e-19
QCP,15,5.0,0.75,3000,-0.039140634136071335,0.002299453886402972,0.0038314431269767645,-4.336808689942018e-19
QCP,15,5.0,1.0,3000,-0.04564905233444733,0.001275830640711422,0.0033596666197445333,-2.168404344971009e-19
QCP,20,1.5,0.1,3000,0.16197085400315214,0.05593455233389729,0.08216910988040771,-6.938893903907228e-18
QCP,20,1.5,0.25,3000,-0.02450340904021323,0.031589199029562164,0.032189616084154174,6.938893903907228e-18
QCP,20,1.5,0.5,3000,-0.014254010792001585,0.01992054463658635,0.020123721460244846,-3.469446951953614e-18
QCP,20,1.5,0.75,3000,-0.005879548020258274,0.008088767390847474,0.008123336475769996,-1.734723475976807e-18
QCP,20,1.5,1.0,3000,-0.0217731187003598,0.0030332629445217925,0.0035073316424617494,-8.673617379884035e-19
QCP,20,2.0,0.1,3000,0.06301577782019012,0.05257368058995311,0.05654466884423668,0.0
QCP,20,2.0,0.25,3000,-0.05164054497930435,0.027908596208976587,0.030575342094736134,-6.938893903907228e-18
QCP,20,2.0,0.5,3000,-0.01569489586835698,0.019075601507422782,0.019321931263741352,0.0
QCP,20,2.0,0.75,3000,-0.011236077385489504,0.008911171475880508,0.009037420910893216,0.0
QCP,20,2.0,1.0,3000,-0.010529548980058583,0.004388376832262971,0.004499248233986423,0.0
QCP,20,2.5,0.1,3000,0.043353212848702395,0.031670629277543015,0.0335501303418479,-6.938893903907228e-18
QCP,20,2.5,0.25,3000,-0.031052000194062807,0.0244783883888615,0.025442615104913576,0.0
QCP,20,2.5,0.5,3000,-0.012133878306102512,0.012708754254627417,0.01285598525737472,-1.734723475976807e-18
QCP,20,2.5,0.75,3000,-0.005341303209442534,0.007878760253896363,0.00790728977387156,-3.469446951953614e-18
QCP,20,2.5,1.0,3000,-0.016531019047240077,0.003248437190901401,0.003521711781641616,8.673617379884035e-19
QCP,20,3.0,0.1,3000,0.060698292566264474,0.02513577362279199,0.02882005634325183,0.0
QCP,20,3.0,0.25,3000,-0.036321673248489485,0.01975116550040066,0.021070429447970697,0.0
QCP,20,3.0,0.5,3000,-0.004746185432533821,0.011147256816735463,0.011169783092895458,-1.734723475976807e-18
QCP,20,3.0,0.75,3000,-0.0029452826467265066,0.005906753966397493,0.005915428656266601,0.0
QCP,20,3.0,1.0,3000,-0.012439019261426439,0.0029209016734881433,0.0030756308736742816,4.336808689942018e-19
QCP,20,3.5,0.1,3000,0.019065882429878913,0.014470472422046993,0.014833980294876956,-1.734723475976807e-18
QCP,20,3.5,0.25,3000,-0.03865328486952058,0.011869334248167704,0.01336341067937201,-3.469446951953614e-18
QCP,20,3.5,0.5,3000,-0.010000354700738777,0.006664216236781887,0.006764223330922477,1.734723475976807e-18
QCP,20,3.5,0.75,3000,-0.004404496404833177,0.004088637602072562,0.004108037190652751,0.0
QCP,20,3.5,1.0,3000,-0.01570368552634318,0.0023460450050105893,0.0025926507441208693,-4.336808689942018e-19
QCP,20,4.0,0.1,3000,-0.005616996846133285,0.008071268667080033,0.008102819320649506,1.734723475976807e-18
QCP,20,4.0,0.25,3000,-0.050470187113439355,0.009118050262926142,0.011665290050191722,0.0
QCP,20,4.0,0.5,3000,-0.01469554474831845,0.004780106416432336,0.004996065451882165,0.0
QCP,20,4.0,0.75,3000,-0.018028069073111205,0.0033477540208644322,0.0036727652953693,-8.673617379884035e-19
QCP,20,4.0,1.0,3000,-0.023112108865596726,0.0014679495022969634,0.002002119078512158,-2.168404344971009e-19
QCP,20,4.5,0.1,3000,-0.029593182253129877,0.005563299526323696,0.006439055962190658,8.673617379884035e-19
QCP,20,4.5,0.25,3000,-0.06476371960221028,0.006904804736970267,0.011099144113683984,8.673617379884035e-19
QCP,20,4.5,0.5,3000,-0.029296311479294672,0.002796443744759138,0.003654717611050991,0.0
QCP,20,4.5,0.75,3000,-0.024549478642550335,0.002727492729220515,0.00333016963084155,0.0
QCP,20,4.5,1.0,3000,-0.02501770735842092,0.0011240361625312267,0.0017499218440028149,-2.168404344971009e-19
QCP,20,5.0,0.1,3000,-0.05421270302125655,0.0039629774331437434,0.0069019946020147036,8.673617379884035e-19
QCP,20,5.0,0.25,3000,-0.08614233689330407,0.004832306448460379,0.012252808653899872,-1.734723475976807e-18
QCP,20,5.0,0.5,3000,-0.052638238218677844,0.002127437259117821,0.004898221381884098,-4.336808689942018e-19
QCP,20,5.0,0.75,3000,-0.034385602277971584,0.0019873896760985994,0.003169759320117444,0.0
QCP,20,5.0,1.0,3000,-0.036109121019488155,0.000749652104939319,0.00205352072573936,-1.0842021724855044e-19
