beta,gamma_over_eta,n,repeat_id,cohort_delta,orig_best_delta,orig_best_loss,extended_best_delta,extended_best_loss,migrated,loss_improvement,rel_improvement
1.5,0.5,7,221,0.5,0.5,0.0317367644339792,0.74,0.017914368916545,True,0.0138223955174342,0.4355325996192339
1.5,0.5,7,225,0.5,0.5,0.182424745548278,1.0,0.1120777504793834,True,0.0703469950688946,0.3856219991288274
1.5,0.5,7,228,0.5,0.5,0.0109325300802846,0.62,0.0074829994521039,True,0.0034495306281807,0.3155290315095042
1.5,0.5,7,242,0.5,0.5,0.088577974595887,0.9,0.0146494702168371,True,0.0739285043790498,0.8346149786821001
1.5,0.5,7,243,0.5,0.5,0.0429404789624728,0.52,0.0429110668315476,True,2.9412130925221547e-05,0.0006849511611392
1.5,0.5,7,247,0.5,0.5,0.0230976214478429,0.54,0.0223849112277765,True,0.0007127102200663,0.030856433493629
1.5,0.5,7,250,0.5,0.5,0.0908684836580329,0.5,0.0908684836580329,False,0.0,0.0
1.5,0.5,7,257,0.5,0.5,0.1861118468292708,1.0,0.0860821934349407,True,0.1000296533943301,0.5374706398249438
1.5,0.5,7,259,0.5,0.5,0.2246385650031935,1.0,0.0297824142239322,True,0.1948561507792613,0.8674207421886406
1.5,0.5,7,260,0.5,0.5,0.2744029588686713,1.0,0.2504474096978761,True,0.0239555491707951,0.0873006226666098
1.5,0.5,7,264,0.5,0.5,0.626328170517984,0.72,0.2290923137943801,True,0.3972358567236038,0.6342295866958739
1.5,0.5,7,278,0.5,0.5,0.2316643743876686,1.0,0.1745635220143298,True,0.0571008523733388,0.2464809383154698
1.5,0.5,7,285,0.5,0.5,0.0062955077362822,0.5,0.0062955077362822,False,0.0,0.0
1.5,0.5,7,292,0.5,0.5,0.0926453334389142,0.7,0.0473319393457066,True,0.0453133940932076,0.4891060608366747
1.5,0.5,7,315,0.5,0.5,0.0239472185783625,0.7,0.0119739438428957,True,0.0119732747354667,0.4999860295376922
1.5,0.5,7,316,0.5,0.5,0.1107086320278038,0.54,0.1105607395390234,True,0.0001478924887803,0.0013358713414797
1.5,0.5,7,318,0.5,0.5,0.1514934128542925,1.0,0.1250508608335966,True,0.0264425520206959,0.1745458863358541
1.5,0.5,7,320,0.5,0.5,0.185968322469138,1.0,0.0809646019477731,True,0.1050037205213649,0.5646322939692622
1.5,0.5,7,321,0.5,0.5,0.1376670729206915,0.7,0.1320555157024317,True,0.0056115572182597,0.0407617965516889
1.5,0.5,7,322,0.5,0.5,0.0373643450743583,0.66,0.0221235836320307,True,0.0152407614423276,0.4078958539751504
1.5,0.5,7,323,0.5,0.5,0.0422686138935648,0.66,0.039665140397496,True,0.0026034734960688,0.0615935384733584
1.5,0.5,7,326,0.5,0.5,0.0300963344105593,0.86,0.0027324366886671,True,0.0273638977218921,0.9092103160673132
1.5,0.5,7,327,0.5,0.5,0.0580567882065182,0.78,0.0088919416733981,True,0.04916484653312,0.8468406202257016
1.5,0.5,7,332,0.5,0.5,0.0740486486807991,1.0,0.0302275749721512,True,0.0438210737086479,0.5917876219125492
1.5,0.5,7,334,0.5,0.5,1.2778860896761886,1.0,0.6344516781614412,True,0.6434344115147473,0.5035146846913336
1.5,0.5,7,341,0.5,0.5,0.141218400097849,0.54,0.1162149911230564,True,0.0250034089747925,0.1770548948116384
1.5,0.5,7,342,0.5,0.5,0.3869814395672512,1.0,0.259394404222332,True,0.1275870353449191,0.3296980741184787
1.5,0.5,7,349,0.5,0.5,0.0897461824451753,0.8,0.0198008628241616,True,0.0699453196210137,0.7793681883209052
1.5,0.5,7,351,0.5,0.5,0.1521066277994561,0.56,0.1388041037427596,True,0.0133025240566965,0.0874552558895404
1.5,0.5,7,362,0.5,0.5,0.0450879203124373,0.62,0.0378783408393502,True,0.0072095794730871,0.1599004660922101
1.5,0.5,7,363,0.5,0.5,0.0520849803077244,0.52,0.0519978494825629,True,8.713082516142306e-05,0.0016728589441071
1.5,0.5,7,364,0.5,0.5,0.2619208338352637,0.8,0.0731189787508733,True,0.1888018550843904,0.7208355758486099
1.5,0.5,7,377,0.5,0.5,0.0569058611868384,1.0,0.0169497551488359,True,0.0399561060380024,0.7021439479988714
1.5,0.5,7,379,0.5,0.5,0.2446367926600854,1.0,0.1522456977634425,True,0.0923910948966429,0.3776663922544851
1.5,0.5,7,388,0.5,0.5,0.0286454431766395,0.78,0.0006964628441373,True,0.0279489803325021,0.975686784112828
1.5,0.5,7,402,0.5,0.5,0.0785549211368898,0.58,0.0748600927126898,True,0.0036948284242,0.0470349708296624
1.5,0.5,7,416,0.5,0.5,0.0969745788603341,0.62,0.0942049770732165,True,0.0027696017871176,0.0285600805867535
1.5,0.5,7,417,0.5,0.5,0.012359607316511,0.6,0.0091995368851016,True,0.0031600704314094,0.2556772517511866
1.5,0.5,7,422,0.5,0.5,0.226749052854429,1.0,0.1807211116762998,True,0.0460279411781292,0.2029906656663248
1.5,0.5,7,430,0.5,0.5,0.0088107381958624,0.72,0.0002983290132282,True,0.0085124091826342,0.9661402930609908
1.5,0.5,7,431,0.5,0.5,0.0966180871636226,0.6,0.0725602193242912,True,0.0240578678393313,0.2489996288023111
1.5,0.5,7,443,0.5,0.5,0.1046899110862167,0.58,0.0925569508247492,True,0.0121329602614675,0.1158942646486296
1.5,0.5,7,448,0.5,0.5,0.0225004691068635,0.54,0.0215856174249434,True,0.0009148516819201,0.0406592270398963
1.5,0.5,7,458,0.5,0.5,0.8865396756418007,0.74,0.3024819268748324,True,0.5840577487669683,0.6588061028900326
1.5,0.5,7,460,0.5,0.5,0.0520763823179913,0.92,0.0004446327394189,True,0.0516317495785723,0.9914619119142354
1.5,0.5,7,469,0.5,0.5,0.1662130114715915,1.0,0.1049677767863448,True,0.0612452346852467,0.3684743699846537
1.5,0.5,7,472,0.5,0.5,0.1102325226372748,0.82,0.0991261596672118,True,0.0111063629700629,0.1007539581273029
1.5,0.5,7,476,0.5,0.5,0.212444596376899,0.56,0.1842763273710748,True,0.0281682690058241,0.1325911295754998
1.5,0.5,7,492,0.5,0.5,0.0297942490151391,0.78,0.0144103055186552,True,0.0153839434964839,0.5163393609507333
1.5,0.5,7,497,0.5,0.5,0.1498502029526651,1.0,0.0657538112092497,True,0.0840963917434154,0.561203055360425
1.5,0.5,7,514,0.5,0.5,0.0329726516976088,0.64,0.0253850583468082,True,0.0075875933508006,0.2301177782237902
1.5,0.5,7,527,0.5,0.5,0.068568242235403,0.52,0.0682747853245063,True,0.0002934569108966,0.004279778820772
1.5,0.5,7,531,0.5,0.5,0.1757835985275395,0.52,0.1684392672296152,True,0.0073443312979243,0.0417805265078453
1.5,0.5,7,535,0.5,0.5,0.0652959930542646,0.8,0.0611558697572433,True,0.0041401232970213,0.0634054725774775
1.5,0.5,7,537,0.5,0.5,0.0179996384877072,0.54,0.0176878294147291,True,0.0003118090729781,0.0173230741934656
1.5,0.5,7,546,0.5,0.5,0.0132491252693905,0.6,0.0092593929297934,True,0.0039897323395971,0.3011317546234222
1.5,0.5,7,561,0.5,0.5,0.1467745815548317,1.0,0.1089145300915899,True,0.0378600514632418,0.2579469214776684
1.5,0.5,7,563,0.5,0.5,0.1205630264159808,0.7,0.1135548285568577,True,0.0070081978591231,0.058128914539211
1.5,0.5,7,573,0.5,0.5,0.1320226778826529,0.78,0.0987828481587443,True,0.0332398297239085,0.2517736365978992
1.5,0.5,7,576,0.5,0.5,0.0069710342019556,0.58,0.0054720775252151,True,0.0014989566767404,0.2150264413162655
1.5,0.5,7,580,0.5,0.5,0.1561735989186209,1.0,0.1243252765366053,True,0.0318483223820155,0.2039289777692267
1.5,0.5,7,581,0.5,0.5,0.2072614720063345,1.0,0.1640453484053022,True,0.0432161236010322,0.2085101643961663
1.5,0.5,7,587,0.5,0.5,0.0614279058369625,0.92,0.0023450457989254,True,0.059082860038037,0.961824422190959
1.5,0.5,7,589,0.5,0.5,0.0296294275003031,0.54,0.0286975743786096,True,0.0009318531216934,0.0314502574065583
1.5,0.5,7,591,0.5,0.5,0.0145792950745978,0.56,0.0125854381580323,True,0.0019938569165654,0.1367594870920391
1.5,0.5,7,598,0.5,0.5,0.0804822420021867,0.64,0.0600497154064927,True,0.020432526595694,0.2538762102966625
1.5,0.5,7,602,0.5,0.5,0.0785108856213409,1.0,0.0601618022750124,True,0.0183490833463284,0.2337138754850674
1.5,0.5,7,612,0.5,0.5,0.369082235021324,0.68,0.2116417748701418,True,0.1574404601511821,0.4265728480323251
1.5,0.5,7,613,0.5,0.5,0.1748320105097927,1.0,0.1487945269289182,True,0.0260374835808744,0.1489285829577304
1.5,0.5,7,614,0.5,0.5,0.2522714599616198,1.0,0.135283762472781,True,0.1169876974888387,0.4637373466924759
1.5,0.5,7,626,0.5,0.5,0.2416640284318393,0.62,0.1508201342116072,True,0.0908438942202321,0.375909872932762
1.5,0.5,7,635,0.5,0.5,0.2303578187813896,0.78,0.1212153734128241,True,0.1091424453685654,0.4737952718337814
1.5,0.5,7,636,0.5,0.5,0.0506832756770329,0.84,0.0034319586054296,True,0.0472513170716032,0.9322861721231472
1.5,0.5,7,637,0.5,0.5,0.0408972639607035,0.58,0.0402930670346126,True,0.0006041969260909,0.0147735292676657
1.5,0.5,7,638,0.5,0.5,0.0866540006874041,0.56,0.0625342025534986,True,0.0241197981339054,0.2783460422204314
1.5,0.5,7,639,0.5,0.5,0.2231841455965756,0.68,0.1073649065908297,True,0.1158192390057459,0.5189402620699548
1.5,0.5,7,640,0.5,0.5,0.0581683545581262,0.58,0.0579485509362963,True,0.0002198036218298,0.0037787491755547
1.5,0.5,7,641,0.5,0.5,0.117873645259742,0.86,0.1123036473024906,True,0.0055699979572513,0.0472539722087791
1.5,0.5,7,642,0.5,0.5,0.234553434062467,1.0,0.0506339598572554,True,0.1839194742052116,0.7841261200901011
1.5,0.5,7,644,0.5,0.5,0.0857933092530803,0.96,0.0516577166795611,True,0.0341355925735192,0.397881756406239
1.5,0.5,7,645,0.5,0.5,0.0598067339258905,1.0,0.0053531164781093,True,0.0544536174477811,0.9104930811847596
1.5,0.5,7,646,0.5,0.5,0.1829675527606318,1.0,0.1373761748259157,True,0.045591377934716,0.2491773937336376
1.5,0.5,7,652,0.5,0.5,0.0273268761660791,0.66,0.0203732205567662,True,0.0069536556093128,0.2544621480718115
1.5,0.5,7,661,0.5,0.5,0.1621806114794648,0.98,0.0228486488673429,True,0.1393319626121218,0.8591160271322812
1.5,0.5,7,667,0.5,0.5,0.0169675057743691,0.64,0.0137469781554534,True,0.0032205276189156,0.189805600289263
1.5,0.5,7,672,0.5,0.5,0.1433125154094393,0.52,0.1431031508661867,True,0.0002093645432526,0.0014608950422404
1.5,0.5,7,675,0.5,0.5,0.07791546092966,0.92,0.0524241389653527,True,0.0254913219643072,0.3271664142155323
1.5,0.5,7,687,0.5,0.5,0.033161286060219,0.54,0.0327342000481178,True,0.0004270860121011,0.0128790545495007
1.5,0.5,7,711,0.5,0.5,0.1458767259686974,0.66,0.141855261713362,True,0.0040214642553354,0.0275675521823704
1.5,0.5,7,720,0.5,0.5,0.9020889173815348,0.72,0.4018161009955626,True,0.5002728163859721,0.5545715136797139
1.5,0.5,7,725,0.5,0.5,0.0109179714513238,0.7,0.0035733063349134,True,0.0073446651164104,0.6727133469029046
1.5,0.5,7,731,0.5,0.5,0.2766578505154261,1.0,0.1823009129845337,True,0.0943569375308923,0.3410600398835643
1.5,0.5,7,732,0.5,0.5,0.2222115524850868,1.0,0.2032554453670409,True,0.0189561071180458,0.0853065779256372
1.5,0.5,7,740,0.5,0.5,0.166945085201636,0.5,0.166945085201636,False,0.0,0.0
1.5,0.5,7,747,0.5,0.5,0.0184143466564385,0.76,0.0004056040583191,True,0.0180087425981194,0.977973475470698
1.5,0.5,7,760,0.5,0.5,0.0462673929635848,0.84,0.0254140409514236,True,0.0208533520121612,0.4507137894839688
1.5,0.5,7,762,0.5,0.5,0.0898224883965008,0.58,0.0709039147435135,True,0.0189185736529872,0.2106217940598077
1.5,0.5,7,766,0.5,0.5,0.2392268758134596,0.98,0.013333175561398,True,0.2258937002520615,0.9442655616512136
1.5,0.5,7,772,0.5,0.5,0.0379012433829496,0.88,0.0058420316485407,True,0.0320592117344088,0.8458617415393582
1.5,0.5,7,776,0.5,0.5,0.1488927903698096,1.0,0.0768047246778213,True,0.0720880656919883,0.4841608886027385
1.5,0.5,7,778,0.5,0.5,0.1093228633293125,0.5,0.1093228633293125,False,0.0,0.0
1.5,0.5,7,786,0.5,0.5,0.0499660931090745,0.52,0.0498220671323598,True,0.0001440259767146,0.0028824742490925
1.5,0.5,7,792,0.5,0.5,0.0189961757672271,0.7,0.0089370071145878,True,0.0100591686526393,0.5295365117643168
1.5,0.5,7,799,0.5,0.5,0.1210643873431344,0.54,0.116989390770178,True,0.0040749965729564,0.0336597463745193
1.5,0.5,7,800,0.5,0.5,0.0236820880268124,0.62,0.0205040873942699,True,0.0031780006325425,0.1341942749703674
1.5,0.5,7,815,0.5,0.5,0.0026483229779513,0.56,0.0017828434514682,True,0.0008654795264831,0.3268028611648538
1.5,0.5,7,817,0.5,0.5,0.0283423661247858,0.58,0.025708487872162,True,0.0026338782526237,0.0929307821734885
1.5,0.5,7,824,0.5,0.5,0.1654907767704471,0.54,0.1651879135827451,True,0.000302863187702,0.0018300910395877
1.5,0.5,7,833,0.5,0.5,0.310004538232804,0.56,0.2400763236847663,True,0.0699282145480376,0.2255715833925105
1.5,0.5,7,850,0.5,0.5,0.0129874675272753,0.5,0.0129874675272753,False,0.0,0.0
1.5,0.5,7,852,0.5,0.5,0.1350295877845974,0.54,0.1301753452427986,True,0.0048542425417988,0.0359494731594859
1.5,0.5,7,857,0.5,0.5,0.0610877972283971,1.0,0.0106060457773638,True,0.0504817514510332,0.8263802877404527
1.5,0.5,7,858,0.5,0.5,0.0944265450438523,1.0,0.0409045047178264,True,0.0535220403260259,0.566811380223325
1.5,0.5,7,859,0.5,0.5,0.1653404018453891,1.0,0.1025366825453632,True,0.0628037193000259,0.3798449658949908
1.5,0.5,7,870,0.5,0.5,0.079896804455942,1.0,0.0455648550734046,True,0.0343319493825373,0.429703661070315
1.5,0.5,7,877,0.5,0.5,0.0633282974501147,0.56,0.0630701058941333,True,0.0002581915559814,0.0040770329596305
1.5,0.5,7,887,0.5,0.5,0.9413331588365228,0.58,0.5375611815963395,True,0.4037719772401833,0.4289363159577221
1.5,0.5,7,899,0.5,0.5,0.0081795835509021,0.58,0.005947867285947,True,0.0022317162649551,0.2728398397139664
1.5,0.5,7,901,0.5,0.5,0.0052070478501986,0.62,0.0002319728885154,True,0.0049750749616831,0.9554502099483148
1.5,0.5,7,909,0.5,0.5,0.0538632148796653,0.56,0.0524298145286104,True,0.0014334003510549,0.0266118603254048
1.5,0.5,7,912,0.5,0.5,0.0199690192747359,0.5,0.0199690192747359,False,0.0,0.0
1.5,0.5,7,913,0.5,0.5,0.1151211697404603,0.52,0.1151049723087824,True,1.6197431677841823e-05,0.0001406989845078
1.5,0.5,7,920,0.5,0.5,0.11899674476493,0.56,0.1184783871200384,True,0.0005183576448916,0.0043560657555431
1.5,0.5,7,925,0.5,0.5,0.2607701049743976,0.96,0.0400938783408664,True,0.2206762266335311,0.8462481796185845
1.5,0.5,7,930,0.5,0.5,0.2037944876779897,0.56,0.1652642248692382,True,0.0385302628087514,0.1890643031995651
1.5,0.5,7,933,0.5,0.5,0.1627915925951499,0.54,0.161697342804236,True,0.0010942497909138,0.0067217831920546
1.5,0.5,7,943,0.5,0.5,0.4977965809899906,0.56,0.4188409096920366,True,0.078955671297954,0.1586103125516275
1.5,0.5,7,952,0.5,0.5,0.165148344800978,1.0,0.0516503259555867,True,0.1134980188453913,0.6872489032946043
1.5,0.5,7,971,0.5,0.5,0.3454764782153626,0.94,0.0805596288444433,True,0.2649168493709192,0.7668158791574105
1.5,0.5,7,978,0.5,0.5,0.3009715415239078,1.0,0.0466443161949293,True,0.2543272253289784,0.8450208416425173
1.5,0.5,7,992,0.5,0.5,0.0080697169496828,0.58,0.0060019681969414,True,0.0020677487527414,0.2562355985512813
1.5,0.5,7,996,0.5,0.5,0.0571487537163146,0.54,0.0566375233811183,True,0.0005112303351963,0.0089456077683521
1.5,0.5,7,998,0.5,0.5,0.070107680911682,0.6,0.0592597701215562,True,0.0108479107901257,0.1547321299044446
1.5,0.5,10,4,0.5,0.5,0.0989391292603774,0.5,0.0989391292603774,False,0.0,0.0
1.5,0.5,10,19,0.5,0.5,0.1451421451118044,0.54,0.1314840311255475,True,0.0136581139862569,0.0941016406760144
1.5,0.5,10,23,0.5,0.5,0.0368315610664312,0.76,0.0167094383248008,True,0.0201221227416303,0.5463282619310396
1.5,0.5,10,26,0.5,0.5,0.1695345767774301,0.52,0.1695175761947492,True,1.7000582680892773e-05,0.0001002779669141
1.5,0.5,10,37,0.5,0.5,0.2380722670720558,1.0,0.2213913750626104,True,0.0166808920094453,0.0700665063369043
1.5,0.5,10,39,0.5,0.5,0.0910096123451863,1.0,0.0842012806701315,True,0.0068083316750547,0.074808929514299
1.5,0.5,10,40,0.5,0.5,0.0237166525103446,0.54,0.0234393434666972,True,0.0002773090436474,0.0116925878779247
1.5,0.5,10,42,0.5,0.5,0.0815847788339084,0.62,0.0797431146040192,True,0.0018416642298891,0.0225736253283036
1.5,0.5,10,48,0.5,0.5,0.3056328779850886,1.0,0.2263826590037688,True,0.0792502189813197,0.2592987361300387
1.5,0.5,10,53,0.5,0.5,0.1559334228306285,0.96,0.0268136656133247,True,0.1291197572173037,0.8280441413612195
1.5,0.5,10,54,0.5,0.5,0.057153101974246,0.72,0.0563316081790321,True,0.0008214937952138,0.0143735644582165
1.5,0.5,10,56,0.5,0.5,0.0224732448575424,0.84,0.007807393486433,True,0.0146658513711094,0.6525916245774028
1.5,0.5,10,57,0.5,0.5,0.0656808872987662,0.56,0.0636559332226306,True,0.0020249540761356,0.0308301875844731
1.5,0.5,10,59,0.5,0.5,0.10828025650328,0.88,0.0267515157299638,True,0.0815287407733161,0.7529418880795362
1.5,0.5,10,60,0.5,0.5,0.0803758401014335,1.0,0.0221871557902586,True,0.0581886843111749,0.7239574011013931
1.5,0.5,10,61,0.5,0.5,0.1661404254562328,0.86,0.0515000908343582,True,0.1146403346218745,0.690020711738666
1.5,0.5,10,63,0.5,0.5,0.016880875627514,0.6,0.0159054888050169,True,0.0009753868224971,0.057780582241089
1.5,0.5,10,69,0.5,0.5,0.0748194160171768,1.0,0.0125768012952593,True,0.0622426147219174,0.8319045781863358
1.5,0.5,10,71,0.5,0.5,0.2785976628599979,1.0,0.207505776923288,True,0.0710918859367099,0.2551776106335656
1.5,0.5,10,72,0.5,0.5,0.092295303364846,0.96,0.0194756467177206,True,0.0728196566471254,0.788985506220909
1.5,0.5,10,78,0.5,0.5,0.1026652603586224,0.9,0.0239856249817116,True,0.0786796353769108,0.766370582435316
1.5,0.5,10,98,0.5,0.5,0.0727795825311363,0.5,0.0727795825311363,False,0.0,0.0
1.5,0.5,10,101,0.5,0.5,0.0807023863729749,1.0,0.0358105532171771,True,0.0448918331557978,0.5562640111820891
1.5,0.5,10,102,0.5,0.5,0.1047784939008221,1.0,0.0831493851086483,True,0.0216291087921737,0.2064269869411061
1.5,0.5,10,103,0.5,0.5,0.3016769895180662,1.0,0.1527808142459649,True,0.1488961752721012,0.4935615921849566
1.5,0.5,10,107,0.5,0.5,0.0487429295158757,0.7,0.0398114618818147,True,0.008931467634061,0.1832361682559933
1.5,0.5,10,108,0.5,0.5,0.0225222794414494,0.58,0.0204862387207046,True,0.0020360407207448,0.0904011836829332
1.5,0.5,10,109,0.5,0.5,0.1806105222099802,0.7,0.1280073919205645,True,0.0526031302894156,0.291251747936693
1.5,0.5,10,110,0.5,0.5,0.0141385524607433,0.74,0.0031164010239773,True,0.011022151436766,0.7795813232910368
1.5,0.5,10,112,0.5,0.5,0.0293317212947137,0.52,0.0291682176809939,True,0.0001635036137197,0.0055742931714429
1.5,0.5,10,114,0.5,0.5,0.0999195538117804,0.82,0.096094421640925,True,0.0038251321708554,0.0382821182134266
1.5,0.5,10,116,0.5,0.5,0.0377497678403395,0.82,0.0095440216352459,True,0.0282057462050935,0.7471766799835213
1.5,0.5,10,125,0.5,0.5,0.0516681390875594,0.5,0.0516681390875594,False,0.0,0.0
1.5,0.5,10,133,0.5,0.5,0.0223231333408331,0.72,0.017944859537776,True,0.0043782738030571,0.1961316870803463
1.5,0.5,10,136,0.5,0.5,0.4350504943029946,0.52,0.4229028950304196,True,0.012147599272575,0.0279222743834299
1.5,0.5,10,140,0.5,0.5,0.0585590706506261,1.0,0.0129765201071307,True,0.0455825505434954,0.7784029021814404
1.5,0.5,10,141,0.5,0.5,0.0706309100391325,1.0,0.0124077056847399,True,0.0582232043543925,0.824330372101031
1.5,0.5,10,142,0.5,0.5,0.0746594726426076,1.0,0.0368470047632017,True,0.0378124678794059,0.5064657777642352
1.5,0.5,10,144,0.5,0.5,0.0772557876758228,1.0,0.0283917160047331,True,0.0488640716710897,0.6324972295426058
1.5,0.5,10,150,0.5,0.5,0.0313354674654539,0.88,0.0065029212880367,True,0.0248325461774171,0.7924740936063595
1.5,0.5,10,152,0.5,0.5,0.2594358915686031,0.5,0.2594358915686031,False,0.0,0.0
1.5,0.5,10,153,0.5,0.5,0.0180962931704898,0.7,0.0105619114726906,True,0.0075343816977991,0.4163494494046814
1.5,0.5,10,156,0.5,0.5,0.3041268615603548,1.0,0.2813565709851717,True,0.0227702905751831,0.0748710273678483
1.5,0.5,10,170,0.5,0.5,0.0318440547764626,0.86,0.0136480288353968,True,0.0181960259410658,0.571410458523495
1.5,0.5,10,171,0.5,0.5,0.0214936309963752,0.86,0.0175810954513891,True,0.003912535544986,0.182032321372126
1.5,0.5,10,174,0.5,0.5,0.069756552290105,1.0,0.0080388341235825,True,0.0617177181665224,0.8847587235941576
1.5,0.5,10,178,0.5,0.5,0.0164171786843715,0.6,0.0141412287999788,True,0.0022759498843927,0.1386322173955115
1.5,0.5,10,180,0.5,0.5,0.1036951225824909,1.0,0.0705873113150614,True,0.0331078112674294,0.319280313701271
1.5,0.5,10,181,0.5,0.5,0.0579216357094653,0.52,0.0577691115707715,True,0.0001525241386937,0.0026332843820018
1.5,0.5,10,182,0.5,0.5,0.0551661156229433,0.8,0.0216004119920852,True,0.0335657036308581,0.6084478352668046
1.5,0.5,10,196,0.5,0.5,0.2957591381686403,0.76,0.1398668328055212,True,0.155892305363119,0.5270921004450252
1.5,0.5,10,197,0.5,0.5,0.6390274344483597,0.78,0.2630396635788815,True,0.3759877708694782,0.5883750064565688
1.5,0.5,10,202,0.5,0.5,0.0041072976474143,0.54,0.0038678463007836,True,0.0002394513466307,0.058299000263947
1.5,0.5,10,206,0.5,0.5,0.0594953693174174,1.0,0.0456833008754033,True,0.0138120684420141,0.2321536717979593
1.5,0.5,10,209,0.5,0.5,0.0730826874544855,0.6,0.0666915002443417,True,0.0063911872101437,0.0874514530424747
1.5,0.5,10,212,0.5,0.5,0.1665400946526946,1.0,0.1557759493344249,True,0.0107641453182697,0.0646339570102771
1.5,0.5,10,214,0.5,0.5,0.100063082795205,0.66,0.0741961762346811,True,0.0258669065605238,0.2585059927992082
1.5,0.5,10,217,0.5,0.5,0.1235811504845114,0.58,0.1182524362649981,True,0.0053287142195132,0.0431191504418073
1.5,0.5,10,219,0.5,0.5,0.2904734378951102,1.0,0.2280772161747545,True,0.0623962217203557,0.2148087004873988
1.5,0.5,10,221,0.5,0.5,0.052386946440107,0.64,0.0492574104921601,True,0.0031295359479469,0.0597388502405812
1.5,0.5,10,223,0.5,0.5,0.1453243350217067,0.86,0.0837832646382889,True,0.0615410703834178,0.4234739513807208
1.5,0.5,10,227,0.5,0.5,0.0371601745970013,0.74,0.0271185978458157,True,0.0100415767511855,0.2702241542211663
1.5,0.5,10,232,0.5,0.5,0.0279918376847582,0.64,0.0257928532968283,True,0.0021989843879299,0.0785580572699351
1.5,0.5,10,241,0.5,0.5,0.0199245779344336,0.74,0.0080573403401957,True,0.0118672375942378,0.5956079789137662
1.5,0.5,10,250,0.5,0.5,0.0844949769516918,0.66,0.0704119487737997,True,0.0140830281778921,0.1666729631270718
1.5,0.5,10,255,0.5,0.5,0.0153692455085847,0.62,0.0112775863261535,True,0.0040916591824312,0.2662238156157857
1.5,0.5,10,258,0.5,0.5,0.0263241436110413,0.84,0.0037785049824611,True,0.0225456386285802,0.8564623777209506
1.5,0.5,10,262,0.5,0.5,0.0675888374451171,0.82,0.0441392033487198,True,0.0234496340963973,0.3469453682412971
1.5,0.5,10,264,0.5,0.5,0.0698479018304407,0.6,0.0625987236821318,True,0.0072491781483089,0.1037851955225039
1.5,0.5,10,266,0.5,0.5,0.2170253859276522,1.0,0.1412154187795595,True,0.0758099671480926,0.3493138225468459
1.5,0.5,10,267,0.5,0.5,0.1175764728943016,1.0,0.050808961334008,True,0.0667675115602936,0.5678645558649815
1.5,0.5,10,274,0.5,0.5,0.0227006369072336,0.52,0.0225626294628248,True,0.0001380074444088,0.0060794525269387
1.5,0.5,10,276,0.5,0.5,0.1656384377083166,1.0,0.1162524617404933,True,0.0493859759678232,0.2981552872093023
1.5,0.5,10,280,0.5,0.5,0.0529191583671957,1.0,0.0157818519172179,True,0.0371373064499777,0.7017743213580462
1.5,0.5,10,291,0.5,0.5,0.0256290237009828,0.96,0.0089326628688196,True,0.0166963608321631,0.6514630064321543
1.5,0.5,10,292,0.5,0.5,0.0138102144974616,0.68,0.0120057424352289,True,0.0018044720622326,0.1306621314653964
1.5,0.5,10,293,0.5,0.5,0.1847655021774603,0.72,0.1050239571216708,True,0.0797415450557894,0.4315824334956245
1.5,0.5,10,299,0.5,0.5,0.1523663628452089,1.0,0.0815947380413445,True,0.0707716248038644,0.4644832591807829
1.5,0.5,10,300,0.5,0.5,0.0477937833276453,0.82,0.0158054671582052,True,0.0319883161694401,0.6692986815910249
1.5,0.5,10,303,0.5,0.5,0.0536930115298399,0.52,0.053678530446462,True,1.448108337784998e-05,0.0002697014558366
1.5,0.5,10,308,0.5,0.5,0.0429467115894919,0.76,0.0405820358054939,True,0.0023646757839979,0.0550606949049036
1.5,0.5,10,310,0.5,0.5,0.0057448362983513,0.6,0.0045860852855972,True,0.0011587510127541,0.2017030516755835
1.5,0.5,10,321,0.5,0.5,0.159460021743299,0.6,0.1413679674357481,True,0.0180920543075509,0.1134582455825559
1.5,0.5,10,323,0.5,0.5,0.1162779288632231,0.68,0.1136331634469431,True,0.00264476541628,0.0227452057508789
1.5,0.5,10,324,0.5,0.5,0.0161713697331007,0.56,0.0152910973366044,True,0.0008802723964963,0.0544340034904102
1.5,0.5,10,327,0.5,0.5,0.0476555106727941,0.72,0.0252420508525464,True,0.0224134598202476,0.4703225189242012
1.5,0.5,10,334,0.5,0.5,0.0475147988182958,0.58,0.0457364571845474,True,0.0017783416337483,0.0374271106681743
1.5,0.5,10,336,0.5,0.5,0.2023210906071764,0.56,0.191962382284053,True,0.0103587083231233,0.0511993499641403
1.5,0.5,10,338,0.5,0.5,0.8408065686623123,1.0,0.544806919456685,True,0.2959996492056272,0.3520425032793811
1.5,0.5,10,340,0.5,0.5,0.0472281806624811,1.0,0.0132596681884913,True,0.0339685124739897,0.7192424522288438
1.5,0.5,10,352,0.5,0.5,0.0769479225922395,0.56,0.0649303456594496,True,0.0120175769327899,0.1561780555983705
1.5,0.5,10,354,0.5,0.5,0.0487961141791816,0.68,0.039880557806505,True,0.0089155563726766,0.1827103760749948
1.5,0.5,10,355,0.5,0.5,0.0134114571992825,0.54,0.0131705397309768,True,0.0002409174683057,0.0179635564372976
1.5,0.5,10,361,0.5,0.5,0.0388645324850138,0.66,0.027330601421252,True,0.0115339310637617,0.2967726697396717
