level,group,delta,mean_composite,mean_bias_beta,mean_bias_gamma,mean_bias_eta,mean_sd_beta,mean_sd_gamma,mean_sd_eta
L2,beta=4.0,0.5,2.9512324895555557,-2.021761411777778,0.44499357311111104,-0.4844775046666666,0.8725349804592089,0.14796510992903242,0.14322515263520427
L3,beta=2.0_n=7,0.0,0.8996737826666665,0.5325431293333335,-0.12725480799999997,0.123292256,1.5087333155490477,0.4008097372220157,0.491181073528983
L3,beta=2.0_n=7,0.02,0.5302027646666664,0.2369288273333332,-0.04367482266666666,0.035915067999999904,1.2093950001144342,0.36873342035366224,0.4568588617795489
L3,beta=2.0_n=7,0.04,0.3233020166666665,0.07143039266666666,0.005718038666666698,-0.015767457333333363,1.0417941796006398,0.3399061426535211,0.4269960057177815
L3,beta=2.0_n=7,0.06,0.22248823133333326,-0.046017535999999935,0.04181114400000003,-0.05376061266666663,0.9254704166255996,0.31526724124735234,0.4010126951712132
L3,beta=2.0_n=7,0.08,0.2847670086666667,-0.13323839600000012,0.06896505066666662,-0.08256356199999997,0.8425473652095531,0.2963222178372689,0.3801679224949515
L3,beta=2.0_n=7,0.1,0.3960764586666667,-0.20084480933333337,0.09008344399999994,-0.10514820533333334,0.7811005213764868,0.28189582553872855,0.3639603865786112
L3,beta=2.0_n=7,0.12,0.4837207386666665,-0.25246337599999996,0.10739931999999992,-0.12385804266666663,0.7494944736924367,0.2711032189045391,0.3510041011299896
L3,beta=2.0_n=7,0.14,0.5538906379999999,-0.291261574,0.12238902466666664,-0.14024003933333323,0.7494760710888478,0.26178683876204256,0.34011954985126064
L3,beta=2.0_n=7,0.16,0.6139128593333332,-0.3249823813333334,0.13491362799999998,-0.1540168499999999,0.7537988141608771,0.2539757901713478,0.3308656406786184
L3,beta=2.0_n=7,0.18,0.6667987093333331,-0.3547429939999999,0.1458760853333333,-0.16617963,0.7521351677271587,0.24734593575568664,0.32275992852775426
L3,beta=2.0_n=7,0.2,0.7136962400000001,-0.38088893,0.15565485466666673,-0.17715245533333338,0.7474047657417134,0.2420140459806909,0.31546923325419735
L3,beta=2.0_n=7,0.22,0.7551521993333333,-0.4036269293333334,0.16442266266666652,-0.18710260733333328,0.7441090037561563,0.23717183214752788,0.30918099980623825
L3,beta=2.0_n=7,0.24,0.7942816339999998,-0.42593928266666664,0.17228247,-0.1960598813333332,0.7364478550671558,0.2325836468053114,0.30311108253489133
L3,beta=2.0_n=7,0.26,0.8288521626666667,-0.4445866440000001,0.17967345466666662,-0.204592064,0.7348122277278737,0.22880049468768268,0.29778192394659536
L3,beta=2.0_n=7,0.28,0.8589588086666667,-0.4596046466666667,0.186614258,-0.21273990399999998,0.7386024380171498,0.2252307200876361,0.2927833406039438
L3,beta=2.0_n=7,0.3,0.8846071699999999,-0.469146866,0.19391299066666656,-0.22154731333333333,0.7514043852060311,0.22182683837841166,0.28751858380348133
L3,beta=2.0_n=7,0.32,0.9098968333333332,-0.48230949466666656,0.19945388533333333,-0.22813345333333326,0.7522553137270088,0.21934568026159665,0.2837772773383653
L3,beta=2.0_n=7,0.34,0.9333885199999997,-0.4935396726666666,0.2049979699999999,-0.23485087733333324,0.7548035814073332,0.21646071891033417,0.27978427784353244
L3,beta=2.0_n=7,0.36,0.952297915333333,-0.49893678733333324,0.2109969346666666,-0.24236419333333326,0.7666402475660895,0.21401068538502074,0.27619819150542196
L3,beta=2.0_n=7,0.38,0.9709516133333332,-0.5064072279999999,0.215962698,-0.2485816873333333,0.7719236172614764,0.21164363592801072,0.2728762691094422
L3,beta=2.0_n=7,0.4,0.9879177339999998,-0.5126031379999999,0.22069223399999996,-0.25462236199999994,0.7771143691230779,0.20936895120898394,0.26966814133213374
L3,beta=2.0_n=7,0.42,1.0034127466666665,-0.51718325,0.22546184933333333,-0.2607676473333333,0.7844600564028344,0.20690556569558752,0.2666753037200936
L3,beta=2.0_n=7,0.44,1.0179101573333333,-0.5212292446666668,0.2299867566666666,-0.26669415599999996,0.7910180230503429,0.20476247617700594,0.2632546916392722
L3,beta=2.0_n=7,0.46,1.0317006473333334,-0.5258598146666668,0.23393352600000003,-0.2719073066666667,0.7953099602702572,0.20327602894482025,0.26047872287672774
L3,beta=2.0_n=7,0.48,1.043078782,-0.5265624466666666,0.23844833933333334,-0.278067996,0.8039284398558316,0.20165537498968222,0.257300787285437
L3,beta=2.0_n=7,0.5,1.0541251893333332,-0.528383264,0.24234884333333326,-0.2833930820000001,0.8101997897787739,0.20025882564627354,0.25462627761862494
L3,beta=2.0_n=10,0.0,0.663986138,0.4001972546666668,-0.10370015266666667,0.10596606000000003,1.1783585918025832,0.34834106429373746,0.4242404895400563
L3,beta=2.0_n=10,0.02,0.3953505019999997,0.19692591533333323,-0.04218781733333333,0.04171728666666671,0.9864989265089389,0.31098425198753715,0.38643681683868314
L3,beta=2.0_n=10,0.04,0.23965046399999998,0.07241929800000003,-0.0042677859999999705,0.001810636000000002,0.8711726393425602,0.2846229871707236,0.35986907651955385
L3,beta=2.0_n=10,0.06,0.13586960333333323,-0.016055978000000207,0.022747993999999997,-0.0268114020000001,0.7890013110499586,0.2643829959146089,0.33924860486362496
L3,beta=2.0_n=10,0.08,0.17646102866666658,-0.08397816000000002,0.04351128733333323,-0.0489715813333333,0.7276836911703163,0.24922044224282533,0.32315417417703834
L3,beta=2.0_n=10,0.1,0.2663363793333334,-0.13896909266666665,0.06032866333333329,-0.0670386233333334,0.6794969798944988,0.2373059766997069,0.3101219047978417
L3,beta=2.0_n=10,0.12,0.3410984846666664,-0.1846455113333332,0.07429900266666663,-0.0821539706666666,0.6413821096033158,0.2278120099697539,0.2994558387427114
L3,beta=2.0_n=10,0.14,0.4051035613333333,-0.22367957466666663,0.08624791533333337,-0.09517607133333326,0.6099255357153034,0.22002276439827284,0.29050481683663393
L3,beta=2.0_n=10,0.16,0.4610596373333331,-0.2577027679999999,0.09670300933333324,-0.10665386,0.5833673452875178,0.21346919276147835,0.28275337228245784
L3,beta=2.0_n=10,0.18,0.5103000246666666,-0.2875328260000001,0.1059188459999999,-0.11684835266666664,0.5611004567061583,0.20792758324698238,0.2760079216005933
L3,beta=2.0_n=10,0.2,0.5537473993333334,-0.31317008266666674,0.1143312893333333,-0.12624602733333332,0.5473398683045713,0.20305826212600486,0.26978274645300115
L3,beta=2.0_n=10,0.22,0.5923357566666666,-0.3354100373333333,0.12200743200000001,-0.13491828733333325,0.5383779425244986,0.19876158626079668,0.26426317139884076
L3,beta=2.0_n=10,0.24,0.6275269953333332,-0.3556514346666666,0.12900229,-0.14287327066666664,0.5308554069360775,0.1951742384980614,0.259456464056762
L3,beta=2.0_n=10,0.26,0.6600778486666666,-0.37463883866666664,0.13532424333333334,-0.15011476666666665,0.5215120757931341,0.191814263837619,0.2548464720448836
L3,beta=2.0_n=10,0.28,0.6887981059999998,-0.3905820899999999,0.141235392,-0.15698062400000004,0.5181833130202702,0.18888818855325526,0.2510322852009803
L3,beta=2.0_n=10,0.3,0.7159501239999998,-0.40621237400000004,0.14655597333333317,-0.16318177666666664,0.5121282389217324,0.18634562284156383,0.24746602415939153
L3,beta=2.0_n=10,0.32,0.740477662,-0.4193593966666667,0.15175970399999997,-0.1693585613333333,0.510803685514301,0.1840670298861032,0.24403552725083152
L3,beta=2.0_n=10,0.34,0.7635094726666666,-0.4313007713333333,0.15680057466666664,-0.17540812666666664,0.5108675651193112,0.18178348483312712,0.2406020436764181
L3,beta=2.0_n=10,0.36,0.7845566759999999,-0.44184236066666666,0.16154454066666665,-0.1811697746666666,0.5127360975384693,0.17964003437451928,0.2374438702357207
L3,beta=2.0_n=10,0.38,0.8046920493333335,-0.45244295133333345,0.16584052733333324,-0.18640857066666672,0.5121271399786066,0.1776484306240865,0.23460557132322468
L3,beta=2.0_n=10,0.4,0.8233035433333332,-0.4614980653333334,0.17010598666666663,-0.1916994913333333,0.5137944770882878,0.17594987652534064,0.2317290767483848
L3,beta=2.0_n=10,0.42,0.8410726286666667,-0.47045364866666667,0.17402792133333336,-0.19659105866666668,0.5141557660086638,0.17425767564710548,0.22909209147417012
L3,beta=2.0_n=10,0.44,0.8579653219999998,-0.47873072533333333,0.17783053133333326,-0.20140406533333324,0.5147346458182248,0.17250242073001862,0.2260775412458775
L3,beta=2.0_n=10,0.46,0.8738071493333329,-0.48663275066666656,0.1813234206666665,-0.20585097799999993,0.5149088899466835,0.1711118683750382,0.22361243097462805
L3,beta=2.0_n=10,0.48,0.888230579333333,-0.4924959199999999,0.18502634733333334,-0.21070831199999993,0.5187489762976044,0.16962711736399172,0.22076204662185328
L3,beta=2.0_n=10,0.5,0.9016686026666667,-0.49794408800000006,0.18846661599999992,-0.21525789866666667,0.5222534217136051,0.168183260490982,0.21834749206290457
L3,beta=2.0_n=20,0.0,0.5185712540000001,0.32267611466666685,-0.077488624,0.07194540600000006,0.9036905643203942,0.25501822333989993,0.3142459119523541
L3,beta=2.0_n=20,0.02,0.33643366999999985,0.19010335533333333,-0.0386994266666666,0.031437098666666635,0.75830858418944,0.21846478462713803,0.27865358222477093
L3,beta=2.0_n=20,0.04,0.23462572399999973,0.10948802400000006,-0.015410724,0.006921375999999867,0.6713426583855959,0.1967630693369092,0.25711298067293514
L3,beta=2.0_n=20,0.06,0.16455661333333318,0.05119067533333336,0.0013162273333333005,-0.010809632,0.613353514208708,0.1821250081409529,0.2422184847975503
L3,beta=2.0_n=20,0.08,0.12233451666666677,0.005761714666666797,0.014243447333333265,-0.024608473333333297,0.5728536213106871,0.1720504962259354,0.23178085107473168
L3,beta=2.0_n=20,0.1,0.11910392199999982,-0.0320087886666666,0.024933143999999966,-0.036086556,0.5411855756486544,0.1642758440093153,0.22358721534061485
L3,beta=2.0_n=20,0.12,0.14433594200000002,-0.0643577280000001,0.03404861466666657,-0.04592959933333337,0.5155214859946023,0.1581270968750952,0.21692410713641186
L3,beta=2.0_n=20,0.14,0.1891305246666666,-0.09259497866666659,0.041985551999999926,-0.05454999400000007,0.49434767220137593,0.1531609194326359,0.2113909102061614
L3,beta=2.0_n=20,0.16,0.22910764999999997,-0.11778007800000008,0.04905556733333324,-0.06227200466666668,0.476174463412461,0.14899710765216903,0.2066535698318622
L3,beta=2.0_n=20,0.18,0.26508844133333337,-0.14041834800000008,0.055413406000000026,-0.06925668733333327,0.4604721835108448,0.1454588212114924,0.20254033424388126
L3,beta=2.0_n=20,0.2,0.2978194973333332,-0.16097695066666665,0.0611959633333333,-0.07564658333333324,0.446741728103242,0.1423983138917364,0.19891306300392753
L3,beta=2.0_n=20,0.22,0.327866383333333,-0.1798029939999998,0.06650941933333326,-0.08155396999999993,0.43466487594584446,0.13970441174860185,0.19564848497025641
L3,beta=2.0_n=20,0.24,0.35595788399999995,-0.19734602999999998,0.07148898399999996,-0.08712286999999996,0.4235708134764105,0.1372292644175555,0.19260061136213003
L3,beta=2.0_n=20,0.26,0.3821891713333332,-0.21366315599999997,0.07615332066666658,-0.09237269466666664,0.41350710946653874,0.13497257291215872,0.18976803932443345
L3,beta=2.0_n=20,0.28,0.40667613933333335,-0.2288230106666667,0.08052506933333332,-0.09732805933333337,0.4044709265353968,0.13292628894613365,0.18715610573465
L3,beta=2.0_n=20,0.3,0.4296756893333331,-0.24298083199999995,0.08465349666666666,-0.10204136066666654,0.3963216500624978,0.1310468508165917,0.1847195634994895
L3,beta=2.0_n=20,0.32,0.45130403666666646,-0.2562044646666665,0.08856237999999998,-0.10653719199999993,0.38910107208083194,0.12932394218008977,0.18244260626904163
L3,beta=2.0_n=20,0.34,0.47172954933333333,-0.26866083199999996,0.09225493600000008,-0.11081378133333335,0.3823964650255873,0.12772244742782327,0.1802642404482313
L3,beta=2.0_n=20,0.36,0.49110137799999976,-0.28038682,0.09578253933333329,-0.11493201866666657,0.3763160809327308,0.1262263020934948,0.1781915422497188
L3,beta=2.0_n=20,0.38,0.5095066860000002,-0.29143394866666683,0.09916243733333334,-0.11891029999999997,0.37083920605732157,0.12482139570411847,0.17622048716146213
L3,beta=2.0_n=20,0.4,0.5270306493333332,-0.30181631066666653,0.1024266253333334,-0.12278771333333326,0.36614201438918964,0.12350004870685037,0.17431887668561563
L3,beta=2.0_n=20,0.42,0.5436924186666666,-0.31161339799999993,0.10555027266666663,-0.12652874799999994,0.3620096344237184,0.12224931678580082,0.17252598793486082
L3,beta=2.0_n=20,0.44,0.5596404886666665,-0.32094306066666656,0.10854813333333334,-0.13014929466666667,0.35807279141934445,0.12104209596929165,0.17075344734312914
L3,beta=2.0_n=20,0.46,0.5744955313333334,-0.3291875813333334,0.11151361066666671,-0.13379433933333326,0.35629024183317665,0.11992174957027768,0.16907811954160182
L3,beta=2.0_n=20,0.48,0.5889986886666665,-0.33748457600000004,0.11429571466666656,-0.137218398,0.35333185416762686,0.11885675252879835,0.1674742026888587
L3,beta=2.0_n=20,0.5,0.6025534353333333,-0.344840958,0.11704922266666677,-0.1406632546666666,0.35229364051889284,0.11788916677162986,0.16596549724418952
L3,beta=2.5_n=7,0.0,1.0038400973333335,0.5296860466666667,-0.11222147999999997,0.09796003333333331,1.8361201543173908,0.436647750939362,0.4953405341459127
L3,beta=2.5_n=7,0.02,0.3865105919999998,0.0343905866666665,0.010113036666666667,-0.027750463333333298,1.3340778766075916,0.3808162765188068,0.4365442180052728
L3,beta=2.5_n=7,0.04,0.37112556400000013,-0.2047918326666669,0.07321852933333327,-0.09311520199999994,1.118825244865192,0.34411787777617203,0.3967183382777642
L3,beta=2.5_n=7,0.06,0.6103359026666669,-0.3590286913333336,0.11479566933333336,-0.13651154199999996,0.9858513724464698,0.3168136786368024,0.3669499460146927
L3,beta=2.5_n=7,0.08,0.7814585306666669,-0.4690772140000003,0.14455273333333332,-0.1678285833333333,0.8946800490928682,0.29758810646732275,0.34556229444654024
L3,beta=2.5_n=7,0.1,0.913009626,-0.5534474686666667,0.1674448013333333,-0.19211735600000002,0.8278918513086504,0.283155046192158,0.32926236179109575
L3,beta=2.5_n=7,0.12,1.01928505,-0.6212865533333334,0.18601760199999987,-0.2119808946666666,0.7759917759769971,0.27154235478569505,0.3157192137918701
L3,beta=2.5_n=7,0.14,1.096664019333333,-0.6649638266666665,0.20220248799999987,-0.22949770466666666,0.8451961498887663,0.2613859413168432,0.30359336364078987
L3,beta=2.5_n=7,0.16,1.1696189553333332,-0.7090651759999999,0.21599619066666662,-0.24455758866666663,0.8312897444727807,0.2530380034210387,0.29330276054052273
L3,beta=2.5_n=7,0.18,1.2323089233333333,-0.7467959286666667,0.22787216066666663,-0.2576408339999999,0.8213634092460174,0.2459960952888455,0.2843691845990682
L3,beta=2.5_n=7,0.2,1.2872123753333335,-0.7797498933333333,0.2382670126666666,-0.2691954693333333,0.8136536420125542,0.23995162912816384,0.2765481519527218
L3,beta=2.5_n=7,0.22,1.332106522,-0.8036979360000002,0.24807668400000002,-0.2803319019999999,0.8232037242436275,0.23443908914750697,0.2689173584733258
L3,beta=2.5_n=7,0.24,1.3717661393333334,-0.8238612646666666,0.2571490566666667,-0.290755818,0.8318397060748479,0.22930721247734875,0.26208481190604244
L3,beta=2.5_n=7,0.26,1.4074886739999999,-0.8425868906666666,0.2650319706666667,-0.2998698126666666,0.8365203385396537,0.2250868355050786,0.2564051338221686
L3,beta=2.5_n=7,0.28,1.4394798033333334,-0.8582484273333334,0.27253505466666667,-0.30869632133333336,0.8438461647471288,0.22101175507463822,0.25052594449892435
L3,beta=2.5_n=7,0.3,1.4688090473333333,-0.872965652,0.2792151726666667,-0.3166282226666666,0.8485778610952814,0.21742954758713343,0.2453137083919893
L3,beta=2.5_n=7,0.32,1.4963050913333333,-0.8876146213333334,0.2850802133333332,-0.3236102566666666,0.85065528068553,0.214692159988448,0.24096617422649505
L3,beta=2.5_n=7,0.34,1.5190954900000004,-0.8967833086666667,0.291205086,-0.3311070953333333,0.8597424845130984,0.21156217699107205,0.2360881864218177
L3,beta=2.5_n=7,0.36,1.5380266046666666,-0.9018073339999999,0.29734400733333327,-0.33887526333333334,0.8729648180345938,0.20848639944236017,0.2311920596869235
L3,beta=2.5_n=7,0.38,1.5570290553333332,-0.9089237106666667,0.30260998333333333,-0.3454953613333332,0.8805522814682639,0.20592694008056642,0.2269403715607651
L3,beta=2.5_n=7,0.4,1.5724801659999998,-0.9123870786666667,0.30783598733333317,-0.35225710000000005,0.8908017156620017,0.20307186076554576,0.22315105690310863
L3,beta=2.5_n=7,0.42,1.5872157806666662,-0.9165575186666665,0.3124408853333332,-0.3582173766666667,0.8984495279673812,0.2010134554079996,0.22003347182804642
L3,beta=2.5_n=7,0.44,1.6012848059999998,-0.9207051186666666,0.31672103199999996,-0.36385865533333334,0.9048169000151036,0.19925549077092675,0.2165447086529624
L3,beta=2.5_n=7,0.46,1.6159995586666664,-0.9276048373333335,0.3201247686666666,-0.3682699526666666,0.9071426240851969,0.1976945049197957,0.21379968757453258
L3,beta=2.5_n=7,0.48,1.6278316586666666,-0.9299718239999999,0.32414894733333327,-0.3737108873333334,0.9134472675162352,0.19594118430257426,0.21050742215341625
L3,beta=2.5_n=7,0.5,1.6378639753333333,-0.9312193293333332,0.3278564140000001,-0.37878823199999995,0.9196019943281115,0.1943524749082404,0.2080363372920687
L3,beta=2.5_n=10,0.0,0.9100048606666665,0.55653387,-0.13061481133333339,0.11948687666666674,1.5705792003452512,0.3882689095327563,0.4440715684125913
L3,beta=2.5_n=10,0.02,0.39437656600000004,0.1444657506666669,-0.026241543999999995,0.011976852666666699,1.2116167026864268,0.3383484170081735,0.39547184681877035
L3,beta=2.5_n=10,0.04,0.18446308399999992,-0.06502758466666662,0.0287274733333333,-0.04506290733333326,1.029251639266808,0.3037125453997764,0.3606713196141886
L3,beta=2.5_n=10,0.06,0.3505269806666666,-0.20231302333333337,0.06511969866666663,-0.08309425866666663,0.9152807066217384,0.2798334816897585,0.3356641882304288
L3,beta=2.5_n=10,0.08,0.5046182506666662,-0.30208723533333304,0.09158279133333323,-0.110948224,0.8371386706090197,0.2630816268941596,0.3177844019167702
L3,beta=2.5_n=10,0.1,0.6256641779999997,-0.3802830913333331,0.11238499266666667,-0.132996094,0.7773652424322964,0.2502669902157227,0.3037301994993718
L3,beta=2.5_n=10,0.12,0.7242360406666667,-0.4437468646666667,0.1293647993333333,-0.1511243766666667,0.7313621107236323,0.2401805066322106,0.2923328252094546
L3,beta=2.5_n=10,0.14,0.8076419713333335,-0.4971841906666667,0.1438042406666667,-0.16665354000000002,0.6944239336623051,0.2317557111189895,0.2825816054319697
L3,beta=2.5_n=10,0.16,0.8786133593333333,-0.5418196906666667,0.15643447999999993,-0.1803591886666666,0.6701831664325008,0.22458583938577345,0.2740303667513218
L3,beta=2.5_n=10,0.18,0.9410292853333333,-0.5808388626666667,0.16760739533333333,-0.1925830273333333,0.649975537240271,0.2184418606470309,0.2665246198899744
L3,beta=2.5_n=10,0.2,0.9951726453333333,-0.6137652060000001,0.1776842286666667,-0.20372321066666665,0.6391439020066316,0.21297153823931822,0.2600168823388919
L3,beta=2.5_n=10,0.22,1.0436242433333334,-0.643131482,0.18670490933333328,-0.21378785199999997,0.6295867970358756,0.20804597893097201,0.25392682454960863
L3,beta=2.5_n=10,0.24,1.0871359660000002,-0.6692005566666669,0.1949082286666667,-0.22302718066666657,0.6228008571692542,0.2038376978245311,0.2486018952274951
L3,beta=2.5_n=10,0.26,1.1269999893333333,-0.6933873093333333,0.2022519939999999,-0.23136068600000004,0.6141633315337387,0.20006063624189277,0.24382127200169434
L3,beta=2.5_n=10,0.28,1.162756996,-0.7141283640000001,0.20923077133333334,-0.2393978606666666,0.61066629477686,0.19643168050609863,0.23913745408925913
L3,beta=2.5_n=10,0.3,1.195780959333333,-0.7333715986666668,0.21560652066666655,-0.24680284000000005,0.6064515382009006,0.1933781809600006,0.2349052096102396
L3,beta=2.5_n=10,0.32,1.2242210093333332,-0.747455396,0.2221613439999999,-0.2546042693333333,0.6127941779427878,0.1902555772379093,0.23066868663657158
L3,beta=2.5_n=10,0.34,1.2499956419999998,-0.7597876879999999,0.22825521466666654,-0.2619527393333333,0.618777493409151,0.18762925761288765,0.22667027935900488
L3,beta=2.5_n=10,0.36,1.274574977333333,-0.7722106326666666,0.23374672999999999,-0.2686176146666667,0.621910945510073,0.18498118333425254,0.22276218918488713
L3,beta=2.5_n=10,0.38,1.2953798053333336,-0.7805399733333335,0.23930038199999995,-0.27553944999999996,0.6303548417238702,0.18242544976456976,0.21911586323095375
L3,beta=2.5_n=10,0.4,1.3165531553333332,-0.7908678806666667,0.2441411726666666,-0.28154410199999996,0.6333582577751113,0.18001825616822764,0.21529290173949536
L3,beta=2.5_n=10,0.42,1.3353991846666666,-0.7991561426666666,0.24880714066666668,-0.28743590133333324,0.6387097031936525,0.17784585785702736,0.21197555314421887
L3,beta=2.5_n=10,0.44,1.353622068,-0.8076874186666667,0.25307612733333334,-0.2928585219999999,0.6421043960094162,0.17573440025437392,0.20878943932502
L3,beta=2.5_n=10,0.46,1.3693252826666669,-0.8134723033333334,0.257382106,-0.2984708733333334,0.6480123668836227,0.17376144407780858,0.2056540635837846
L3,beta=2.5_n=10,0.48,1.3824675006666667,-0.8160403440000001,0.2619047719999999,-0.30452238466666665,0.6571671313372693,0.1718400001399514,0.20287210816401646
L3,beta=2.5_n=10,0.5,1.3966011653333332,-0.82205532,0.2654096666666666,-0.3091361786666666,0.6607817016257108,0.17025891896488363,0.2004397095526386
L3,beta=2.5_n=20,0.0,0.6714618319999999,0.3903511113333334,-0.0881278006666667,0.08286328799999994,1.154760511373773,0.30110762530818436,0.34036580362520036
L3,beta=2.5_n=20,0.02,0.35393440666666653,0.14120610599999997,-0.023094858666666634,0.01574389,0.9294332315385069,0.2517719215817938,0.2913341833659484
L3,beta=2.5_n=20,0.04,0.19924259999999996,0.00775628466666677,0.011176675999999967,-0.019878130000000035,0.817073782586431,0.22688599979447713,0.265731491270884
L3,beta=2.5_n=20,0.06,0.16797073466666626,-0.0874173939999997,0.03538214333333327,-0.0451711973333333,0.7402169332561588,0.21006560948246955,0.2481476362434797
L3,beta=2.5_n=20,0.08,0.28077450199999976,-0.16171591799999988,0.05416216933333323,-0.06489641466666667,0.6822208535474719,0.1976625879485083,0.23506486122145698
L3,beta=2.5_n=20,0.1,0.37285036733333343,-0.22228426333333348,0.06948671199999996,-0.08107939199999993,0.6382190337626857,0.18793648573698762,0.2246125672235173
L3,beta=2.5_n=20,0.12,0.45008693199999983,-0.2730650086666665,0.08231768933333337,-0.094704234,0.6033435507656263,0.18031219780732521,0.2162528728868824
L3,beta=2.5_n=20,0.14,0.5168727760000001,-0.3169138066666668,0.09340971733333331,-0.10654925200000005,0.5744170824419147,0.1740897370495631,0.209276519071158
L3,beta=2.5_n=20,0.16,0.5757287233333329,-0.35542757466666636,0.10321646333333323,-0.11708468533333331,0.5503204193874396,0.16882419039663513,0.20326249159378204
L3,beta=2.5_n=20,0.18,0.6281390186666667,-0.38954023133333343,0.11200886199999986,-0.12658992533333333,0.5308161761883818,0.16429410333024763,0.1979554489217328
L3,beta=2.5_n=20,0.2,0.6752975813333334,-0.42024118133333355,0.11989301533333319,-0.13516338466666666,0.5134356467551148,0.16039665273620177,0.1933428288605864
L3,beta=2.5_n=20,0.22,0.7184481646666665,-0.44819122999999994,0.12714991066666664,-0.143107024,0.49827234622096056,0.1568697410889216,0.18911931376664434
L3,beta=2.5_n=20,0.24,0.7583402339999998,-0.47382573400000005,0.1339309786666666,-0.15058352133333322,0.48524100975631895,0.15358445763957604,0.18513921159573518
L3,beta=2.5_n=20,0.26,0.7951702146666664,-0.49741888399999995,0.14020352733333322,-0.15754780333333332,0.47344058621785057,0.15057314943250846,0.18138906664232268
L3,beta=2.5_n=20,0.28,0.8293164046666665,-0.5191222006666666,0.14607486533333328,-0.16411933866666661,0.4631736621475096,0.14780011833720172,0.17789113124050157
L3,beta=2.5_n=20,0.3,0.8609417686666666,-0.5390565700000001,0.15156671133333324,-0.1703184873333333,0.4544167033648056,0.14527059742418633,0.1746403502072519
L3,beta=2.5_n=20,0.32,0.8903317606666669,-0.5573934200000001,0.156734004,-0.17620433666666666,0.4470505027311054,0.14294179255007167,0.17157580157476807
L3,beta=2.5_n=20,0.34,0.9175929800000001,-0.574042594,0.16166570466666666,-0.18188468133333333,0.4419684490383638,0.1407648526138063,0.16867808055893327
L3,beta=2.5_n=20,0.36,0.9431383933333333,-0.58977081,0.16621342199999992,-0.1871541613333333,0.43655020635301583,0.13882409445062247,0.1660817434593809
L3,beta=2.5_n=20,0.38,0.9670829159999998,-0.6043367073333333,0.17053507199999993,-0.19221113666666653,0.432093453263885,0.13701040807182877,0.1636277951223859
L3,beta=2.5_n=20,0.4,0.9895296033333333,-0.6178337239999999,0.174636962,-0.19705891733333328,0.42846412179208576,0.13533409630536816,0.16134259025021713
L3,beta=2.5_n=20,0.42,1.010383024,-0.6300412426666666,0.17857280933333328,-0.201768972,0.42647907329971807,0.13379659480010578,0.15921497136725776
L3,beta=2.5_n=20,0.44,1.0298548333333333,-0.6410950180000001,0.18237569199999995,-0.20638412333333325,0.4255953207494357,0.13228906419768102,0.15717170384891097
L3,beta=2.5_n=20,0.46,1.0484925193333332,-0.6518275666666667,0.185937158,-0.21072779466666666,0.4240746907391762,0.13096141894968388,0.1552776529223524
L3,beta=2.5_n=20,0.48,1.0658279653333331,-0.6613470513333333,0.18942887999999994,-0.21505203399999995,0.42420397209452215,0.12971301677477529,0.15348803349304985
L3,beta=2.5_n=20,0.5,1.082170825333333,-0.6703002586666665,0.19271383666666667,-0.21915673,0.42430192279775975,0.12852423882472835,0.15170929098454494
L3,beta=4.0_n=7,0.0,1.3954632153333335,0.6660926506666666,-0.10337119133333333,0.09073729333333334,2.94081318941905,0.4929610819368723,0.522642656275559
L3,beta=4.0_n=7,0.02,1.0197016113333333,-0.7246187993333333,0.13922344599999995,-0.15585936599999992,1.6965232140786028,0.3997978792524373,0.42599045501506483
L3,beta=4.0_n=7,0.04,1.6759559213333333,-1.1949301613333334,0.23112301399999993,-0.24990274599999993,1.2975268000169005,0.33938036886082545,0.36205826815609393
L3,beta=4.0_n=7,0.06,2.0423402446666667,-1.4556904033333333,0.2831042526666667,-0.30354558866666664,1.0958776137663122,0.3046617924104907,0.3247909706963797
L3,beta=4.0_n=7,0.08,2.282210842,-1.6236992813333335,0.31831033866666664,-0.3402012219999999,1.005451320474074,0.28116593715510735,0.29921373933888235
L3,beta=4.0_n=7,0.1,2.4571585933333333,-1.7454233466666664,0.34427192066666673,-0.367463326,0.9558848519490918,0.2637033419318064,0.27997414480674737
L3,beta=4.0_n=7,0.12,2.5890153093333335,-1.834617348,0.3649689706666666,-0.3894289906666666,0.9424776250300684,0.25007550369380604,0.26470924508101507
L3,beta=4.0_n=7,0.14,2.6929515606666663,-1.903002950666667,0.382107116,-0.4078414940000001,0.9461145163869675,0.23869701288682557,0.2515696927443966
L3,beta=4.0_n=7,0.16,2.7761098313333332,-1.9564214166666665,0.39636567199999995,-0.42332274266666664,0.953375289643497,0.22987070044782074,0.24131273792961228
L3,beta=4.0_n=7,0.18,2.845959857333334,-2.0003768920000002,0.4086944066666667,-0.4368885586666667,0.9603536116658349,0.22185603848293356,0.231652456229689
L3,beta=4.0_n=7,0.2,2.8975801639999994,-2.027550186666667,0.420197874,-0.44983210333333323,0.9933221630187764,0.214689868052392,0.22329736703236133
L3,beta=4.0_n=7,0.22,2.9475853246666666,-2.0575022866666663,0.42961684400000005,-0.4604661939999999,1.004950813957166,0.2086148434576317,0.21556876959483628
L3,beta=4.0_n=7,0.24,2.99015069,-2.081950080666667,0.4380536446666667,-0.47014696466666667,1.016719337391567,0.20285022621007473,0.20866199453043432
