level,group,delta,jparam
L4,beta=4.0_n=7_g=1.0,0.36,0.9604498251552468
L4,beta=4.0_n=7_g=1.0,0.38,0.9666451921739978
L4,beta=4.0_n=7_g=1.0,0.4,0.9719879679880584
L4,beta=4.0_n=7_g=1.0,0.42,0.9771622254931522
L4,beta=4.0_n=7_g=1.0,0.44,0.9820128901326276
L4,beta=4.0_n=7_g=1.0,0.46,0.9859513446084353
L4,beta=4.0_n=7_g=1.0,0.48,0.9896379669379676
L4,beta=4.0_n=7_g=1.0,0.5,0.993221328520602
L4,beta=4.0_n=10_g=0.1,0.0,0.6051443414323256
L4,beta=4.0_n=10_g=0.1,0.02,0.6087204067674674
L4,beta=4.0_n=10_g=0.1,0.04,0.6345082218482646
L4,beta=4.0_n=10_g=0.1,0.06,0.66180828330379
L4,beta=4.0_n=10_g=0.1,0.08,0.6867508728476239
L4,beta=4.0_n=10_g=0.1,0.1,0.7088711808469422
L4,beta=4.0_n=10_g=0.1,0.12,0.7283414699210776
L4,beta=4.0_n=10_g=0.1,0.14,0.7456832185388365
L4,beta=4.0_n=10_g=0.1,0.16,0.7613000388859924
L4,beta=4.0_n=10_g=0.1,0.18,0.7760154192145311
L4,beta=4.0_n=10_g=0.1,0.2,0.7887880360009261
L4,beta=4.0_n=10_g=0.1,0.22,0.8012618274361275
L4,beta=4.0_n=10_g=0.1,0.24,0.8124679924535703
L4,beta=4.0_n=10_g=0.1,0.26,0.8229445801236248
L4,beta=4.0_n=10_g=0.1,0.28,0.8323808764296792
L4,beta=4.0_n=10_g=0.1,0.3,0.841172522591362
L4,beta=4.0_n=10_g=0.1,0.32,0.8495272043201586
L4,beta=4.0_n=10_g=0.1,0.34,0.8568892252523791
L4,beta=4.0_n=10_g=0.1,0.36,0.8638429841408439
L4,beta=4.0_n=10_g=0.1,0.38,0.8701373723954067
L4,beta=4.0_n=10_g=0.1,0.4,0.8762840672975852
L4,beta=4.0_n=10_g=0.1,0.42,0.8819703484189034
L4,beta=4.0_n=10_g=0.1,0.44,0.8874878521605705
L4,beta=4.0_n=10_g=0.1,0.46,0.8924870650592623
L4,beta=4.0_n=10_g=0.1,0.48,0.8970334070073248
L4,beta=4.0_n=10_g=0.1,0.5,0.9013734621721604
L4,beta=4.0_n=10_g=0.5,0.0,0.9164809836133584
L4,beta=4.0_n=10_g=0.5,0.02,0.7316699034912713
L4,beta=4.0_n=10_g=0.5,0.04,0.6866490158088256
L4,beta=4.0_n=10_g=0.5,0.06,0.6738086067914006
L4,beta=4.0_n=10_g=0.5,0.08,0.6810827086669458
L4,beta=4.0_n=10_g=0.5,0.1,0.6955197206775154
L4,beta=4.0_n=10_g=0.5,0.12,0.7131959747870443
L4,beta=4.0_n=10_g=0.5,0.14,0.7315851662658672
L4,beta=4.0_n=10_g=0.5,0.16,0.7461412181282391
L4,beta=4.0_n=10_g=0.5,0.18,0.7614223491852726
L4,beta=4.0_n=10_g=0.5,0.2,0.7743428191291535
L4,beta=4.0_n=10_g=0.5,0.22,0.7877190141238894
L4,beta=4.0_n=10_g=0.5,0.24,0.7986148655525137
L4,beta=4.0_n=10_g=0.5,0.26,0.8087267278669195
L4,beta=4.0_n=10_g=0.5,0.28,0.818213560012736
L4,beta=4.0_n=10_g=0.5,0.3,0.8269382342021427
L4,beta=4.0_n=10_g=0.5,0.32,0.8354093027847721
L4,beta=4.0_n=10_g=0.5,0.34,0.8431059755237296
L4,beta=4.0_n=10_g=0.5,0.36,0.8500168288093108
L4,beta=4.0_n=10_g=0.5,0.38,0.8568184732160771
L4,beta=4.0_n=10_g=0.5,0.4,0.8626162345203856
L4,beta=4.0_n=10_g=0.5,0.42,0.8687829082601913
L4,beta=4.0_n=10_g=0.5,0.44,0.8740881819671051
L4,beta=4.0_n=10_g=0.5,0.46,0.8787705613538724
L4,beta=4.0_n=10_g=0.5,0.48,0.883066085546251
L4,beta=4.0_n=10_g=0.5,0.5,0.8873951146566537
L4,beta=4.0_n=10_g=1.0,0.0,1.4133140570650558
L4,beta=4.0_n=10_g=1.0,0.02,0.8131700150637435
L4,beta=4.0_n=10_g=1.0,0.04,0.689568986178133
L4,beta=4.0_n=10_g=1.0,0.06,0.6759752249928651
L4,beta=4.0_n=10_g=1.0,0.08,0.6871663499079643
L4,beta=4.0_n=10_g=1.0,0.1,0.7086357424849811
L4,beta=4.0_n=10_g=1.0,0.12,0.7262228091761177
L4,beta=4.0_n=10_g=1.0,0.14,0.7428701384231478
L4,beta=4.0_n=10_g=1.0,0.16,0.7582360431994298
L4,beta=4.0_n=10_g=1.0,0.18,0.7723251345395785
L4,beta=4.0_n=10_g=1.0,0.2,0.7863566015149613
L4,beta=4.0_n=10_g=1.0,0.22,0.798126025679813
L4,beta=4.0_n=10_g=1.0,0.24,0.8092544052566046
L4,beta=4.0_n=10_g=1.0,0.26,0.8197862091164273
L4,beta=4.0_n=10_g=1.0,0.28,0.8294655050798411
L4,beta=4.0_n=10_g=1.0,0.3,0.8386528244550693
L4,beta=4.0_n=10_g=1.0,0.32,0.8471056860203129
L4,beta=4.0_n=10_g=1.0,0.34,0.8548557909304958
L4,beta=4.0_n=10_g=1.0,0.36,0.8620660823712357
L4,beta=4.0_n=10_g=1.0,0.38,0.869013501566544
L4,beta=4.0_n=10_g=1.0,0.4,0.8752273214524697
L4,beta=4.0_n=10_g=1.0,0.42,0.8808886435288829
L4,beta=4.0_n=10_g=1.0,0.44,0.8865181531628196
L4,beta=4.0_n=10_g=1.0,0.46,0.8914885499861025
L4,beta=4.0_n=10_g=1.0,0.48,0.8962392762944698
L4,beta=4.0_n=10_g=1.0,0.5,0.9007672043285256
L4,beta=4.0_n=20_g=0.1,0.0,0.4509265371350446
L4,beta=4.0_n=20_g=0.1,0.02,0.4664626175187919
L4,beta=4.0_n=20_g=0.1,0.04,0.4846872145636298
L4,beta=4.0_n=20_g=0.1,0.06,0.5063034755935915
L4,beta=4.0_n=20_g=0.1,0.08,0.5273179392823105
L4,beta=4.0_n=20_g=0.1,0.1,0.5474361375934923
L4,beta=4.0_n=20_g=0.1,0.12,0.5662657209856942
L4,beta=4.0_n=20_g=0.1,0.14,0.5838815136756014
L4,beta=4.0_n=20_g=0.1,0.16,0.6002086192286704
L4,beta=4.0_n=20_g=0.1,0.18,0.6153054709484316
L4,beta=4.0_n=20_g=0.1,0.2,0.6293005389698019
L4,beta=4.0_n=20_g=0.1,0.22,0.642284243074421
L4,beta=4.0_n=20_g=0.1,0.24,0.6543740637632356
L4,beta=4.0_n=20_g=0.1,0.26,0.6657054431116878
L4,beta=4.0_n=20_g=0.1,0.28,0.6762415158508652
L4,beta=4.0_n=20_g=0.1,0.3,0.6861604872363499
L4,beta=4.0_n=20_g=0.1,0.32,0.6954857410862971
L4,beta=4.0_n=20_g=0.1,0.34,0.7042976613742725
L4,beta=4.0_n=20_g=0.1,0.36,0.7127412473135761
L4,beta=4.0_n=20_g=0.1,0.38,0.7205767527382234
L4,beta=4.0_n=20_g=0.1,0.4,0.7278936463535075
L4,beta=4.0_n=20_g=0.1,0.42,0.7345441133543436
L4,beta=4.0_n=20_g=0.1,0.44,0.7407112170099299
L4,beta=4.0_n=20_g=0.1,0.46,0.7466522129955447
L4,beta=4.0_n=20_g=0.1,0.48,0.7520282873949447
L4,beta=4.0_n=20_g=0.1,0.5,0.7570577288796422
L4,beta=4.0_n=20_g=0.5,0.0,0.7804391194100906
L4,beta=4.0_n=20_g=0.5,0.02,0.6189309754344746
L4,beta=4.0_n=20_g=0.5,0.04,0.5527048367003615
L4,beta=4.0_n=20_g=0.5,0.06,0.5350625075057628
L4,beta=4.0_n=20_g=0.5,0.08,0.5390180461000567
L4,beta=4.0_n=20_g=0.5,0.1,0.5519097748860375
L4,beta=4.0_n=20_g=0.5,0.12,0.5677760301369812
L4,beta=4.0_n=20_g=0.5,0.14,0.5840423093699962
L4,beta=4.0_n=20_g=0.5,0.16,0.5997480382444965
L4,beta=4.0_n=20_g=0.5,0.18,0.6145703907401169
L4,beta=4.0_n=20_g=0.5,0.2,0.6284470900261676
L4,beta=4.0_n=20_g=0.5,0.22,0.641433737644945
L4,beta=4.0_n=20_g=0.5,0.24,0.6536856478695376
L4,beta=4.0_n=20_g=0.5,0.26,0.6651913702815219
L4,beta=4.0_n=20_g=0.5,0.28,0.6759062143629262
L4,beta=4.0_n=20_g=0.5,0.3,0.6857263117939364
L4,beta=4.0_n=20_g=0.5,0.32,0.6948090866718045
L4,beta=4.0_n=20_g=0.5,0.34,0.7034407278158904
L4,beta=4.0_n=20_g=0.5,0.36,0.711734257526497
L4,beta=4.0_n=20_g=0.5,0.38,0.7194847669526607
L4,beta=4.0_n=20_g=0.5,0.4,0.7266125737318432
L4,beta=4.0_n=20_g=0.5,0.42,0.7332715810120393
L4,beta=4.0_n=20_g=0.5,0.44,0.7396300879164385
L4,beta=4.0_n=20_g=0.5,0.46,0.7453596330471672
L4,beta=4.0_n=20_g=0.5,0.48,0.7507764089323932
L4,beta=4.0_n=20_g=0.5,0.5,0.7558202282260493
L4,beta=4.0_n=20_g=1.0,0.0,1.193440417977201
L4,beta=4.0_n=20_g=1.0,0.02,0.6864664369607151
L4,beta=4.0_n=20_g=1.0,0.04,0.5707797828076344
L4,beta=4.0_n=20_g=1.0,0.06,0.5530979124494605
L4,beta=4.0_n=20_g=1.0,0.08,0.5604009638608415
L4,beta=4.0_n=20_g=1.0,0.1,0.5747112069160291
L4,beta=4.0_n=20_g=1.0,0.12,0.5906453112510571
L4,beta=4.0_n=20_g=1.0,0.14,0.6063892864152378
L4,beta=4.0_n=20_g=1.0,0.16,0.6213274703033037
L4,beta=4.0_n=20_g=1.0,0.18,0.6352883143133142
L4,beta=4.0_n=20_g=1.0,0.2,0.6482732415040076
L4,beta=4.0_n=20_g=1.0,0.22,0.6603524488840138
L4,beta=4.0_n=20_g=1.0,0.24,0.6716300605454296
L4,beta=4.0_n=20_g=1.0,0.26,0.6821742197144448
L4,beta=4.0_n=20_g=1.0,0.28,0.6921320514251726
L4,beta=4.0_n=20_g=1.0,0.3,0.7013760229457942
L4,beta=4.0_n=20_g=1.0,0.32,0.7100655203167131
L4,beta=4.0_n=20_g=1.0,0.34,0.7183452633968267
L4,beta=4.0_n=20_g=1.0,0.36,0.7260649844367187
L4,beta=4.0_n=20_g=1.0,0.38,0.7331534175934147
L4,beta=4.0_n=20_g=1.0,0.4,0.7398708895391654
L4,beta=4.0_n=20_g=1.0,0.42,0.7462162535087532
L4,beta=4.0_n=20_g=1.0,0.44,0.7521967918535113
L4,beta=4.0_n=20_g=1.0,0.46,0.7578866388359482
L4,beta=4.0_n=20_g=1.0,0.48,0.76319880795423
L4,beta=4.0_n=20_g=1.0,0.5,0.7681078891054258
