beta,n,gamma_eta,delta,bias_beta,sd_beta,bias_eta,sd_eta,bias_gamma,sd_gamma,n_valid
1.5,10,0.1,0.12,-0.0288235859999999,0.4745157691016378,-0.04430206399999992,0.29664111779383495,0.058755714000000014,0.16219202766302385,500
1.5,10,0.1,0.14,-0.04132512799999999,0.46489478681247703,-0.04871667999999996,0.29537704562467537,0.06258666199999999,0.16180482983028835,500
1.5,10,0.1,0.16,-0.05277814199999997,0.4567174700196963,-0.052793088000000044,0.2942464013169034,0.06610448999999999,0.16155072213808444,500
1.5,10,0.1,0.18,-0.06344539999999976,0.44972775215865357,-0.05660580999999998,0.29326789446150714,0.06937632200000002,0.16136045083794096,500
1.5,10,0.1,0.2,-0.07357385999999999,0.443207207311689,-0.06024709600000011,0.2923744232113801,0.07248707599999998,0.16116135472080492,500
1.5,10,0.1,0.22,-0.08314085599999999,0.43714384324540817,-0.06370951800000002,0.2915745637711533,0.075428934,0.16098015358527373,500
1.5,10,0.1,0.24,-0.09252451799999983,0.4309921840801967,-0.0671704059999999,0.29057056354702077,0.078364092,0.16066069847739997,500
1.5,10,0.1,0.26,-0.101532446,0.42508946159731753,-0.07054592800000004,0.28957323055631445,0.081212592,0.16031063741914633,500
1.5,10,0.1,0.28,-0.11011369399999982,0.41952913785413004,-0.07383489200000004,0.2884853697881054,0.08396899399999999,0.15994868384916497,500
1.5,10,0.1,0.3,-0.11856107199999988,0.4139982037345932,-0.07719706199999998,0.28713419935335943,0.086768662,0.15944048125923388,500
1.5,10,0.1,0.32,-0.12669624200000018,0.4089137347631102,-0.08050884999999997,0.285733562102121,0.08950856599999996,0.1589160180827225,500
1.5,10,0.1,0.34,-0.13461501200000003,0.404041382153349,-0.083831608,0.2842210741662955,0.09224104799999999,0.15832150197600317,500
1.5,10,0.1,0.36,-0.14215207399999996,0.39959257534603904,-0.08708797200000007,0.2827253144002508,0.09489738000000003,0.15775097763554286,500
