beta,gamma_over_eta,n,method,mean_loss_primary,J1_primary,failure_rate,n_samples
2.5,1.0,15,LRE,1.0999996449205476,1.048808678892651,0.0,300
2.5,1.0,15,LSE,1.091620493861489,1.0448064384667088,0.0,300
2.5,1.0,15,MDM-0.1,0.2233840783546415,0.4726352487433004,0.0,300
2.5,1.0,15,MLE,1.6640941802336655,1.2899977442746424,0.15,300
2.5,1.0,15,WMLE,0.601091415947228,0.7753008551183392,0.0,300
2.5,1.0,20,LRE,0.7106679011715488,0.8430112105847399,0.0,300
2.5,1.0,20,LSE,0.6480742617505452,0.8050305967791195,0.0,300
2.5,1.0,20,MDM-0.1,0.1703741045045884,0.41276398159794464,0.0,300
2.5,1.0,20,MLE,0.7433502520518999,0.8621776221010958,0.05333333333333334,300
2.5,1.0,20,WMLE,0.4414950832440767,0.6644509637618691,0.0,300
3.0,0.1,7,LRE,0.5285565496812282,0.7270189472642569,0.0,300
3.0,0.1,7,LSE,0.5666307115265752,0.7527487705247848,0.0,300
3.0,0.1,7,MDM-0.1,0.46754584025335455,0.683773237450366,0.0,300
3.0,0.1,7,MLE,1.5808991675992559,1.2573381277919062,0.42,300
3.0,0.1,7,WMLE,0.2715963168045176,0.5211490351180914,0.0,300
3.0,0.1,10,LRE,0.36556478497312794,0.6046195373729897,0.0,300
3.0,0.1,10,LSE,0.3943289987600492,0.6279562076769758,0.0,300
3.0,0.1,10,MDM-0.1,0.3340086784631608,0.577934839288272,0.0,300
3.0,0.1,10,MLE,0.9166759440517381,0.9574319527004195,0.21333333333333335,300
3.0,0.1,10,WMLE,0.227297036238483,0.47675678939946203,0.0,300
3.0,0.1,15,LRE,0.25024126356077825,0.5002412053807426,0.0,300
3.0,0.1,15,LSE,0.2635677836767897,0.5133885309166827,0.0,300
3.0,0.1,15,MDM-0.1,0.23678783723033386,0.48660850509453063,0.0,300
3.0,0.1,15,MLE,0.5648939720615282,0.7515942868739279,0.10333333333333333,300
3.0,0.1,15,WMLE,0.18298439051467935,0.4277667477898199,0.0,300
3.0,0.1,20,LRE,0.20421893440730493,0.45190589109603885,0.0,300
3.0,0.1,20,LSE,0.22353441331444457,0.47279426108450656,0.0,300
3.0,0.1,20,MDM-0.1,0.20494981545444008,0.45271383395522613,0.0,300
3.0,0.1,20,MLE,0.37181752149037633,0.6097684162781607,0.043333333333333335,300
3.0,0.1,20,WMLE,0.18409687109063305,0.4290651128798904,0.0,300
3.0,0.25,7,LRE,0.6540499611263008,0.808733553852133,0.0,300
3.0,0.25,7,LSE,0.7375984582206535,0.858835524545098,0.0,300
3.0,0.25,7,MDM-0.1,0.4687650966595008,0.6846642218339591,0.0,300
3.0,0.25,7,MLE,1.8145221672419727,1.347042006487538,0.41333333333333333,300
3.0,0.25,7,WMLE,0.3228583421421745,0.5682062496507536,0.0,300
3.0,0.25,10,LRE,0.43955488314590146,0.662989353719878,0.0,300
3.0,0.25,10,LSE,0.47335158225961965,0.688005510341029,0.0,300
3.0,0.25,10,MDM-0.1,0.36201005079309373,0.6016727106933584,0.0,300
3.0,0.25,10,MLE,1.1409699994009137,1.0681619724559164,0.2633333333333333,300
3.0,0.25,10,WMLE,0.29627074990594815,0.5443075875880734,0.0,300
3.0,0.25,15,LRE,0.29641914856336743,0.5444438892699297,0.0,300
3.0,0.25,15,LSE,0.3279956382587321,0.5727090345530897,0.0,300
3.0,0.25,15,MDM-0.1,0.24593253747848426,0.49591585725653525,0.0,300
3.0,0.25,15,MLE,0.6320941946695973,0.7950435174690736,0.1,300
3.0,0.25,15,WMLE,0.23770945891189915,0.48755457018871146,0.0,300
3.0,0.25,20,LRE,0.24349738713801433,0.4934545441456734,0.0,300
3.0,0.25,20,LSE,0.2635253917816338,0.5133472428888985,0.0,300
3.0,0.25,20,MDM-0.1,0.19221422774488497,0.4384224307045489,0.0,300
3.0,0.25,20,MLE,0.3956811699613658,0.6290319307963356,0.03333333333333333,300
3.0,0.25,20,WMLE,0.20997273410587405,0.4582278190004117,0.0,300
3.0,0.5,7,LRE,0.8590408930263271,0.9268445894681194,0.0,300
3.0,0.5,7,LSE,0.9514516416874369,0.9754238266965991,0.0,300
3.0,0.5,7,MDM-0.1,0.5109604036438882,0.714814943634986,0.0,300
3.0,0.5,7,MLE,2.234430252165717,1.4948010744462676,0.41,300
3.0,0.5,7,WMLE,0.4699166288755424,0.685504652701601,0.0,300
3.0,0.5,10,LRE,0.6496001311679258,0.805977748556327,0.0,300
3.0,0.5,10,LSE,0.7253623384293687,0.8516820641702916,0.0,300
3.0,0.5,10,MDM-0.1,0.3397949776169165,0.5829193577304811,0.0,300
3.0,0.5,10,MLE,1.468774673181913,1.2119301436889476,0.24,300
3.0,0.5,10,WMLE,0.4017857981950306,0.6338657572349452,0.0,300
