beta,n,gamma_eta,delta,mean_loss,RMSE_x95,n_valid
2.0,20,0.1,0.38,0.010261460717103243,0.10129886829132517,500
2.0,20,0.1,0.4,0.010332076068083446,0.10164682025564521,500
2.0,20,0.1,0.42,0.010408696323491647,0.10202301859625428,500
2.0,20,0.1,0.44,0.01049263039467995,0.10243354135574904,500
2.0,20,0.1,0.46,0.010564986474465689,0.10278612004772672,500
2.0,20,0.1,0.48,0.010638392040091515,0.10314258111997933,500
2.0,20,0.1,0.5,0.010817764596592927,0.10400848329147448,500
2.0,20,0.5,0.0,0.008697164400764386,0.09325858888469407,500
2.0,20,0.5,0.02,0.008665015953726497,0.09308606745225892,500
2.0,20,0.5,0.04,0.008674615477498586,0.0931376158031683,500
2.0,20,0.5,0.06,0.008697051667234666,0.09325798446907732,500
2.0,20,0.5,0.08,0.008722121924341008,0.09339230120486917,500
2.0,20,0.5,0.1,0.008754686151963937,0.09356647985236988,500
2.0,20,0.5,0.12,0.008792205792467114,0.09376676272788302,500
2.0,20,0.5,0.14,0.008832640854620148,0.09398213050692215,500
2.0,20,0.5,0.16,0.008875269500967576,0.09420864875884578,500
2.0,20,0.5,0.18,0.008919746995217923,0.09444441219689984,500
2.0,20,0.5,0.2,0.008965926357818092,0.09468857564573506,500
2.0,20,0.5,0.22,0.009013777198711251,0.09494091425044975,500
2.0,20,0.5,0.24,0.009063350030539964,0.0952016282977343,500
2.0,20,0.5,0.26,0.00911478225492252,0.0954713687705509,500
2.0,20,0.5,0.28,0.009168269027607957,0.09575107846707502,500
2.0,20,0.5,0.3,0.009224091629616012,0.09604213465774286,500
2.0,20,0.5,0.32,0.009282618789395587,0.0963463480854131,500
2.0,20,0.5,0.34,0.009344408087706375,0.09666647861439029,500
2.0,20,0.5,0.36,0.009410288062033364,0.09700663926780148,500
2.0,20,0.5,0.38,0.009481856614279362,0.09737482536199674,500
2.0,20,0.5,0.4,0.009564289633311003,0.097797186223894,500
2.0,20,0.5,0.42,0.00965425376942516,0.09825606225279518,500
2.0,20,0.5,0.44,0.009731880016982622,0.0986502915200083,500
2.0,20,0.5,0.46,0.009819013961515072,0.09909093783749891,500
2.0,20,0.5,0.48,0.009914540650591885,0.09957178641860297,500
2.0,20,0.5,0.5,0.010012225512821927,0.10006110889262584,500
2.0,20,1.0,0.0,0.008777192903658419,0.09368667409860604,500
2.0,20,1.0,0.02,0.00876878338299791,0.09364178225022156,500
2.0,20,1.0,0.04,0.008794671909227154,0.09377991207730552,500
2.0,20,1.0,0.06,0.008843102078997387,0.09403776942801965,500
2.0,20,1.0,0.08,0.00889562362313983,0.09431661371751972,500
2.0,20,1.0,0.1,0.00894959996030175,0.09460232534299434,500
2.0,20,1.0,0.12,0.009004284822457563,0.094890910115024,500
2.0,20,1.0,0.14,0.009059531808888186,0.09518157284310964,500
2.0,20,1.0,0.16,0.009115424721102012,0.09547473341728696,500
2.0,20,1.0,0.18,0.009172173087248155,0.09577146280206936,500
2.0,20,1.0,0.2,0.00923006999402623,0.09607325327075289,500
2.0,20,1.0,0.22,0.009289485903306235,0.0963819791418823,500
2.0,20,1.0,0.24,0.009350914392289264,0.09670012612344031,500
2.0,20,1.0,0.26,0.00941505178595048,0.09703118975850229,500
2.0,20,1.0,0.28,0.009483029669187399,0.09738084857500164,500
2.0,20,1.0,0.3,0.009557234890347628,0.0977611113395691,500
2.0,20,1.0,0.32,0.00964083772717603,0.09818776770645125,500
2.0,20,1.0,0.34,0.009708226689076662,0.09853033385245714,500
2.0,20,1.0,0.36,0.00978070081138847,0.09889742570657979,500
2.0,20,1.0,0.38,0.00986120437608838,0.09930359699471303,500
2.0,20,1.0,0.4,0.009961573537290424,0.09980768275684204,500
2.0,20,1.0,0.42,0.010037338744630845,0.10018651977502185,500
2.0,20,1.0,0.44,0.010110252262061359,0.10054975018398285,500
2.0,20,1.0,0.46,0.010306543927063557,0.10152115014647715,500
2.0,20,1.0,0.48,0.0103910846228366,0.10193666966718405,500
2.0,20,1.0,0.5,0.010483380437714645,0.10238838038427331,500
2.5,7,0.1,0.0,0.028116286965891097,0.1676791190515119,500
2.5,7,0.1,0.02,0.02892964690302441,0.17008717442248375,500
2.5,7,0.1,0.04,0.029613887685887352,0.17208686087522007,500
2.5,7,0.1,0.06,0.03019523524654587,0.17376776239149158,500
2.5,7,0.1,0.08,0.030692106864103022,0.17519162897839333,500
2.5,7,0.1,0.1,0.031114014491400225,0.17639165085513606,500
2.5,7,0.1,0.12,0.03150300045881864,0.17749084612683166,500
2.5,7,0.1,0.14,0.032439923011307006,0.18011086311299218,500
2.5,7,0.1,0.16,0.032761669492914265,0.18100184941849148,500
2.5,7,0.1,0.18,0.03306489942870155,0.18183756330500458,500
2.5,7,0.1,0.2,0.03334879351159214,0.1826165203687556,500
2.5,7,0.1,0.22,0.03388253334010327,0.18407208734651562,500
2.5,7,0.1,0.24,0.03461816111122215,0.18605956334255477,500
2.5,7,0.1,0.26,0.03529694909605415,0.18787482294350713,500
2.5,7,0.1,0.28,0.0358192411830001,0.18925971886008947,500
2.5,7,0.1,0.3,0.03626039937764834,0.19042163579186147,500
2.5,7,0.1,0.32,0.03673842084451731,0.1916726919634545,500
2.5,7,0.1,0.34,0.0375429731302288,0.19376009168615915,500
2.5,7,0.1,0.36,0.03793449355793661,0.19476779394431876,500
2.5,7,0.1,0.38,0.03875672791892769,0.196867285039764,500
2.5,7,0.1,0.4,0.03915785727039621,0.19788344364902338,500
2.5,7,0.1,0.42,0.03980427575900393,0.19951008936643763,500
2.5,7,0.1,0.44,0.04014671744216249,0.20036645787696725,500
2.5,7,0.1,0.46,0.0407062299495253,0.20175784978415412,500
2.5,7,0.1,0.48,0.04135389457819625,0.20335657003941685,500
2.5,7,0.1,0.5,0.04187030706321389,0.20462235230593429,500
2.5,7,0.5,0.0,0.03842937821047216,0.19603412511721566,500
2.5,7,0.5,0.02,0.03956853602123045,0.19891841549044786,500
2.5,7,0.5,0.04,0.039836572905461456,0.19959101408996713,500
2.5,7,0.5,0.06,0.04000243453855396,0.2000060862537787,500
2.5,7,0.5,0.08,0.040104823178493426,0.20026188648490612,500
2.5,7,0.5,0.1,0.040168014658408524,0.200419596492979,500
2.5,7,0.5,0.12,0.040236222934713725,0.20058968800692054,500
2.5,7,0.5,0.14,0.04068133070259093,0.20169613457523405,500
2.5,7,0.5,0.16,0.04134381156707795,0.20333177707155847,500
2.5,7,0.5,0.18,0.041710082866082326,0.20423046507825987,500
2.5,7,0.5,0.2,0.04180238080901623,0.204456305378475,500
2.5,7,0.5,0.22,0.04218994201434609,0.20540190362882738,500
2.5,7,0.5,0.24,0.042641256251966984,0.20649759381640984,500
2.5,7,0.5,0.26,0.04317542130089085,0.20778696133513974,500
2.5,7,0.5,0.28,0.04403256963203119,0.2098393900868738,500
2.5,7,0.5,0.3,0.04441898224904366,0.21075811312745155,500
2.5,7,0.5,0.32,0.04494717962890002,0.21200749899213475,500
2.5,7,0.5,0.34,0.045560216247786126,0.2134483924694354,500
2.5,7,0.5,0.36,0.04655643620008471,0.21576940515301216,500
2.5,7,0.5,0.38,0.04693407040651633,0.2166427252563915,500
2.5,7,0.5,0.4,0.047536612436884854,0.2180289256885078,500
2.5,7,0.5,0.42,0.04817216251657315,0.21948157671333862,500
2.5,7,0.5,0.44,0.04892291357489909,0.221185247190899,500
2.5,7,0.5,0.46,0.04908720777758938,0.22155633093547425,500
2.5,7,0.5,0.48,0.049333425121200356,0.22211128994537932,500
2.5,7,0.5,0.5,0.04991131789887061,0.2234084105374518,500
2.5,7,1.0,0.0,0.037619397736677766,0.19395720594161425,500
2.5,7,1.0,0.02,0.03687021175201708,0.19201617575615101,500
2.5,7,1.0,0.04,0.03646152797172753,0.19094901930025074,500
2.5,7,1.0,0.06,0.036157275809967394,0.19015066607815864,500
2.5,7,1.0,0.08,0.03604740136179613,0.18986153207481532,500
2.5,7,1.0,0.1,0.03605132643666913,0.18987186847100107,500
2.5,7,1.0,0.12,0.03612051814255731,0.19005398744187746,500
2.5,7,1.0,0.14,0.03623244401699728,0.1903482177930681,500
2.5,7,1.0,0.16,0.0363763456698778,0.1907258390199865,500
2.5,7,1.0,0.18,0.036779629393021,0.1917801590181346,500
2.5,7,1.0,0.2,0.03738740865735936,0.19335823917630032,500
2.5,7,1.0,0.22,0.03840012647230355,0.19595950212302427,500
2.5,7,1.0,0.24,0.03894966162369969,0.1973566862908366,500
2.5,7,1.0,0.26,0.03910818801967195,0.1977579025467047,500
2.5,7,1.0,0.28,0.03951030058718904,0.19877198139372923,500
2.5,7,1.0,0.3,0.040102960134964914,0.20025723491291123,500
2.5,7,1.0,0.32,0.04047024399139393,0.2011721749929496,500
2.5,7,1.0,0.34,0.04087022240549879,0.20216385039244478,500
2.5,7,1.0,0.36,0.04173192133097918,0.20428392332971085,500
2.5,7,1.0,0.38,0.04225687757002887,0.20556477706559767,500
2.5,7,1.0,0.4,0.04261285391953475,0.20642881077876402,500
2.5,7,1.0,0.42,0.04292888030455902,0.2071928577546992,500
2.5,7,1.0,0.44,0.04367559352573437,0.2089870654507938,500
2.5,7,1.0,0.46,0.043846751418367774,0.2093961590344192,500
2.5,7,1.0,0.48,0.0446208418167629,0.21123645948737851,500
2.5,7,1.0,0.5,0.044937023297819324,0.21198354487511364,500
2.5,10,0.1,0.0,0.017370102468444344,0.13179568455926144,500
2.5,10,0.1,0.02,0.017960995910547457,0.13401864016079054,500
2.5,10,0.1,0.04,0.018282972977637202,0.13521454425333543,500
2.5,10,0.1,0.06,0.018582866547224682,0.13631898821229815,500
2.5,10,0.1,0.08,0.018849379048632712,0.13729304078733456,500
2.5,10,0.1,0.1,0.01910626301729906,0.13822540655501456,500
2.5,10,0.1,0.12,0.019352204527470288,0.1391122012171121,500
2.5,10,0.1,0.14,0.01958363511878742,0.13994154179080429,500
2.5,10,0.1,0.16,0.019801384051448163,0.14071739072143202,500
2.5,10,0.1,0.18,0.020007804040378645,0.14144894499563665,500
2.5,10,0.1,0.2,0.02030182613058216,0.14248447680565823,500
2.5,10,0.1,0.22,0.020495155822091073,0.1431612930302429,500
2.5,10,0.1,0.24,0.02075627127934039,0.14407036919276772,500
2.5,10,0.1,0.26,0.021035068838343118,0.14503471597635897,500
2.5,10,0.1,0.28,0.021256256798154738,0.14579525643228156,500
2.5,10,0.1,0.3,0.02159089791864959,0.14693841539451005,500
2.5,10,0.1,0.32,0.022192739748440743,0.1489722784562307,500
2.5,10,0.1,0.34,0.022885553812129884,0.15127972042587162,500
2.5,10,0.1,0.36,0.023340594148476165,0.15277628791300096,500
2.5,10,0.1,0.38,0.024049911350173953,0.15508033837393428,500
2.5,10,0.1,0.4,0.024351308090588473,0.15604905667958546,500
2.5,10,0.1,0.42,0.02484384910522704,0.15761931704339743,500
2.5,10,0.1,0.44,0.025106343531479145,0.15844981392062013,500
2.5,10,0.1,0.46,0.025452530762446263,0.1595384930430467,500
2.5,10,0.1,0.48,0.02591203163911737,0.16097214553803205,500
2.5,10,0.1,0.5,0.026134071894886424,0.1616603596893389,500
2.5,10,0.5,0.0,0.022770642616021405,0.15089944538009875,500
2.5,10,0.5,0.02,0.023219275320166488,0.15237872331846886,500
2.5,10,0.5,0.04,0.02341679862095845,0.15302548356714463,500
2.5,10,0.5,0.06,0.023531763888423183,0.1534006645631732,500
2.5,10,0.5,0.08,0.023620942957050386,0.15369106336105032,500
2.5,10,0.5,0.1,0.02373538437300216,0.15406292342092617,500
2.5,10,0.5,0.12,0.02386965786314242,0.15449808368760573,500
2.5,10,0.5,0.14,0.024032864426117666,0.15502536704074488,500
2.5,10,0.5,0.16,0.024444661485575777,0.1563478860924438,500
2.5,10,0.5,0.18,0.024873616302302937,0.1577137162782709,500
2.5,10,0.5,0.2,0.025208336301266763,0.15877133337371316,500
2.5,10,0.5,0.22,0.02560370284204619,0.1600115709629969,500
2.5,10,0.5,0.24,0.02578981790449523,0.16059208543541376,500
2.5,10,0.5,0.26,0.02590029731799041,0.1609356931137105,500
2.5,10,0.5,0.28,0.02606795092488795,0.16145572434846636,500
2.5,10,0.5,0.3,0.0262098808923762,0.16189465986367862,500
2.5,10,0.5,0.32,0.026376370642364994,0.16240803749311483,500
2.5,10,0.5,0.34,0.02699033800560501,0.1642873641081535,500
2.5,10,0.5,0.36,0.027335331914793412,0.16533400108505633,500
2.5,10,0.5,0.38,0.02761581184380822,0.16618005850224093,500
2.5,10,0.5,0.4,0.028156885491564355,0.16780013555287837,500
2.5,10,0.5,0.42,0.028393698095323903,0.16850429696397629,500
2.5,10,0.5,0.44,0.028600627106684012,0.16911719932249356,500
2.5,10,0.5,0.46,0.029011576850986574,0.17032785107253182,500
2.5,10,0.5,0.48,0.029422754687117036,0.17153062317591292,500
2.5,10,0.5,0.5,0.02974448816197303,0.17246590434625922,500
2.5,10,1.0,0.0,0.025407630698872277,0.15939771233889236,500
2.5,10,1.0,0.02,0.024342189389060305,0.15601983652427118,500
2.5,10,1.0,0.04,0.023776037376425724,0.15419480333793914,500
2.5,10,1.0,0.06,0.023473489457378583,0.15321060491160063,500
2.5,10,1.0,0.08,0.023310485242608744,0.15267771691575935,500
2.5,10,1.0,0.1,0.023229637668965523,0.15241272148008356,500
2.5,10,1.0,0.12,0.02319887570134996,0.15231177138143315,500
2.5,10,1.0,0.14,0.023202484002985496,0.15232361603830674,500
2.5,10,1.0,0.16,0.023232232767539183,0.15242123463461113,500
2.5,10,1.0,0.18,0.023283915498502734,0.1525906795925057,500
2.5,10,1.0,0.2,0.023356242163597416,0.15282749151771555,500
2.5,10,1.0,0.22,0.023450803313983658,0.153136551201807,500
2.5,10,1.0,0.24,0.023760464352986867,0.1541442971795806,500
2.5,10,1.0,0.26,0.0238850409654955,0.15454785978943708,500
2.5,10,1.0,0.28,0.024160763574888115,0.15543733005583993,500
2.5,10,1.0,0.3,0.024432509701662847,0.15630901989860613,500
2.5,10,1.0,0.32,0.02492031103031096,0.15786168322398872,500
2.5,10,1.0,0.34,0.025133874737912197,0.15853666685632128,500
2.5,10,1.0,0.36,0.02535354618583708,0.1592279692322837,500
2.5,10,1.0,0.38,0.02568271646058322,0.1602582804743119,500
2.5,10,1.0,0.4,0.02580548470850451,0.1606408562866387,500
2.5,10,1.0,0.42,0.026100400925397203,0.16155618504222363,500
2.5,10,1.0,0.44,0.026402438258489137,0.16248827114130157,500
2.5,10,1.0,0.46,0.02673753330867718,0.1635161561090438,500
2.5,10,1.0,0.48,0.027224137259705166,0.16499738561475805,500
2.5,10,1.0,0.5,0.027390033517067012,0.1654993459717198,500
2.5,20,0.1,0.0,0.010274386295694223,0.10136264743826605,500
2.5,20,0.1,0.02,0.010441047838243052,0.10218144566526279,500
2.5,20,0.1,0.04,0.010570218725884466,0.10281156902744197,500
2.5,20,0.1,0.06,0.010675093396965344,0.10332034357746467,500
2.5,20,0.1,0.08,0.010759636172295538,0.10372866610679778,500
2.5,20,0.1,0.1,0.010833105802553299,0.10408220694505521,500
2.5,20,0.1,0.12,0.010906193645623813,0.10443272305950761,500
2.5,20,0.1,0.14,0.010981236689227724,0.1047913960648856,500
2.5,20,0.1,0.16,0.0110785681063395,0.10525477711885338,500
2.5,20,0.1,0.18,0.011210032423599478,0.10587744057918796,500
2.5,20,0.1,0.2,0.011280937689571793,0.10621175871612236,500
2.5,20,0.1,0.22,0.011354390217541718,0.10655698108308867,500
2.5,20,0.1,0.24,0.011440255228141407,0.10695912877422575,500
2.5,20,0.1,0.26,0.01150225404240459,0.10724856195961133,500
2.5,20,0.1,0.28,0.011564432742284872,0.10753805253158005,500
2.5,20,0.1,0.3,0.011628972029039432,0.10783771153469195,500
2.5,20,0.1,0.32,0.01169817198310981,0.10815808792277076,500
2.5,20,0.1,0.34,0.01177238148312605,0.10850060591133144,500
2.5,20,0.1,0.36,0.011854646221337046,0.10887904399533019,500
2.5,20,0.1,0.38,0.011940883729964345,0.10927435074144502,500
2.5,20,0.1,0.4,0.012029310889385851,0.10967821519967332,500
2.5,20,0.1,0.42,0.012130413812366637,0.1101381578398996,500
2.5,20,0.1,0.44,0.012247392337692285,0.11066793726139601,500
2.5,20,0.1,0.46,0.012379657234423096,0.11126390804938993,500
2.5,20,0.1,0.48,0.012518760849093192,0.1118872684852624,500
2.5,20,0.1,0.5,0.012667033824672099,0.11254791790465117,500
2.5,20,0.5,0.0,0.010579123216741272,0.10285486481805939,500
2.5,20,0.5,0.02,0.010608635307233778,0.10299822963155134,500
2.5,20,0.5,0.04,0.010622851954361495,0.10306722056192985,500
2.5,20,0.5,0.06,0.010657072563166366,0.10323309819610359,500
2.5,20,0.5,0.08,0.010705891515099632,0.10346927812205724,500
2.5,20,0.5,0.1,0.010748710227295103,0.10367598674377353,500
2.5,20,0.5,0.12,0.010795045982936173,0.10389921069448109,500
2.5,20,0.5,0.14,0.010846311548882702,0.10414562664309386,500
2.5,20,0.5,0.16,0.010902052320567237,0.10441289345941543,500
2.5,20,0.5,0.18,0.0109622295493489,0.10470066642265893,500
2.5,20,0.5,0.2,0.011027186772234764,0.10501041268481313,500
2.5,20,0.5,0.22,0.011097596852602054,0.10534513207833598,500
2.5,20,0.5,0.24,0.011174632468092926,0.10571013417876701,500
2.5,20,0.5,0.26,0.011260266676571956,0.10611440371868447,500
2.5,20,0.5,0.28,0.011358464069552699,0.10657609520691166,500
2.5,20,0.5,0.3,0.011461768286251771,0.1070596482632545,500
2.5,20,0.5,0.32,0.01156575743291294,0.10754421152676205,500
2.5,20,0.5,0.34,0.011684355759435272,0.10809419854661614,500
2.5,20,0.5,0.36,0.01177919456608943,0.1085319978904352,500
2.5,20,0.5,0.38,0.011875329210935339,0.1089739841014145,500
2.5,20,0.5,0.4,0.011980549066923762,0.1094556945385838,500
2.5,20,0.5,0.42,0.012153400570064239,0.11024246264513615,500
2.5,20,0.5,0.44,0.012291113595998805,0.11086529482213452,500
2.5,20,0.5,0.46,0.012395629147723467,0.11133565982075765,500
2.5,20,0.5,0.48,0.01252117976241784,0.11189807756354815,500
2.5,20,0.5,0.5,0.012640857580465844,0.11243156843371814,500
2.5,20,1.0,0.0,0.010361982692961067,0.10179382443429988,500
2.5,20,1.0,0.02,0.010090967416717564,0.10045380737790661,500
2.5,20,1.0,0.04,0.01002606035528836,0.10013021699411402,500
2.5,20,1.0,0.06,0.010015072981220306,0.10007533652813917,500
2.5,20,1.0,0.08,0.01002636812138647,0.10013175381159799,500
2.5,20,1.0,0.1,0.010049358910726917,0.10024649076514806,500
2.5,20,1.0,0.12,0.010079852550797646,0.10039846886679919,500
2.5,20,1.0,0.14,0.010115883219901572,0.10057774714071484,500
2.5,20,1.0,0.16,0.010156513876866901,0.1007795310411142,500
2.5,20,1.0,0.18,0.010201332615113136,0.1010016465960488,500
2.5,20,1.0,0.2,0.010250298814718497,0.10124375938653453,500
2.5,20,1.0,0.22,0.010303675854652961,0.10150702367153201,500
2.5,20,1.0,0.24,0.01036198362885212,0.10179382903129305,500
2.5,20,1.0,0.26,0.010426188075676952,0.10210870714917974,500
2.5,20,1.0,0.28,0.010497935240382169,0.1024594321689427,500
2.5,20,1.0,0.3,0.010580503312458222,0.1028615735464815,500
2.5,20,1.0,0.32,0.010683685050111389,0.10336191295690782,500
2.5,20,1.0,0.34,0.010828600229696513,0.10406056039488021,500
2.5,20,1.0,0.36,0.010913333336511503,0.10446690067438348,500
2.5,20,1.0,0.38,0.011005692252048374,0.1049080180541429,500
2.5,20,1.0,0.4,0.011093908317894497,0.10532762371711657,500
2.5,20,1.0,0.42,0.011160973856450932,0.1056455103468715,500
2.5,20,1.0,0.44,0.011235359187707605,0.10599697725740864,500
2.5,20,1.0,0.46,0.011317366367599113,0.10638311128933536,500
2.5,20,1.0,0.48,0.011449196790079986,0.10700091957586153,500
2.5,20,1.0,0.5,0.011535540224132253,0.10740363226694083,500
4.0,7,0.1,0.0,0.02387522426348225,0.1545160971015067,500
4.0,7,0.1,0.02,0.0250270041273376,0.1581992545094243,500
4.0,7,0.1,0.04,0.025551544639369393,0.1598485052772449,500
4.0,7,0.1,0.06,0.025905465703708486,0.16095174961369163,500
4.0,7,0.1,0.08,0.026159952445869897,0.16174038594571827,500
4.0,7,0.1,0.1,0.026490743626204634,0.16275977275176023,500
4.0,7,0.1,0.12,0.026985702287826874,0.1642732549377009,500
4.0,7,0.1,0.14,0.027343890510331263,0.16535988180429756,500
4.0,7,0.1,0.16,0.027625968107489338,0.166210613702884,500
4.0,7,0.1,0.18,0.027970538195026578,0.16724394815665702,500
4.0,7,0.1,0.2,0.028405782854213156,0.16854015205348888,500
4.0,7,0.1,0.22,0.028519348245452214,0.16887672499622977,500
4.0,7,0.1,0.24,0.028579665329010333,0.16905521384745972,500
4.0,7,0.1,0.26,0.029026686006828673,0.17037219845628768,500
4.0,7,0.1,0.28,0.02962145971245955,0.1721088600637967,500
4.0,7,0.1,0.3,0.030002561125146265,0.17321247393056385,500
4.0,7,0.1,0.32,0.03042168223239605,0.17441812472445645,500
4.0,7,0.1,0.34,0.03092956610977553,0.17586803606618098,500
4.0,7,0.1,0.36,0.031309744165121646,0.17694559662540812,500
4.0,7,0.1,0.38,0.03173203521032382,0.17813487926378657,500
4.0,7,0.1,0.4,0.03205498712285355,0.17903906591259225,500
4.0,7,0.1,0.42,0.03229609473266941,0.17971114248334577,500
4.0,7,0.1,0.44,0.03277487639222812,0.18103832851699697,500
4.0,7,0.1,0.46,0.03328753347601542,0.18244871464610382,500
4.0,7,0.1,0.48,0.03358111062790596,0.18325149556799247,500
4.0,7,0.1,0.5,0.034131453081843524,0.18474699749074008,500
4.0,7,0.5,0.0,0.028941514644570267,0.17012205807763514,500
4.0,7,0.5,0.02,0.02922043296330363,0.17093985188745084,500
4.0,7,0.5,0.04,0.02916279493390304,0.1707711771169334,500
4.0,7,0.5,0.06,0.02896936114775594,0.17020388111836915,500
4.0,7,0.5,0.08,0.028771450078549744,0.16962149061528065,500
4.0,7,0.5,0.1,0.028628691526059742,0.16920015226370141,500
4.0,7,0.5,0.12,0.028656330795068706,0.16928180881319974,500
4.0,7,0.5,0.14,0.028823576349574952,0.16977507576076928,500
4.0,7,0.5,0.16,0.02879785700762522,0.16969931351548015,500
4.0,7,0.5,0.18,0.028794560589865365,0.16968960071219852,500
4.0,7,0.5,0.2,0.02903436554730556,0.17039473450581025,500
4.0,7,0.5,0.22,0.029368303360731957,0.17137182779188637,500
4.0,7,0.5,0.24,0.029499511525005264,0.17175421836160318,500
4.0,7,0.5,0.26,0.029966906905543017,0.17310952286209738,500
4.0,7,0.5,0.28,0.03011118902347981,0.17352575896240827,500
4.0,7,0.5,0.3,0.03043268429957285,0.17444966121942698,500
4.0,7,0.5,0.32,0.030752015128906917,0.17536252487035797,500
4.0,7,0.5,0.34,0.03102801569587443,0.17614770987973255,500
4.0,7,0.5,0.36,0.031237927159592487,0.17674254484869364,500
4.0,7,0.5,0.38,0.03196329446265095,0.17878281366689291,500
4.0,7,0.5,0.4,0.0323475735748512,0.17985431208300567,500
4.0,7,0.5,0.42,0.032780813889771235,0.18105472622876,500
4.0,7,0.5,0.44,0.03310815535526518,0.1819564655494967,500
4.0,7,0.5,0.46,0.03336657091282979,0.18266518801575135,500
4.0,7,0.5,0.48,0.03373141319694671,0.18366113687154043,500
4.0,7,0.5,0.5,0.03412244823706579,0.18472262513581217,500
4.0,7,1.0,0.0,0.02807549960405146,0.1675574516518184,500
4.0,7,1.0,0.02,0.027165293380192492,0.16481897154209066,500
4.0,7,1.0,0.04,0.02662403695163321,0.1631687376663594,500
4.0,7,1.0,0.06,0.026384983832291185,0.16243455245818603,500
4.0,7,1.0,0.08,0.026532248040259915,0.16288722491423296,500
4.0,7,1.0,0.1,0.02651068180141397,0.162821011547693,500
4.0,7,1.0,0.12,0.026537563881197504,0.1629035416471892,500
4.0,7,1.0,0.14,0.02683432672664002,0.16381186381529275,500
4.0,7,1.0,0.16,0.027533804349669573,0.16593313216374111,500
4.0,7,1.0,0.18,0.028156819566360305,0.1677999391131007,500
4.0,7,1.0,0.2,0.02888973447895956,0.16996980460940572,500
4.0,7,1.0,0.22,0.029415111005797048,0.1715083409219419,500
4.0,7,1.0,0.24,0.029634255243321396,0.17214602883401464,500
4.0,7,1.0,0.26,0.030268661565673642,0.17397891126706605,500
4.0,7,1.0,0.28,0.03089507598126948,0.17576995187252423,500
4.0,7,1.0,0.3,0.03108076415044323,0.17629737420178224,500
4.0,7,1.0,0.32,0.031221640816774886,0.17669646520735746,500
4.0,7,1.0,0.34,0.031535789596316845,0.17758319063559153,500
4.0,7,1.0,0.36,0.03205298868574122,0.17903348481706213,500
4.0,7,1.0,0.38,0.03248773844830907,0.1802435531393816,500
4.0,7,1.0,0.4,0.03275452564834475,0.1809821141669661,500
4.0,7,1.0,0.42,0.03330677721617996,0.18250144442217425,500
4.0,7,1.0,0.44,0.03362513043852277,0.18337156387652576,500
4.0,7,1.0,0.46,0.033880977019547884,0.18406785982226198,500
4.0,7,1.0,0.48,0.03384790998398973,0.18397801494741087,500
4.0,7,1.0,0.5,0.03400236573222673,0.18439730402646,500
4.0,10,0.1,0.0,0.016044084390094533,0.12666524539152219,500
4.0,10,0.1,0.02,0.016765567074974248,0.12948191794599834,500
4.0,10,0.1,0.04,0.017164527646400564,0.13101346360737343,500
4.0,10,0.1,0.06,0.0174247136908636,0.1320027033468012,500
4.0,10,0.1,0.08,0.01761810472082774,0.13273320880935463,500
4.0,10,0.1,0.1,0.01777358233671779,0.13331759950103284,500
4.0,10,0.1,0.12,0.017898416515989397,0.1337849637141237,500
4.0,10,0.1,0.14,0.018003206949406356,0.1341760297124876,500
4.0,10,0.1,0.16,0.018096706404724577,0.13452399936340198,500
4.0,10,0.1,0.18,0.01827904140149725,0.13520000518305186,500
4.0,10,0.1,0.2,0.01836236900564485,0.13550781898342565,500
4.0,10,0.1,0.22,0.018636322856456382,0.13651491807292118,500
4.0,10,0.1,0.24,0.018847230337595507,0.13728521529136162,500
4.0,10,0.1,0.26,0.019109802718304876,0.13823821005172512,500
4.0,10,0.1,0.28,0.019291193524691372,0.13889274107991162,500
4.0,10,0.1,0.3,0.019524347539437197,0.13972955141786292,500
4.0,10,0.1,0.32,0.019800928306045858,0.14071577134794044,500
4.0,10,0.1,0.34,0.01994222739707483,0.14121695152167402,500
4.0,10,0.1,0.36,0.020161812697867137,0.14199229802305172,500
4.0,10,0.1,0.38,0.020310390481475562,0.1425145272646812,500
4.0,10,0.1,0.4,0.02061805818291572,0.1435898958245869,500
4.0,10,0.1,0.42,0.020845328228935825,0.14437911285548136,500
4.0,10,0.1,0.44,0.021180748136223136,0.14553607159815443,500
4.0,10,0.1,0.46,0.02142662222239843,0.14637835298430718,500
4.0,10,0.1,0.48,0.021758968247383326,0.14750921411011356,500
4.0,10,0.1,0.5,0.021976608783649754,0.1482450969969994,500
4.0,10,0.5,0.0,0.018062733955698344,0.13439767094595928,500
4.0,10,0.5,0.02,0.018396086498167128,0.13563217353624887,500
4.0,10,0.5,0.04,0.018326271386076683,0.13537455959698144,500
4.0,10,0.5,0.06,0.01816463458039917,0.13477623893104884,500
4.0,10,0.5,0.08,0.01805439579992482,0.1343666469028859,500
4.0,10,0.5,0.1,0.01799673712546953,0.13415191808345317,500
4.0,10,0.5,0.12,0.01814287010508787,0.13469547173193266,500
4.0,10,0.5,0.14,0.018396367015265133,0.13563320764202672,500
4.0,10,0.5,0.16,0.01838351025590758,0.13558580403533246,500
4.0,10,0.5,0.18,0.018707490271334584,0.13677532771422843,500
4.0,10,0.5,0.2,0.01875603609589259,0.13695267830857705,500
4.0,10,0.5,0.22,0.01908754983448591,0.13815769915023163,500
4.0,10,0.5,0.24,0.019208034451595964,0.13859305340310518,500
4.0,10,0.5,0.26,0.019380675964694234,0.13921449624480287,500
